dLoss,MinReturn,MaxReturn,Iteration,ProcessExecTime,GradNorm,StdReturn,LossAfter,AverageDiscountedReturn,KLBefore,Entropy,NumTrajs,KL,TotalEnvSteps,EnvExecTime,AverageReturn,LossBefore,PolicyExecTime
-0.0010102391242980957,-264.0,-17.79999999999999,0,0.15973639488220215,0.5170526855234703,55.36802862437854,-0.1745634526014328,-65.88330837996025,0.0,1.5862667560577393,320,0.0011722759809345007,7665,5.660329818725586,-119.0125,-0.1755736917257309,8.20087718963623
-0.0009856969118118286,-220.00000000000003,-25.699999999999978,1,0.17345833778381348,0.42813754082454525,44.32574032943832,-0.17817318439483643,-61.66012925309038,0.001193604781292379,1.5848193168640137,312,0.0011880684178322554,15182,6.431951284408569,-112.09487179487179,-0.17915888130664825,9.483033895492554
-0.0006118863821029663,-216.0,-10.699999999999987,2,0.13356733322143555,0.3974313292929803,46.69507441904339,-0.1757073551416397,-57.908281197986454,0.001210347400046885,1.5840474367141724,320,0.0011331218993291259,22879,4.924724340438843,-108.80499999999999,-0.17631924152374268,7.056678056716919
-0.0019718408584594727,-219.99999999999994,39.5,3,0.10279369354248047,0.3265990946474437,51.40156368737145,-0.17569193243980408,-49.30408101724634,0.0011283798376098275,1.5818616151809692,312,0.0011110741179436445,30383,3.7226827144622803,-91.02307692307691,-0.17766377329826355,5.36748480796814
-0.002474963665008545,-184.99999999999997,-9.999999999999996,4,0.10444974899291992,0.35383634018365323,37.07154132080667,-0.1752656251192093,-50.96170343949013,0.001167817390523851,1.578133463859558,304,0.0011708515230566263,37917,3.801424741744995,-96.52368421052631,-0.17774058878421783,5.429510116577148
0.0009561032056808472,-238.5,-17.499999999999993,5,0.10529422760009766,0.44014136113672275,45.528261899384525,-0.1777619868516922,-67.76066814482029,0.0011974513763561845,1.5746036767959595,304,0.0012759261298924685,45504,4.020630836486816,-119.89999999999998,-0.17680588364601135,5.488901376724243
0.0032289475202560425,-204.99999999999997,-11.799999999999999,6,0.10414576530456543,0.4123986644334045,41.70794056404827,-0.1770932674407959,-56.23155695491153,0.0012532168766483665,1.571244478225708,304,0.0013601608807221055,53012,3.9881136417388916,-103.69210526315788,-0.17386431992053986,5.4493088722229
0.0008125156164169312,-178.5,-17.49999999999998,7,0.10725140571594238,0.3657223927976695,43.11750460777048,-0.17521484196186066,-41.89630494066345,0.0013546885456889868,1.5683808326721191,304,0.001068227575160563,60535,3.9586052894592285,-77.79736842105261,-0.17440232634544373,5.618168830871582
-0.0019373595714569092,-151.99999999999997,-2.4999999999999964,8,0.11104702949523926,0.40822152414044127,32.33636624170149,-0.17525258660316467,-44.075102028779575,0.0010783546604216099,1.5648139715194702,304,0.0011560969287529588,68135,4.238940477371216,-79.36842105263156,-0.17718994617462158,5.806265592575073
0.00041478872299194336,-191.0,-23.999999999999986,9,0.11196374893188477,0.4361626755486101,38.748719217507436,-0.1767272800207138,-47.38302843109223,0.0011281855404376984,1.5653938055038452,304,0.0013421986950561404,75681,4.208629846572876,-83.12105263157893,-0.17631249129772186,5.8466477394104
0.00045159459114074707,-132.5,5.0000000000000036,10,0.11871957778930664,0.32401281133468807,35.76998279249054,-0.1757536232471466,-40.548590913770795,0.0013363473117351532,1.562338948249817,304,0.0011597651755437255,83190,4.3727357387542725,-71.81315789473683,-0.17530202865600586,6.155656576156616
0.00338040292263031,-147.5,-14.499999999999988,11,0.12270808219909668,0.3664456527747575,35.53657911172429,-0.17398308217525482,-40.96551861672439,0.0011600588914006948,1.562288761138916,312,0.001197374309413135,90870,4.5445568561553955,-75.60256410256409,-0.1706026792526245,6.44318413734436
-3.9190053939819336e-05,-165.50000000000003,3.5000000000000213,12,0.12184643745422363,0.3372510495827033,37.07751080478872,-0.17746974527835846,-44.33437454845722,0.0012332239421084523,1.5598833560943604,304,0.0012966148788109422,98384,4.725895404815674,-79.5236842105263,-0.17750893533229828,6.4136433601379395
0.001098141074180603,-169.5,7.000000000000012,13,0.1286153793334961,0.33615393599209703,40.44694894142648,-0.17658822238445282,-41.86834311190151,0.0013007024535909295,1.557327151298523,304,0.0011685541830956936,105984,4.946091651916504,-75.28947368421052,-0.17549008131027222,6.753917694091797
-0.0008313506841659546,-141.49999999999997,-5.4999999999999964,14,0.1395409107208252,0.33392158308206243,30.496801180967616,-0.17415039241313934,-39.913879794443446,0.001179597806185484,1.5548369884490967,304,0.001151890610344708,113584,5.360750436782837,-69.06578947368419,-0.1749817430973053,7.328948020935059
0.000529170036315918,-138.49999999999997,0.5000000000000178,15,0.18147540092468262,0.42116467963749316,34.15256773614143,-0.17482256889343262,-41.46873327478655,0.0011417518835514784,1.5520501136779785,312,0.0011111943749710917,121265,6.934341192245483,-70.61794871794872,-0.1742933988571167,9.718558311462402
-0.0018961727619171143,-123.00000000000004,1.5000000000000124,16,0.18103623390197754,0.4113443010892626,26.375025436177367,-0.17302042245864868,-37.75834599411028,0.0011063397396355867,1.552660584449768,304,0.001188102294690907,128865,7.009052515029907,-64.05263157894736,-0.1749165952205658,9.713174104690552
-0.0021329522132873535,-138.0,-11.999999999999996,17,0.18061399459838867,0.37569860195707533,29.90941135849441,-0.17639689147472382,-38.151350531419595,0.0012192655121907592,1.5541141033172607,304,0.00137657904997468,136465,7.082269906997681,-67.30263157894734,-0.17852984368801117,9.695656776428223
8.855760097503662e-05,-138.0,2.4999999999999893,18,0.17861461639404297,0.3717317911209899,31.83193889468585,-0.17605994641780853,-42.41758704548937,0.001390225370414555,1.5514177083969116,304,0.001317672780714929,144065,6.902361631393433,-71.77631578947368,-0.1759713888168335,9.606247186660767
-0.0004215538501739502,-110.0,8.000000000000005,19,0.17589378356933594,0.3673148532667413,25.780305164001273,-0.17521949112415314,-31.986123777621334,0.0012953993864357471,1.551406979560852,304,0.0013070126296952367,151665,6.6652748584747314,-56.38157894736841,-0.1756410449743271,9.475558996200562
0.00267869234085083,-147.50000000000003,-7.499999999999986,20,0.17546319961547852,0.4089693167269185,30.275892629536713,-0.17658394575119019,-30.236979514106554,0.0013382559409365058,1.5504993200302124,304,0.0011158365523442626,159265,6.665400266647339,-55.4078947368421,-0.17390525341033936,9.477052927017212
0.001078084111213684,-116.5,-19.000000000000018,21,0.1747586727142334,0.3798322939872468,22.00500840119908,-0.17619144916534424,-33.46326858164914,0.0011174060637131333,1.5497819185256958,304,0.0012945898342877626,166865,6.760462284088135,-56.749999999999986,-0.17511336505413055,9.436970710754395
0.002916574478149414,-118.5,-10.5,22,0.17455482482910156,0.351429958076355,23.936554093763302,-0.1753883808851242,-39.52746032263691,0.001291709253564477,1.5461755990982056,304,0.001205767854116857,174465,6.805178165435791,-65.4078947368421,-0.1724718064069748,9.428136348724365
-0.003244251012802124,-108.49999999999997,-7.999999999999993,23,0.1746964454650879,0.4042711953343981,23.353661916940307,-0.17281880974769592,-35.65366945897184,0.0012087274808436632,1.5452629327774048,304,0.0010796012356877327,182065,6.91930079460144,-62.14473684210525,-0.17606306076049805,9.419458866119385
0.0008712559938430786,-122.99999999999999,-9.999999999999995,24,0.17444896697998047,0.35311896949239335,27.382628523853334,-0.17554330825805664,-29.060888637156207,0.0010452985297888517,1.544969916343689,304,0.0012545357458293438,189610,6.790338039398193,-51.61842105263157,-0.17467205226421356,9.347303867340088
0.0013920366764068604,-107.5,-3.4999999999999893,25,0.10461664199829102,0.37321904674676126,22.952197705260925,-0.17507682740688324,-28.975392801779602,0.0012437665136530995,1.5454840660095215,304,0.0012569434475153685,197153,3.960568904876709,-49.86315789473684,-0.17368479073047638,5.463602304458618
-0.0001156926155090332,-104.49999999999997,7.0000000000000195,26,0.10608458518981934,0.3754178634466465,26.260313235880055,-0.17470204830169678,-29.897503522563326,0.001278556534089148,1.5425894260406494,304,0.0011753200087696314,204753,4.043703317642212,-53.85526315789472,-0.1748177409172058,5.526747465133667
-7.019937038421631e-05,-153.99999999999997,7.000000000000012,27,0.10666441917419434,0.41228851764309515,30.340633095248663,-0.1751912534236908,-32.43292252116829,0.001156368525698781,1.5426961183547974,304,0.0012342419940978289,212353,4.035632848739624,-55.157894736842096,-0.175261452794075,5.63415002822876
-0.002118140459060669,-111.5,-0.49999999999998934,28,0.10709214210510254,0.44729250184195296,23.660576658476316,-0.17645661532878876,-29.799668818278512,0.0012480715522542596,1.5384029150009155,304,0.0013145914999768138,219953,3.9426891803741455,-50.19736842105262,-0.17857475578784943,5.565459728240967
-0.0015774518251419067,-135.0,-10.00000000000001,29,0.10795879364013672,0.41360460025749207,27.955556833923676,-0.17494341731071472,-31.368355688662152,0.0012917629210278392,1.5364826917648315,304,0.0011887303553521633,227553,4.14434814453125,-54.499999999999986,-0.17652086913585663,5.661936044692993
0.004040956497192383,-128.0,16.400000000000006,30,0.11194825172424316,0.37020799245184244,26.994309673829427,-0.17468374967575073,-25.650091200730596,0.0011576483957469463,1.5386242866516113,312,0.0011344808153808117,235219,4.28137469291687,-47.11794871794871,-0.17064279317855835,5.899052381515503
0.0033791810274124146,-100.0,22.99999999999999,31,0.11565566062927246,0.4144807512826995,24.547328360534248,-0.1749601662158966,-23.269410232366067,0.0011461720569059253,1.5394765138626099,304,0.001237225253134966,242819,4.305355072021484,-42.68421052631578,-0.1715809851884842,6.060638427734375
0.0024640709161758423,-118.5,1.0000000000000213,32,0.12779784202575684,0.39258596158927084,27.293635169680556,-0.1754995584487915,-31.805096897240034,0.001262565259821713,1.5366493463516235,304,0.0011787667172029614,250419,5.009247779846191,-55.21052631578946,-0.17303548753261566,6.768854379653931
-0.0016446858644485474,-93.49999999999997,10.00000000000001,33,0.13133883476257324,0.4780170608476343,20.20124255661084,-0.17550036311149597,-20.4474307538273,0.0011465349234640598,1.5336087942123413,304,0.0013487760443240404,258019,4.881093740463257,-39.407894736842096,-0.17714504897594452,6.899492979049683
