EnvExecTime,KL,dLoss,MaxReturn,NumTrajs,MinReturn,StdReturn,EvalAvgReturn,KLBefore,PolicyExecTime,ProcessExecTime,Entropy,AverageReturn,TotalEnvSteps,Iteration,AverageDiscountedReturn,GradNorm,LossBefore,LossAfter
4.670582056045532,0.0009946939535439014,-0.003209128975868225,-59.5,304,-306.50000000000006,47.77883547255599,-75.21499999999982,0.0,3.9580771923065186,0.12480783462524414,1.5703673362731934,-143.9842105263158,7529,0,-72.61461037318756,0.24448840922348258,-0.2197882980108261,-0.21657916903495789
4.351808547973633,0.0009843895677477121,0.006027206778526306,-13.000000000000002,312,-306.5,60.74687915241993,,0.0009736307547427714,3.467818260192871,0.11737346649169922,1.5710747241973877,-142.3358974358974,15155,1,-76.31797684808176,0.23768457933189382,-0.2045028656721115,-0.21053007245063782
4.453150749206543,0.0008991062641143799,-0.0005975961685180664,-57.99999999999997,304,-276.5,53.19965738335513,,0.0009691754239611328,3.4403510093688965,0.11466288566589355,1.570407748222351,-156.14736842105265,22711,2,-79.78568792093587,0.22924799237544125,-0.20716923475265503,-0.20657163858413696
4.118558883666992,0.000972054956946522,-0.0012851357460021973,14.000000000000018,304,-281.5,60.042218064779256,,0.0008588832570239902,3.356787919998169,0.11292695999145508,1.5697863101959229,-140.83157894736843,30277,3,-73.25475505514387,0.2379548882447857,-0.21160197257995605,-0.21031683683395386
4.400556325912476,0.000915110926143825,-0.0003257840871810913,-16.599999999999987,312,-296.0,59.23952682509829,,0.000944322207942605,3.397989511489868,0.1133725643157959,1.5697380304336548,-155.20000000000002,37895,4,-82.57406692182131,0.24453155637168464,-0.20840822160243988,-0.2080824375152588
4.351389169692993,0.0009091199026443064,0.005389466881752014,-69.49999999999997,312,-240.5,46.60404335817552,,0.0008603383903391659,3.4739348888397217,0.11669564247131348,1.570073127746582,-141.95128205128205,45586,5,-73.73840948283626,0.2751784371888895,-0.20412829518318176,-0.20951776206493378
4.126226186752319,0.0009495174163021147,0.002922341227531433,-51.89999999999999,304,-226.0,42.551112819949445,,0.000872246571816504,3.386230945587158,0.11310076713562012,1.5711514949798584,-132.52631578947367,53116,6,-71.84282114894795,0.26757252155201844,-0.20739281177520752,-0.21031515300273895
4.168982982635498,0.0009244409739039838,0.0011534392833709717,-34.00000000000001,304,-219.5,47.84662823851869,,0.0008722556522116065,3.3952431678771973,0.11255836486816406,1.572485327720642,-121.12631578947367,60634,7,-63.757335002075344,0.2422016111424022,-0.20859099924564362,-0.2097444385290146
4.328213453292847,0.0009593748254701495,0.003845617175102234,-54.499999999999986,304,-216.0,50.156778098245866,,0.0009489586227573454,3.4077322483062744,0.11411523818969727,1.5698182582855225,-139.03947368421052,68224,8,-72.05996957138169,0.2510545080554588,-0.20435264706611633,-0.20819826424121857
4.417693376541138,0.0010941849322989583,0.0034839212894439697,-27.099999999999987,312,-272.5,57.38977475030601,,0.0009114361018873751,3.443107843399048,0.1153264045715332,1.5677404403686523,-142.08717948717947,75878,9,-73.52662794250718,0.2411458125133556,-0.20680539309978485,-0.21028931438922882
4.290743112564087,0.0009777669329196215,-0.003781154751777649,5.600000000000011,320,-222.5,54.501304514204065,,0.0009877581615000963,3.4120256900787354,0.11499643325805664,1.568805456161499,-119.16750000000002,83515,10,-66.77366782614195,0.2643887766648527,-0.21368740499019623,-0.20990625023841858
4.325264930725098,0.0009933979017660022,0.0003480464220046997,-11.39999999999999,320,-242.0,57.922490234795674,,0.0009582936763763428,3.424114942550659,0.1148228645324707,1.567552924156189,-122.625,91185,11,-64.03055955744173,0.22927748036263215,-0.20985503494739532,-0.21020308136940002
4.376401901245117,0.0010458154138177633,0.004101470112800598,-35.89999999999998,304,-298.0,54.95151205640586,,0.0009828711627051234,3.4016072750091553,0.11422610282897949,1.5663036108016968,-130.10263157894735,98739,12,-67.64267479733445,0.2627981632230518,-0.20616018772125244,-0.21026165783405304
4.50606632232666,0.0009511631214991212,0.006655007600784302,-25.299999999999997,312,-241.0,52.575513208014705,,0.0010050151031464338,3.523165464401245,0.11703205108642578,1.5660853385925293,-125.5051282051282,106426,13,-66.32204840674859,0.2739594616981149,-0.20176436007022858,-0.20841936767101288
4.3559019565582275,0.0010160765377804637,-0.0028123855590820312,-47.49999999999998,304,-226.5,44.24404470309818,,0.0009518394945189357,3.386695623397827,0.1146550178527832,1.5653566122055054,-132.27631578947367,114026,14,-68.1935189606492,0.27505454246336536,-0.2130366861820221,-0.21022430062294006
4.33880090713501,0.0010893329745158553,-0.0004741400480270386,-6.299999999999985,312,-238.0,41.76701179354031,,0.0009785519214347005,3.4532411098480225,0.11535501480102539,1.5636802911758423,-130.1076923076923,121668,15,-69.46339572295481,0.2840809211790923,-0.2109336405992508,-0.21045950055122375
4.294052600860596,0.0010465349769219756,0.0035706162452697754,-26.5,312,-240.50000000000003,50.81419816392595,,0.0010361250024288893,3.426107406616211,0.11471796035766602,1.5628832578659058,-129.16666666666666,129213,16,-68.07092399555317,0.261711357904372,-0.20823632180690765,-0.21180693805217743
4.26052713394165,0.0009466097108088434,0.0010513365268707275,-43.3,312,-233.0,46.01074224968408,,0.0009564157226122916,3.451847791671753,0.11547470092773438,1.5620274543762207,-117.49230769230769,136840,17,-63.11859268135933,0.2740810484749128,-0.2098306119441986,-0.21088194847106934
4.425313472747803,0.0009990953840315342,-0.0021750330924987793,-36.999999999999986,304,-253.0,52.180004342521826,,0.0009438127162866294,3.4063127040863037,0.11299538612365723,1.560444712638855,-130.46315789473684,144436,18,-66.97019979722302,0.25973860165137685,-0.2108040750026703,-0.2086290419101715
4.306616306304932,0.0009984582429751754,-0.0025437921285629272,-52.0,304,-307.00000000000006,54.20450273126294,,0.000958789954893291,3.3713858127593994,0.11299848556518555,1.5595118999481201,-135.73684210526315,152036,19,-70.3786317095472,0.2822414622436141,-0.2112751007080078,-0.20873130857944489
4.163783073425293,0.0009534102864563465,0.004526421427726746,-26.499999999999986,312,-271.5,55.33264667713965,-87.8499999999997,0.0009411884821020067,3.3474209308624268,0.11166930198669434,1.5614559650421143,-123.2974358974359,159572,20,-66.22632938821849,0.2790575388825432,-0.20486031472682953,-0.20938673615455627
