MinReturn,ProcessExecTime,NumTrajs,AverageReturn,Iteration,TotalEnvSteps,EnvExecTime,dLoss,LossBefore,KLBefore,KL,LossAfter,GradNorm,MaxReturn,StdReturn,Entropy,PolicyExecTime,AverageDiscountedReturn
-102.99999999999997,0.13445401191711426,304,-58.90789473684208,17,136548,6.041874408721924,0.0016322284936904907,-0.16729064285755157,0.0013131473679095507,0.0011966234305873513,-0.16892287135124207,0.2874411508565226,-24.499999999999986,20.51342797161933,1.5000629425048828,5.371056318283081,-35.52369297967972
-96.0,0.137437105178833,304,-47.21052631578946,18,144148,5.979247570037842,-0.0006327182054519653,-0.1674836277961731,0.001181909698061645,0.0012970909010618925,-0.16685090959072113,0.3350464899759466,-11.999999999999982,21.936100856251166,1.5014749765396118,5.310521602630615,-26.898352385636137
-141.5,0.13825345039367676,304,-48.802631578947356,19,151748,6.073715925216675,-0.0010136067867279053,-0.1680830717086792,0.001301780343055725,0.0012955092824995518,-0.1670694649219513,0.27541527439841607,3.000000000000009,24.713234115413005,1.4997094869613647,5.369058132171631,-27.83408336352724
-103.0,0.13787102699279785,304,-54.86842105263157,20,159348,6.2074127197265625,0.0024718642234802246,-0.1667056828737259,0.0012969777453690767,0.0013929314445704222,-0.16917754709720612,0.46478415900531567,-18.999999999999993,20.778494769240297,1.501523494720459,5.401715993881226,-33.634467150264996
-93.0,0.14022183418273926,304,-49.052631578947356,21,166948,6.114659309387207,0.0006571561098098755,-0.16791538894176483,0.0013938475167378783,0.001298400922678411,-0.1685725450515747,0.36921655988522306,-5.0000000000000036,20.34530512042553,1.4964021444320679,5.343383550643921,-27.161546543231626
-103.0,0.1419813632965088,304,-53.855263157894726,22,174548,6.401512861251831,0.0026958584785461426,-0.1651809960603714,0.0013218153035268188,0.001317741465754807,-0.16787685453891754,0.3487069897771568,-2.9999999999999982,26.860484548754993,1.4955010414123535,5.502815008163452,-32.61028447588928
-125.0,0.14248228073120117,304,-42.749999999999986,23,182148,6.029434680938721,-0.0006022006273269653,-0.1685444712638855,0.0013068232219666243,0.0011648451909422874,-0.16794227063655853,0.3779953023838995,6.000000000000025,29.37053437501069,1.4948076009750366,5.4744768142700195,-23.100188616138787
-96.49999999999997,0.14212989807128906,304,-39.5657894736842,24,189748,5.942863702774048,0.0007178187370300293,-0.16739284992218018,0.0011540098348632455,0.0011380427749827504,-0.1681106686592102,0.3265457409726772,4.499999999999995,24.841383938011152,1.4937657117843628,5.4120402336120605,-21.965363773634248
-96.99999999999997,0.1426095962524414,304,-45.907894736842096,25,197348,6.266993045806885,0.0004787743091583252,-0.1661854088306427,0.0011441753013059497,0.0011433940380811691,-0.16666418313980103,0.35357692138572117,-4.49999999999999,23.810616623450123,1.4946565628051758,5.463446617126465,-25.604354138002805
-111.99999999999997,0.14104247093200684,312,-47.75897435897434,26,204989,6.253631114959717,-0.0024588406085968018,-0.17107535898685455,0.001129108713939786,0.0013204204151406884,-0.16861651837825775,0.29141125771770143,5.400000000000006,27.43163733999829,1.4989104270935059,5.453895330429077,-28.915107426770053
-100.0,0.14790749549865723,304,-46.749999999999986,27,212589,6.455748796463013,-0.001150086522102356,-0.1683635264635086,0.0013764617033302784,0.0013584877597168088,-0.16721343994140625,0.32917842973566364,16.000000000000007,23.018799525147855,1.4978489875793457,5.5825090408325195,-27.046854322797213
-96.0,0.14358830451965332,304,-46.999999999999986,28,220189,6.032292127609253,-0.0025435984134674072,-0.17055779695510864,0.0013437828747555614,0.0012013532686978579,-0.16801419854164124,0.30045404298938094,-5.9999999999999964,23.44674817538671,1.4969172477722168,5.409187078475952,-26.567785398292912
-117.49999999999997,0.1454787254333496,304,-49.53947368421051,29,227789,6.02725625038147,0.0014126896858215332,-0.16570746898651123,0.0012145963264629245,0.0011558166006579995,-0.16712015867233276,0.27959029648604183,1.0000000000000036,27.485015433999706,1.4981118440628052,5.343621253967285,-29.972583833541147
-112.49999999999997,0.14532923698425293,304,-41.34210526315788,30,235389,6.24720311164856,-0.0024753063917160034,-0.1701558232307434,0.0011414760956540704,0.0010816571302711964,-0.1676805168390274,0.30714133980164227,11.500000000000004,25.480153593469844,1.4958443641662598,5.446890354156494,-22.814414046097323
-112.49999999999997,0.14330768585205078,304,-45.98684210526314,31,242989,6.189681768417358,-0.002855077385902405,-0.17008651793003082,0.0010952245211228728,0.001269414322450757,-0.16723144054412842,0.2950242084228003,7.499999999999973,24.145798054980723,1.49252450466156,5.339126110076904,-26.19552328845691
-113.99999999999999,0.14766407012939453,304,-44.802631578947356,32,250589,6.135538101196289,0.002018362283706665,-0.16673707962036133,0.0012707615969702601,0.0013874784344807267,-0.168755441904068,0.3075379049251389,-2.9999999999999925,25.405795928468812,1.4914484024047852,5.4526402950286865,-26.512153740462605
-124.0,0.14705371856689453,304,-37.11842105263157,33,258189,6.078224182128906,0.0011678487062454224,-0.1658913642168045,0.0013892855495214462,0.0011411698069423437,-0.16705921292304993,0.3089154583908596,1.5000000000000195,21.27032594785463,1.493350625038147,5.4772937297821045,-19.340721522122916
-92.99999999999999,0.14440464973449707,304,-40.999999999999986,34,265789,6.241719007492065,0.0008970052003860474,-0.16636519134044647,0.00113878701813519,0.0011619831202551723,-0.16726219654083252,0.3571695894666041,1.5000000000000142,20.505775823051984,1.4960517883300781,5.430333852767944,-22.233783912925944
-93.49999999999997,0.14618134498596191,304,-38.157894736842096,35,273389,6.117539644241333,0.001920357346534729,-0.16577644646167755,0.001168340677395463,0.0013019873294979334,-0.16769680380821228,0.2832681534708745,6.000000000000002,22.33392076238515,1.4959924221038818,5.4376983642578125,-20.492572694798195
-97.49999999999997,0.14257097244262695,304,-43.92105263157894,36,280989,6.227510690689087,-0.00041015446186065674,-0.16785597801208496,0.0013014032738283277,0.0011546405730769038,-0.1674458235502243,0.26329498397438617,12.999999999999975,24.773852492356113,1.4918444156646729,5.413969039916992,-24.536313312941164
-115.49999999999997,0.1499476432800293,312,-42.68974358974358,37,288618,6.254509449005127,0.0024422556161880493,-0.16656702756881714,0.0011364599922671914,0.0013830908574163914,-0.1690092831850052,0.34452804640027035,12.6,25.496533649486192,1.4905036687850952,5.481493711471558,-23.360967528041368
-84.49999999999997,0.14363527297973633,304,-37.03947368421051,38,296218,6.107760190963745,-0.0020340681076049805,-0.16926570236682892,0.0014006361598148942,0.0013334156246855855,-0.16723163425922394,0.31998533511499677,6.500000000000011,24.18687703643492,1.4840810298919678,5.49381685256958,-19.8525333186286
-77.0,0.14601683616638184,304,-31.789473684210513,39,303818,6.111600160598755,-0.00102938711643219,-0.1677694469690323,0.0013382267206907272,0.0012093879049643874,-0.1667400598526001,0.3542524968234347,8.50000000000002,17.76958947891896,1.4818141460418701,5.559324502944946,-15.807748996574093
-86.49999999999999,0.14630961418151855,304,-39.499999999999986,40,311418,6.109726667404175,0.0034756511449813843,-0.16362334787845612,0.0011933044297620654,0.0012724127154797316,-0.1670989990234375,0.2764121057544396,-1.4999999999999893,24.87389246410359,1.4812805652618408,5.437195301055908,-22.409098451487473
-72.99999999999999,0.14337611198425293,304,-36.157894736842096,41,319018,6.094029664993286,-0.0007201135158538818,-0.16663885116577148,0.0012515418929979205,0.0011878841323778033,-0.1659187376499176,0.31146725619766485,-4.500000000000001,18.308793279660478,1.4830751419067383,5.449073791503906,-19.536090448036315
-83.49999999999997,0.1486983299255371,304,-31.99999999999999,42,326618,6.143940687179565,0.0018125325441360474,-0.16500413417816162,0.0012273965403437614,0.0011742814676836133,-0.16681666672229767,0.30243750408283143,9.00000000000002,21.63269942033417,1.4822968244552612,5.38353705406189,-15.18370684602803
-104.99999999999997,0.14462733268737793,304,-33.07894736842104,43,334218,6.004602909088135,-0.001569107174873352,-0.16821622848510742,0.0011731409467756748,0.0011468396987766027,-0.16664712131023407,0.36601832258214606,14.000000000000004,24.83909437596875,1.4826738834381104,5.449601411819458,-15.77931085695804
-77.99999999999999,0.14568066596984863,304,-30.710526315789462,44,341818,6.06670880317688,0.003600582480430603,-0.16436678171157837,0.001154917641542852,0.0012415200471878052,-0.16796736419200897,0.3326327400968415,20.5,20.830023744505805,1.4854830503463745,5.443661451339722,-15.153849183646633
-86.99999999999997,0.14840221405029297,304,-34.59210526315788,45,349418,6.0745580196380615,-0.0014237016439437866,-0.1683875024318695,0.0012456543045118451,0.0013022087514400482,-0.16696380078792572,0.29318162677570403,4.500000000000016,20.46719302456272,1.4846762418746948,5.491442441940308,-17.9597983783296
-60.49999999999997,0.1451551914215088,304,-28.907894736842092,46,357018,6.1235175132751465,0.001689717173576355,-0.1666102111339569,0.0012903072638437152,0.00124421960208565,-0.16829992830753326,0.31096431199731267,14.499999999999979,17.390202649752126,1.4848451614379883,5.500503063201904,-13.440218638303136
-87.99999999999997,0.1461780071258545,304,-34.11842105263157,47,364618,6.101933479309082,-0.0021669864654541016,-0.16949591040611267,0.0012647934490814805,0.001164202461950481,-0.16732892394065857,0.30856811653149646,11.500000000000005,21.663221989828966,1.4825246334075928,5.483386516571045,-17.701333103329144
-73.49999999999997,0.14648032188415527,304,-30.89473684210525,48,372218,6.1360626220703125,-0.000958755612373352,-0.16715629398822784,0.0011601188452914357,0.001204111147671938,-0.1661975383758545,0.35670975369985125,8.500000000000023,18.8250805180136,1.4781739711761475,5.498213291168213,-14.936664252878844
-93.49999999999999,0.14517521858215332,304,-31.88157894736841,49,379818,6.1220643520355225,0.003032699227333069,-0.1642409861087799,0.0011970469495281577,0.0013528818963095546,-0.16727368533611298,0.32945771726599876,13.499999999999998,23.365075774068817,1.4794679880142212,5.417156219482422,-16.087992149071805
-69.49999999999999,0.14597153663635254,304,-34.89473684210525,50,387418,6.149079322814941,-0.0008932799100875854,-0.16707560420036316,0.0013913210714235902,0.0011550051858648658,-0.16618232429027557,0.2939343065844928,-4.999999999999993,15.674802900941991,1.474028468132019,5.454508066177368,-18.344449437380213
-62.999999999999986,0.14270472526550293,304,-29.289473684210513,51,395018,6.188733100891113,-0.0036520808935165405,-0.1709272265434265,0.0011634296970441937,0.0012448984198272228,-0.16727514564990997,0.32821468113601343,8.500000000000023,17.60780014762722,1.4720118045806885,5.421672582626343,-13.914610075430316
-65.49999999999999,0.14663076400756836,312,-31.753846153846144,52,402672,6.343743085861206,0.002743452787399292,-0.16317218542099,0.0012212139554321766,0.0012222263030707836,-0.16591563820838928,0.29624619749292963,31.10000000000001,22.004077083214003,1.472607135772705,5.463109970092773,-16.961164534144434
-64.49999999999997,0.1439061164855957,304,-22.684210526315784,53,410272,6.1506993770599365,0.00039239227771759033,-0.1662093847990036,0.001233516144566238,0.0012600640766322613,-0.1666017770767212,0.29809229833504475,7.50000000000002,16.82433272808025,1.4730159044265747,5.4785075187683105,-8.864056643785544
-89.99999999999997,0.14226484298706055,304,-29.592105263157883,54,417872,6.092743158340454,-0.0010760575532913208,-0.16890208423137665,0.001248387387022376,0.001235845498740673,-0.16782602667808533,0.2969991931495411,4.500000000000023,18.583685283757948,1.4761998653411865,5.389693021774292,-14.290864545363949
-58.99999999999999,0.14576506614685059,304,-31.89473684210525,55,425472,6.382328271865845,-0.0033277124166488647,-0.17059022188186646,0.0012590731494128704,0.00132924341596663,-0.1672625094652176,0.30828424201390375,-2.499999999999977,15.048237304859978,1.477295160293579,5.5381693840026855,-16.17216404605977
-60.999999999999986,0.14585518836975098,304,-24.078947368421048,56,433072,6.192967653274536,0.001616165041923523,-0.1659546196460724,0.0013270591152831912,0.0014113979414105415,-0.1675707846879959,0.3725487835787709,5.5000000000000195,16.335917126554325,1.476085901260376,5.43276834487915,-9.381867737953192
-49.499999999999986,0.14897775650024414,304,-22.97368421052631,57,440672,6.010644435882568,-0.0026208162307739258,-0.16943465173244476,0.0013916433090344071,0.0011551816714927554,-0.16681383550167084,0.3743580942376869,7.500000000000007,13.741958111651417,1.478081464767456,5.466574192047119,-9.726568816311909
-83.49999999999999,0.1472034454345703,304,-24.53947368421052,58,448272,6.254990100860596,0.000243455171585083,-0.1668267548084259,0.0011788812698796391,0.0013250145129859447,-0.167070209980011,0.3140999091581979,14.999999999999963,20.61022407847854,1.4769994020462036,5.411050081253052,-10.310715498200157
-61.99999999999997,0.15378594398498535,304,-24.749999999999993,59,455872,6.100110769271851,-0.00315152108669281,-0.16882267594337463,0.0013405622448772192,0.0012859987327829003,-0.16567115485668182,0.34293464878928775,26.500000000000014,20.040665893968793,1.4768197536468506,5.4373791217803955,-10.032153346321431
-63.5,0.14636778831481934,304,-19.10526315789473,60,463472,5.948572874069214,-0.0011215507984161377,-0.16871289908885956,0.001275265822187066,0.001399631961248815,-0.16759134829044342,0.35995025111863244,12.999999999999998,16.922096227129238,1.4788368940353394,5.437053442001343,-5.2759067841898615
-70.49999999999999,0.14464473724365234,304,-31.552631578947356,61,471072,6.404376268386841,-0.0047823041677474976,-0.17102164030075073,0.0014330585254356265,0.0011828518472611904,-0.16623933613300323,0.36370840360311424,9.499999999999995,18.727192961912014,1.4720460176467896,5.475670576095581,-15.220006562240084
-52.0,0.14603877067565918,304,-26.5657894736842,62,478672,6.379489183425903,-0.0012063384056091309,-0.16712193191051483,0.0011810300638899207,0.0010651065967977047,-0.1659155935049057,0.33406339853445904,1.5000000000000289,12.262571987358623,1.474401593208313,5.46088981628418,-12.386567292695968
-67.99999999999999,0.14521527290344238,304,-28.592105263157883,63,486272,6.231934070587158,-0.0038256049156188965,-0.1690916270017624,0.001070242840796709,0.0012170932022854686,-0.1652660220861435,0.3725237335985891,7.4999999999999805,19.859657356175838,1.4707889556884766,5.4563658237457275,-13.487978525140967
-61.49999999999998,0.1478896141052246,304,-24.49999999999999,64,493872,6.180547475814819,-0.0007209032773971558,-0.16847756505012512,0.0012245024554431438,0.0012606036616489291,-0.16775666177272797,0.3600725864289981,-2.9999999999999973,14.55796038345742,1.469576120376587,5.435557126998901,-9.850008358200691
-59.499999999999986,0.1443178653717041,304,-22.315789473684205,65,501472,6.1362528800964355,0.0010433346033096313,-0.16696271300315857,0.0012719244696199894,0.0015438349219039083,-0.1680060476064682,0.37452451838045325,20.00000000000002,18.088750885211994,1.4695465564727783,5.416051626205444,-8.709117391325705
-75.49999999999999,0.14452171325683594,304,-30.486842105263147,66,509072,6.443670272827148,0.0017666518688201904,-0.16564132273197174,0.0015306492568925023,0.0013076377799734473,-0.16740797460079193,0.3380854287444394,-2.9999999999999822,15.085932294213558,1.4676568508148193,5.4592649936676025,-15.881083996364707
-75.99999999999997,0.14771747589111328,304,-21.355263157894726,67,516672,5.987003803253174,-0.0016775429248809814,-0.1668485552072525,0.0012865513563156128,0.001262816833332181,-0.16517101228237152,0.3089368103340881,23.499999999999993,20.878378357178136,1.4725100994110107,5.495849847793579,-7.881056144615795
-70.49999999999999,0.14411044120788574,304,-29.802631578947356,68,524272,6.284503936767578,-0.0014831572771072388,-0.16761049628257751,0.0012710518203675747,0.001327874488197267,-0.16612733900547028,0.3343917098150651,25.999999999999993,22.05750244536819,1.4743587970733643,5.458078861236572,-14.598972087874241
-52.499999999999986,0.14556884765625,304,-19.184210526315784,69,531872,6.084205150604248,0.0052816420793533325,-0.16325321793556213,0.001338605652563274,0.0012605059891939163,-0.16853486001491547,0.3554446073537143,2.0000000000000195,12.539632461578295,1.47095787525177,5.4876885414123535,-6.4515653888925195
-61.49999999999997,0.14593005180358887,304,-22.93421052631578,70,539472,5.895075559616089,0.0021987706422805786,-0.16459773480892181,0.001267621642909944,0.0012969332747161388,-0.1667965054512024,0.3042260324424355,15.999999999999988,18.06026863931153,1.4694054126739502,5.522198438644409,-9.76386429853553
-45.999999999999986,0.15089678764343262,304,-19.184210526315784,71,547072,6.052347660064697,-0.0003882795572280884,-0.16936713457107544,0.0012871897779405117,0.001380985719151795,-0.16897885501384735,0.32037212846839047,10.499999999999984,14.785493002402712,1.4763723611831665,5.451137542724609,-7.20573501715056
-51.999999999999986,0.14919281005859375,304,-24.460526315789465,72,554672,6.188172817230225,0.00036181509494781494,-0.16853214800357819,0.0013925702078267932,0.0011762797366827726,-0.168893963098526,0.3325824306769611,7.000000000000032,14.451088822093796,1.4775227308273315,5.322781801223755,-10.698894423790586
-52.49999999999997,0.1515192985534668,304,-21.499999999999993,73,562272,5.980778694152832,0.0004949122667312622,-0.1662881225347519,0.0011823800159618258,0.001324544777162373,-0.16678303480148315,0.31382876477519267,6.499999999999991,13.334758695742646,1.4760282039642334,5.3953773975372314,-8.783124324337953
-66.99999999999999,0.14902329444885254,304,-18.697368421052627,74,569872,6.070404291152954,0.00098477303981781,-0.16764774918556213,0.001301836222410202,0.0014226761413738132,-0.16863252222537994,0.34344880126117855,9.499999999999998,14.519741313523264,1.4807785749435425,5.3708579540252686,-4.6866741157273015
-71.99999999999999,0.14499640464782715,304,-20.60526315789473,75,577472,6.171688795089722,-0.0015973448753356934,-0.17030249536037445,0.0014245397178456187,0.001398834283463657,-0.16870515048503876,0.37409083115435277,17.99999999999997,18.279323196160604,1.4825854301452637,5.475405931472778,-7.818042697703966
-55.99999999999997,0.14824485778808594,304,-24.36842105263157,76,585072,6.148083209991455,-0.001196444034576416,-0.16575917601585388,0.0014061511028558016,0.0012242789380252361,-0.16456273198127747,0.34778717921641067,21.999999999999993,18.860528335279273,1.4808287620544434,5.4765684604644775,-10.814070692953411
-73.49999999999997,0.14586687088012695,304,-18.657894736842106,77,592672,6.099724054336548,-0.001086309552192688,-0.16926690936088562,0.0012008497724309564,0.0011506957234814763,-0.16818059980869293,0.28055863897068367,39.49999999999998,18.150723221475328,1.4897699356079102,5.478748321533203,-4.081405682500502
-60.499999999999964,0.14566731452941895,304,-19.85526315789473,78,600272,6.102842330932617,0.0025267750024795532,-0.16733120381832123,0.0011614836985245347,0.0014301559422165155,-0.16985797882080078,0.3589179876481186,14.499999999999998,16.829605764660847,1.488472819328308,5.4604527950286865,-5.233211516823273
-50.5,0.14532899856567383,304,-21.934210526315777,79,607872,6.293042898178101,-0.001149296760559082,-0.17101900279521942,0.0014394224854186177,0.0015088188229128718,-0.16986970603466034,0.3320995001105746,14.500000000000027,14.962748064439541,1.4928892850875854,5.547382116317749,-8.62146106373605
-65.99999999999999,0.14630389213562012,304,-22.447368421052623,80,615472,6.07132625579834,0.001056477427482605,-0.1674736738204956,0.001497375313192606,0.001300706877373159,-0.1685301512479782,0.34854960086723075,14.499999999999993,20.668368112727556,1.4893418550491333,5.383979082107544,-9.079717778022957
-60.5,0.14418911933898926,304,-21.960526315789465,81,623072,6.17406439781189,-0.002069517970085144,-0.1712459772825241,0.0012871221406385303,0.0012206806568428874,-0.16917645931243896,0.3247947353974218,7.500000000000002,17.650623061519212,1.493778944015503,5.505291938781738,-8.51167247320132
-113.0,0.1477985382080078,304,-31.13157894736841,82,630672,6.331945896148682,0.0023215264081954956,-0.16601066291332245,0.0012290714075788856,0.001309900893829763,-0.16833218932151794,0.27978181022339815,-6.9999999999999805,19.16880834314953,1.4884802103042603,5.469253301620483,-15.98702821927759
-52.499999999999986,0.14800024032592773,304,-24.31578947368421,83,638272,6.349406957626343,-0.0008350014686584473,-0.17168788611888885,0.0013100377982482314,0.001320985029451549,-0.1708528846502304,0.2849791046767918,7.500000000000002,15.724361359565764,1.4910531044006348,5.486609935760498,-10.843554587669404
-62.99999999999997,0.14475607872009277,304,-20.013157894736835,84,645872,6.17289137840271,0.0007518529891967773,-0.16884998977184296,0.0013224699068814516,0.0014174261596053839,-0.16960184276103973,0.3251886428771453,12.000000000000004,18.308211718884237,1.4960267543792725,5.453266382217407,-7.04838680409955
-61.499999999999986,0.14704489707946777,304,-19.026315789473678,85,653472,6.073345184326172,-0.002080559730529785,-0.17109841108322144,0.001421975321136415,0.0011862553656101227,-0.16901785135269165,0.34671497154612996,20.0,18.78932625624013,1.4893471002578735,5.507412910461426,-6.286575109374579
-65.49999999999997,0.14676713943481445,304,-24.092105263157883,86,661072,6.117454528808594,0.0002856403589248657,-0.16856418550014496,0.0011848647845909,0.0013094841269776225,-0.16884982585906982,0.30971959751777817,3.5000000000000124,16.251257142933948,1.4928576946258545,5.500259876251221,-11.423785974712905
-70.49999999999999,0.14640355110168457,304,-22.35526315789473,87,668672,6.182582139968872,-0.002718880772590637,-0.1703144609928131,0.0013289989437907934,0.0012372058117762208,-0.16759558022022247,0.35188170159935256,27.99999999999998,21.03972054757908,1.4874567985534668,5.490253448486328,-8.244525144261276
-51.49999999999998,0.14613008499145508,304,-16.86842105263157,88,676272,5.961301803588867,-0.0019977986812591553,-0.17186783254146576,0.0012408137554302812,0.0014266889775171876,-0.1698700338602066,0.3515492591294862,10.000000000000023,16.925799448788506,1.493926763534546,5.417800188064575,-4.211426074890192
-65.99999999999997,0.14414477348327637,304,-23.23684210526315,89,683872,6.2740819454193115,-0.003586381673812866,-0.17139430344104767,0.0014182085869833827,0.0012912381207570434,-0.1678079217672348,0.3129429209344086,27.499999999999986,18.696234085373163,1.4920369386672974,5.453716993331909,-10.209695035674484
-71.49999999999999,0.14679861068725586,304,-23.907894736842092,90,691472,6.274714231491089,0.001196637749671936,-0.1663675457239151,0.0013024680083617568,0.0012123637134209275,-0.16756418347358704,0.3689290411493859,13.500000000000005,18.996140627131652,1.4885647296905518,5.4316487312316895,-10.879733271914011
-60.49999999999998,0.14393019676208496,304,-15.21052631578947,91,699072,5.997143268585205,0.0013348162174224854,-0.16929535567760468,0.0012087947688996792,0.001336823683232069,-0.17063017189502716,0.3465646276743924,23.499999999999993,17.119791401116085,1.4949249029159546,5.494663238525391,-3.7957810382875636
-59.999999999999986,0.14344549179077148,304,-22.328947368421048,92,706672,6.18267560005188,-0.0009974539279937744,-0.1694619059562683,0.0013578846119344234,0.0012478873832151294,-0.16846445202827454,0.32672471754709614,9.500000000000009,16.79413913894614,1.492138385772705,5.443079471588135,-8.973359143537364
-52.99999999999999,0.1456286907196045,304,-19.499999999999993,93,714272,6.263524293899536,0.0003845691680908203,-0.167100727558136,0.0012419723207131028,0.001184422872029245,-0.1674852967262268,0.28296889612447707,6.0,13.967066526956225,1.4898746013641357,5.572531461715698,-6.220876208029838
-52.0,0.1518855094909668,304,-16.60526315789473,94,721872,6.207601070404053,-0.00177040696144104,-0.17217326164245605,0.0011786376126110554,0.0012738836230710149,-0.17040285468101501,0.313528346607397,23.50000000000002,15.8459516225907,1.4901533126831055,5.600949048995972,-3.5750225300195435
-61.99999999999999,0.15065908432006836,304,-20.131578947368414,95,729472,6.238004446029663,-0.0006533116102218628,-0.16947713494300842,0.001286497339606285,0.0011568539775907993,-0.16882382333278656,0.31087711528748513,4.000000000000011,13.596963772207184,1.4882334470748901,5.449591875076294,-7.385733064059335
