NumTrajs,Iteration,PolicyExecTime,MinReturn,AverageDiscountedReturn,LossBefore,LossAfter,KLBefore,StdReturn,KL,Entropy,GradNorm,TotalEnvSteps,ProcessExecTime,dLoss,AverageReturn,EnvExecTime,MaxReturn
312,0,6.456886529922485,-297.50000000000006,-84.33023338931318,-0.18172946572303772,-0.18400675058364868,0.0,64.83357939950162,0.0010122859384864569,1.5863362550735474,0.7583166795161638,5107,0.13298463821411133,0.002277284860610962,-146.8923076923077,5.243462800979614,-12.600000000000005
312,1,6.34269380569458,-273.5,-90.00251745335805,-0.18383069336414337,-0.18260590732097626,0.0010500206844881177,44.84265918564862,0.0010202362900599837,1.5839207172393799,0.5326822129550207,10246,0.11137676239013672,-0.0012247860431671143,-152.47692307692307,5.098750829696655,-77.7
312,2,6.669345378875732,-299.0,-83.7276046113087,-0.18314510583877563,-0.1814286708831787,0.00100701954215765,62.0955558967804,0.000978707568719983,1.5833817720413208,0.4604380676117257,15362,0.11653566360473633,-0.0017164349555969238,-146.19615384615383,5.208618402481079,-57.99999999999997
312,3,4.675430536270142,-266.5,-75.71517889483317,-0.18378667533397675,-0.18345224857330322,0.0009621515055187047,61.72182777323304,0.0009504841291345656,1.584027886390686,0.6280314234045359,20408,0.08662080764770508,-0.00033442676067352295,-140.25384615384613,3.5961709022521973,-14.799999999999985
312,4,4.746904373168945,-240.5,-80.18715072975316,-0.1824623942375183,-0.18198446929454803,0.0009797463426366448,56.167126985863845,0.0010317768901586533,1.5818800926208496,0.555828189594633,25549,0.08656167984008789,-0.0004779249429702759,-140.6,3.6920297145843506,-48.999999999999986
312,5,4.745704412460327,-309.5000000000001,-83.96600557222993,-0.18511629104614258,-0.18310360610485077,0.0010562629904597998,58.93723469196783,0.0011025362182408571,1.5814443826675415,0.5932385408344969,30644,0.08646750450134277,-0.002012684941291809,-150.19230769230768,3.818242311477661,-58.99999999999997
312,6,4.850816011428833,-325.00000000000006,-90.43872241713322,-0.18631336092948914,-0.18147289752960205,0.0011076715309172869,75.88226291725748,0.0009227947448380291,1.5807044506072998,0.5158167129246063,35750,0.08853006362915039,-0.004840463399887085,-162.0423076923077,3.8852226734161377,-22.599999999999984
312,7,4.996181488037109,-281.5,-79.27792419742042,-0.1843736469745636,-0.1840347945690155,0.0009015938849188387,59.47717726476783,0.000993251334875822,1.5806691646575928,0.5291784938997676,40942,0.09064507484436035,-0.0003388524055480957,-140.7,4.002803087234497,-19.19999999999999
300,8,4.7051403522491455,-295.5,-88.78275485621967,-0.18634504079818726,-0.18220554292201996,0.0010336721315979958,49.68305143607829,0.0009619948104955256,1.5783079862594604,0.5382607369094299,45942,0.08529806137084961,-0.004139497876167297,-161.38,3.862896203994751,-61.49999999999997
312,9,4.904667615890503,-236.00000000000003,-83.29076431247216,-0.1813374161720276,-0.18322239816188812,0.0009572612470947206,55.8814864918998,0.0009448497439734638,1.5776528120040894,0.5756142166957336,51114,0.08955597877502441,0.0018849819898605347,-142.8153846153846,4.065099477767944,-22.999999999999993
312,10,5.069486856460571,-266.0,-80.37112590657286,-0.18212197721004486,-0.18339848518371582,0.0009360875701531768,42.81012243430562,0.0010879893088713288,1.5758731365203857,0.45980338503763984,56268,0.09166669845581055,0.0012765079736709595,-141.22692307692307,4.319720029830933,-64.49999999999999
300,11,4.8754284381866455,-208.0,-76.38713037479218,-0.1829313188791275,-0.18316008150577545,0.0010996557539328933,49.160496335980994,0.0010853882413357496,1.5736989974975586,0.5048853283477323,61268,0.08753728866577148,0.00022876262664794922,-130.84,3.9249744415283203,-14.999999999999993
300,12,4.880278825759888,-294.5,-78.56405984536809,-0.1818963587284088,-0.18204134702682495,0.0010986416600644588,48.297519605048045,0.000917230558115989,1.5723693370819092,0.45771407409162784,66268,0.08792591094970703,0.0001449882984161377,-136.86,4.072690963745117,-65.49999999999997
300,13,5.092643976211548,-234.5,-78.71301007392488,-0.19100698828697205,-0.18282338976860046,0.0009046273771673441,50.80443287745667,0.001104726572521031,1.57204008102417,0.5120947153386995,71268,0.10312247276306152,-0.008183598518371582,-138.64,4.218846321105957,-34.500000000000014
300,14,4.840928316116333,-205.0,-68.78148929598807,-0.18905650079250336,-0.1845983862876892,0.0010647302260622382,38.73654605150026,0.0011915432987734675,1.5702290534973145,0.5201413969065599,76268,0.08940529823303223,-0.004458114504814148,-120.0,3.998926877975464,-62.49999999999998
312,15,4.855764865875244,-218.50000000000003,-68.98651183922865,-0.18178577721118927,-0.18419700860977173,0.0011739316396415234,49.097804214630884,0.0011032201582565904,1.571125864982605,0.531406340821801,81387,0.08888745307922363,0.0024112313985824585,-116.51538461538462,4.17707371711731,-17.900000000000002
300,16,4.756036996841431,-249.0,-64.04494022611647,-0.18469718098640442,-0.18366119265556335,0.0011227821232751012,55.25513912750561,0.0011092792265117168,1.5687599182128906,0.6141671676510325,86387,0.08705449104309082,-0.0010359883308410645,-115.64,4.015307903289795,-17.99999999999999
300,17,4.7206737995147705,-206.5,-64.57030884717749,-0.18698321282863617,-0.18272081017494202,0.0011289063841104507,37.80304749620062,0.001051775529049337,1.5660561323165894,0.5679891326536615,91387,0.086151123046875,-0.004262402653694153,-113.14,3.901392698287964,-45.99999999999997
300,18,4.840682744979858,-273.50000000000006,-71.39856802770956,-0.1872100830078125,-0.1832849234342575,0.0010674441000446677,56.178195058225235,0.0010697123361751437,1.564266562461853,0.5691548839973011,96387,0.08901762962341309,-0.003925159573554993,-120.52,4.163222312927246,-20.99999999999997
300,19,4.794777154922485,-219.0,-65.09800352765352,-0.1849983036518097,-0.1828577220439911,0.0010357657447457314,49.3999352226296,0.0010852419072762132,1.5630457401275635,0.5390923345711838,101387,0.08741021156311035,-0.0021405816078186035,-111.58,3.9281156063079834,-29.499999999999993
300,20,4.740022897720337,-230.0,-64.00845480237918,-0.1854909360408783,-0.18026307225227356,0.0010974364122375846,43.91079138435108,0.000934689654968679,1.561079740524292,0.6620448260307719,106387,0.08624696731567383,-0.005227863788604736,-105.18,3.9359476566314697,-36.999999999999986
300,21,4.885974407196045,-236.00000000000003,-75.00841899496908,-0.18443924188613892,-0.1852274388074875,0.0009640079224482179,51.09683356138618,0.0011590070789679885,1.5607270002365112,0.6683834897471833,111387,0.08988332748413086,0.0007881969213485718,-125.94,4.218468904495239,-29.49999999999999
300,22,4.701052904129028,-230.00000000000009,-61.253647807061334,-0.19126886129379272,-0.18245112895965576,0.0011258829617872834,47.620776978121654,0.0010409189853817225,1.558686375617981,0.5964069174713741,116387,0.08533430099487305,-0.008817732334136963,-106.54,3.8830037117004395,-23.499999999999982
300,23,4.832136631011963,-210.00000000000003,-64.87417679593469,-0.1886070966720581,-0.18216472864151,0.0010309870122000575,50.141304330860805,0.0012112297117710114,1.555957317352295,0.6384875832925604,121387,0.08728265762329102,-0.006442368030548096,-108.64,4.009819507598877,-16.50000000000001
300,24,4.9010186195373535,-154.99999999999997,-56.036308996687566,-0.18780386447906494,-0.18514467775821686,0.0012108347145840526,39.15928497815046,0.0011061123805120587,1.555099606513977,0.6560958018534185,126387,0.08912348747253418,-0.0026591867208480835,-93.48,4.081278085708618,6.500000000000018
300,25,4.819392681121826,-190.5,-57.95156046754657,-0.1879887580871582,-0.18186749517917633,0.0010821007890626788,43.248001109877904,0.0009840152924880385,1.5505989789962769,0.5691318810450684,131387,0.08831405639648438,-0.0061212629079818726,-97.48,4.037380695343018,-11.499999999999975
300,26,4.753709316253662,-214.00000000000003,-57.502866974218435,-0.1868625283241272,-0.18126623332500458,0.001002832897938788,46.02970345331372,0.0009863671148195863,1.5502092838287354,0.57197149046357,136387,0.08638238906860352,-0.00559629499912262,-97.42,3.9656784534454346,-42.49999999999999
300,27,4.719741106033325,-263.5,-59.27148968140031,-0.17982326447963715,-0.1809806078672409,0.0010062684305012226,52.04534945602729,0.0010343033354729414,1.5489295721054077,0.5160820123379045,141387,0.08564925193786621,0.0011573433876037598,-97.54,3.947324752807617,-19.49999999999997
300,28,4.7029664516448975,-152.49999999999997,-53.19688284954929,-0.18505020439624786,-0.18146781623363495,0.0009986826917156577,35.3564364720202,0.0009999506874009967,1.5492936372756958,0.6081616734985489,146387,0.08533191680908203,-0.003582388162612915,-90.32,3.8757271766662598,-10.99999999999997
300,29,4.738497495651245,-177.0,-64.83700262637598,-0.18454699218273163,-0.1832267940044403,0.001020871102809906,36.19447471645363,0.001110888202674687,1.5473589897155762,0.6133786885308564,151387,0.08594322204589844,-0.0013201981782913208,-105.2,4.0874574184417725,-45.999999999999986
312,30,4.86582612991333,-147.0,-41.21439105042904,-0.18661926686763763,-0.18324267864227295,0.001088873133994639,33.33188076223617,0.0009995874715968966,1.5477765798568726,0.6125990212649233,156495,0.08819007873535156,-0.003376588225364685,-76.97307692307692,3.927515745162964,-22.800000000000008
300,31,4.785928964614868,-142.00000000000003,-40.78941917983709,-0.18781732022762299,-0.18210424482822418,0.0010279983980581164,34.74240060790274,0.0010571622988209128,1.5454707145690918,0.5808383551793429,161495,0.08615303039550781,-0.005713075399398804,-71.16,3.8615927696228027,-11.499999999999988
300,32,4.730937719345093,-169.00000000000006,-44.08089092867584,-0.18718859553337097,-0.18282727897167206,0.0010694916127249599,40.48555297880962,0.0010634295176714659,1.543036937713623,0.5478538568357536,166495,0.08535265922546387,-0.004361316561698914,-76.8,3.967235565185547,-11.999999999999979
300,33,4.691181659698486,-179.0,-46.916333198018805,-0.1880708485841751,-0.18125177919864655,0.0010517690097913146,38.58685786637726,0.0011358370538800955,1.5428041219711304,0.5766949482791907,171495,0.08596682548522949,-0.0068190693855285645,-75.38,3.76853609085083,-21.0
300,34,4.933224439620972,-152.5,-50.925976266498054,-0.18558835983276367,-0.18096229434013367,0.0011370135471224785,39.279439914540546,0.0012336240615695715,1.5372014045715332,0.7677053829200204,176495,0.08926510810852051,-0.004626065492630005,-84.16,4.117312431335449,4.000000000000014
300,35,4.82987380027771,-152.5,-48.12439577824384,-0.18301919102668762,-0.18113689124584198,0.0012415996752679348,42.411338106690295,0.0010758275166153908,1.533904790878296,0.5683089106461279,181495,0.08741497993469238,-0.001882299780845642,-79.22,4.030839920043945,-9.000000000000012
300,36,4.751491069793701,-139.50000000000003,-45.14854137099556,-0.18391582369804382,-0.1814424991607666,0.0010690849740058184,32.44999845916792,0.0009935011621564627,1.5332088470458984,0.6930884156071452,186495,0.08554959297180176,-0.0024733245372772217,-75.24,3.948923349380493,4.0
300,37,4.782503366470337,-188.50000000000003,-48.232941210314785,-0.1892525851726532,-0.18147586286067963,0.0010016703745350242,42.154639127858765,0.001048731617629528,1.5302616357803345,0.5764082702866516,191495,0.08684563636779785,-0.007776722311973572,-80.08,4.096982955932617,-10.999999999999993
300,38,4.813984394073486,-138.5,-34.175654767309055,-0.1802777498960495,-0.18168488144874573,0.001034435466863215,30.85252663883462,0.001081037917174399,1.5315368175506592,0.6528548133993866,196495,0.08717036247253418,0.001407131552696228,-64.04,4.076754093170166,-14.499999999999996
300,39,4.739748239517212,-129.50000000000003,-36.72455913329512,-0.18824225664138794,-0.1838168501853943,0.0010809674859046936,36.762752889303606,0.0010649793548509479,1.530853509902954,0.6812124065779924,201495,0.08536195755004883,-0.004425406455993652,-61.5,4.010835647583008,2.4999999999999947
300,40,4.738637208938599,-152.0,-43.751472086151296,-0.1927674263715744,-0.18562567234039307,0.0010798922739923,36.35766769197387,0.0012317800428718328,1.528573989868164,0.5688732199274683,206495,0.0865788459777832,-0.0071417540311813354,-70.9,4.0795817375183105,-9.499999999999988
300,41,4.754747629165649,-127.50000000000001,-38.56113599103925,-0.19006912410259247,-0.18251124024391174,0.001203538035042584,29.241313240003436,0.00103860255330801,1.5320262908935547,0.6938696736039961,211495,0.08655977249145508,-0.007557883858680725,-64.33999999999999,3.9892141819000244,-8.49999999999999
300,42,4.787810564041138,-101.49999999999999,-34.92980430091431,-0.1840134710073471,-0.1827467530965805,0.0010465856175869703,25.87044645923221,0.0010164766572415829,1.5280625820159912,0.7815979015739242,216495,0.08696770668029785,-0.0012667179107666016,-57.9,3.835693836212158,-13.499999999999991
