KL,LossAfter,GradNorm,TotalEnvSteps,MaxReturn,AverageReturn,PolicyExecTime,StdReturn,NumTrajs,Iteration,EnvExecTime,EvalAvgReturn,MinReturn,AverageDiscountedReturn,ProcessExecTime,KLBefore,dLoss,Entropy,LossBefore
0.0009510755189694464,-0.21534831821918488,0.2473374172941113,7549,-49.99999999999997,-130.71026315789473,2.525628089904785,40.179358243731535,304,0,2.909217596054077,-80.26000000000015,-236.50000000000003,-68.15748275176803,0.08194947242736816,0.0,0.000306934118270874,1.5822569131851196,-0.215041384100914
0.0009137301240116358,-0.21018348634243011,0.24764256793330228,15079,-67.99999999999997,-136.48157894736843,2.833146572113037,46.018881109383315,304,1,3.446272373199463,,-247.99999999999997,-71.65207835034234,0.09701776504516602,0.0009295914205722511,0.0009131133556365967,1.5808749198913574,-0.20927037298679352
0.0007557841017842293,-0.20570339262485504,0.2439691502473451,22638,-17.62999999999998,-116.89974358974357,3.0283682346343994,48.067683876671104,312,2,3.560142755508423,,-220.49999999999997,-62.05548500211884,0.10158681869506836,0.000813622900750488,0.003859207034111023,1.5802699327468872,-0.20184418559074402
0.0010201048571616411,-0.21016483008861542,0.2530250020712822,30284,-35.99999999999997,-136.14000000000001,3.1499109268188477,61.30576519507645,312,3,3.636237859725952,,-309.50000000000006,-73.19411205275838,0.10166573524475098,0.0007767875213176012,0.0004480332136154175,1.5784236192703247,-0.209716796875
0.0008108749170787632,-0.20753546059131622,0.24609486445693263,37901,-18.729999999999983,-115.51674999999997,3.2160089015960693,60.381198455624414,320,4,3.64131760597229,,-337.5,-62.215414309491585,0.10471940040588379,0.0009626144892536104,0.0033269524574279785,1.579158902168274,-0.20420850813388824
0.0008506472804583609,-0.207268625497818,0.24967035299037332,45497,11.360000000000019,-130.1271794871795,3.139399290084839,66.10660426872752,312,5,3.764808416366577,,-281.0,-66.80402704333048,0.10216951370239258,0.0008062280830927193,-0.000638812780380249,1.5767669677734375,-0.20790743827819824
0.0009036807459779084,-0.2066776007413864,0.27414361805741294,53052,16.12,-125.21923076923075,2.9308996200561523,58.33584966226634,312,6,3.5134966373443604,,-223.0,-63.89076629169915,0.09725046157836914,0.0007904072408564389,0.0075693875551223755,1.575770616531372,-0.19910821318626404
0.00100803526584059,-0.20768959820270538,0.27364699632062567,60750,-38.49999999999997,-139.55076923076922,3.03022837638855,49.825005584139845,312,7,3.706632137298584,,-218.0,-73.07209303262174,0.09886455535888672,0.0009070653468370438,0.003923311829566956,1.573420763015747,-0.20376628637313843
0.0010839266469702125,-0.20867694914340973,0.28192177344562314,68295,-33.94999999999998,-136.4328947368421,2.9163947105407715,53.698802148156105,304,8,3.4761040210723877,,-302.5,-73.66005608574578,0.09527230262756348,0.0009741059620864689,0.001519814133644104,1.5699814558029175,-0.20715713500976562
0.0009794138604775071,-0.2081148624420166,0.270978933807531,75875,-24.999999999999986,-130.08684210526314,2.9262454509735107,57.2179359579744,304,9,3.431403636932373,,-263.0,-69.80367620174086,0.09521865844726562,0.0010657011298462749,-0.002371668815612793,1.5669958591461182,-0.2104865312576294
0.0008369441493414342,-0.20662158727645874,0.2422940589177469,83399,-25.29999999999999,-116.40105263157892,3.086676836013794,43.582595982526996,304,10,3.477102756500244,,-206.5,-63.38780508305738,0.09939098358154297,0.0009252308518625796,0.001609519124031067,1.5681233406066895,-0.20501206815242767
0.0009675216861069202,-0.20481765270233154,0.28545940373923107,91089,-2.4999999999999716,-118.95897435897434,3.155691385269165,44.17928368183858,312,11,3.6840429306030273,,-203.49999999999997,-62.88267579364083,0.10219502449035645,0.0008153443923220038,0.003306254744529724,1.5655169486999512,-0.20151139795780182
0.001076206797733903,-0.2100399136543274,0.2614699671917526,98670,-3.9999999999999805,-127.44236842105262,3.2732393741607666,51.78437070829132,304,12,4.029409646987915,,-220.0,-67.55949217208398,0.11022210121154785,0.0009752194164320827,0.00268574059009552,1.565306305885315,-0.20735417306423187
0.0009702961542643607,-0.2077324241399765,0.273628199151358,106352,-2.4999999999999964,-125.75179487179487,3.656073808670044,51.41966908268963,312,13,4.491700887680054,,-212.00000000000003,-67.21509306060719,0.12114357948303223,0.001031786552630365,0.003401622176170349,1.5662269592285156,-0.20433080196380615
0.0009304039413109422,-0.20547743141651154,0.237458649316014,114006,-8.499999999999991,-108.38564102564101,3.584665298461914,53.688553848401206,312,14,4.312447547912598,,-227.5,-56.38687922813998,0.1201486587524414,0.0009068556246347725,0.004744186997413635,1.5656211376190186,-0.2007332444190979
0.001117735868319869,-0.21050962805747986,0.2456702268102421,121581,-11.499999999999986,-119.20394736842103,3.02667236328125,58.86419068452908,304,15,3.620154857635498,,-227.5,-65.86350046893317,0.09795665740966797,0.0008949933107942343,0.00293673574924469,1.5631518363952637,-0.20757289230823517
0.0010125613771378994,-0.20737963914871216,0.24835215380054343,129181,-53.49999999999997,-118.51315789473684,3.1929519176483154,47.38774642331427,304,16,3.864058017730713,,-306.50000000000006,-64.9776442164872,0.1038205623626709,0.0010724646272137761,0.002787858247756958,1.5621675252914429,-0.2045917809009552
0.001014922047033906,-0.20932844281196594,0.27358482287326874,136686,-5.499999999999993,-123.65921052631579,3.428997755050659,53.30916601256936,304,17,4.188929557800293,,-226.5,-65.2029032143128,0.11483263969421387,0.000985149759799242,0.0009053200483322144,1.560847282409668,-0.20842312276363373
0.000996361137367785,-0.20929516851902008,0.2860941690693282,144362,-12.259999999999996,-110.50666666666665,3.618126630783081,51.28473703736281,312,18,4.422286510467529,,-233.00000000000003,-62.03229090733994,0.1226809024810791,0.000920005317311734,0.0021757036447525024,1.5606095790863037,-0.20711946487426758
