KLBefore,KL,ProcessExecTime,AverageReturn,Iteration,MaxReturn,PolicyExecTime,StdReturn,LossAfter,NumTrajs,EvalAvgReturn,AverageDiscountedReturn,Entropy,GradNorm,MinReturn,LossBefore,dLoss,EnvExecTime,TotalEnvSteps
0.0,0.000878741848282516,0.08490872383117676,18.15789473684211,0,50.0,2.578101396560669,14.483250427175806,-0.21323145925998688,304,-7.7000000000000055,12.024634009800558,1.5820170640945435,0.23299193529828666,-20.0,-0.20855523645877838,0.004676222801208496,3.590790033340454,7600
0.0008456729701720178,0.0009351251064799726,0.08495378494262695,28.20000000000001,1,61.59999999999998,2.508646249771118,11.092244801519756,-0.2097465693950653,304,,16.080188054205475,1.5825012922286987,0.25990269873230387,10.000000000000004,-0.2132176011800766,-0.0034710317850112915,3.383709192276001,15184
0.0008988968911580741,0.0009540013852529228,0.08590888977050781,21.052631578947373,2,50.0,2.5348150730133057,15.692685806184814,-0.2076931893825531,304,,12.902015237925946,1.5830137729644775,0.2576353834438404,-9.999999999999996,-0.2073342204093933,0.00035896897315979004,3.5267844200134277,22784
0.0009548116358928382,0.0009044496691785753,0.08539295196533203,24.089473684210535,3,65.4,2.5169575214385986,14.072795507901128,-0.20920860767364502,304,,13.590448825592931,1.5821276903152466,0.23813417205845322,-9.999999999999996,-0.20678701996803284,0.0024215877056121826,3.5063371658325195,30330
0.0008723664213903248,0.0008673988631926477,0.08593273162841797,21.315789473684216,4,50.000000000000014,2.551881790161133,15.922683692006157,-0.21019557118415833,304,,11.915495340503755,1.5826780796051025,0.24834691026179692,-20.0,-0.20746150612831116,0.002734065055847168,3.6027050018310547,37930
0.0008487572195008397,0.0008608974749222398,0.09231424331665039,25.000000000000007,5,40.00000000000002,2.724004030227661,11.180339887498947,-0.21026423573493958,304,,13.831724950315898,1.5815505981445312,0.23144540275311368,9.999999999999993,-0.21168187260627747,-0.0014176368713378906,3.805513858795166,45530
0.0008192056557163596,0.0008958540856838226,0.09113454818725586,26.373684210526324,6,62.20000000000002,2.667571783065796,13.800394430109337,-0.20942220091819763,304,,14.991867252765404,1.5818698406219482,0.27492357239659193,3.552713678800501e-15,-0.20939983427524567,2.2366642951965332e-05,3.659345865249634,53108
0.0008486059959977865,0.000878167396876961,0.09056615829467773,30.41052631578948,7,65.60000000000001,2.626772880554199,15.611193512377152,-0.20811863243579865,304,,18.369107125718497,1.5818582773208618,0.2530369980020829,-20.0,-0.20576821267604828,0.002350419759750366,3.5052857398986816,60652
0.0008857412030920386,0.0008851401507854462,0.09228777885437012,24.736842105263165,8,50.00000000000002,2.6953227519989014,13.126277803515713,-0.21070711314678192,304,,14.324784082254927,1.5798511505126953,0.24575740204712798,1.7763568394002505e-15,-0.20842508971691132,0.0022820234298706055,3.7483301162719727,68252
0.0008483511628583074,0.0009252584422938526,0.09331727027893066,22.368421052631586,9,50.00000000000003,2.7476468086242676,14.944495646842824,-0.2114146500825882,304,,15.246210936079995,1.5819382667541504,0.26662301662476623,1.7763568394002505e-15,-0.2073403149843216,0.0040743350982666016,3.751742362976074,75852
