KLBefore,NumTrajs,TotalEnvSteps,MaxReturn,dLoss,AverageDiscountedReturn,KL,MinReturn,Entropy,Iteration,LossBefore,PolicyExecTime,GradNorm,EnvExecTime,AverageReturn,LossAfter,StdReturn,ProcessExecTime
0.0,304,7502,68.99999999999997,-0.003499060869216919,23.249502550535897,0.0012659559724852443,10.000000000000007,1.5837570428848267,0,-0.1814677119255066,4.613699674606323,0.25626196092098585,5.164418458938599,34.731578947368426,-0.17796865105628967,14.972696295224532,0.12977313995361328
0.0012410995550453663,312,15012,73.1,0.0012614578008651733,26.80970748988977,0.0013722974108532071,10.000000000000007,1.582167387008667,1,-0.17572900652885437,4.141857862472534,0.23803323919043382,4.573484897613525,43.05128205128205,-0.17699046432971954,13.320677425502547,0.11118626594543457
0.0012840466806665063,320,22586,73.1,-0.0016925930976867676,30.39161625237889,0.0013609243324026465,10.00000000000001,1.5829756259918213,2,-0.18032023310661316,4.187195777893066,0.33872363244098463,4.4721291065216064,46.06500000000001,-0.1786276400089264,13.781392346203628,0.1140291690826416
0.001332985470071435,328,30189,73.1,-0.0016114413738250732,31.910929417423837,0.0015428641345351934,20.0,1.5804880857467651,3,-0.18188074231147766,4.187791585922241,0.30990614010908046,4.420478105545044,51.456097560975614,-0.1802693009376526,11.158329466290493,0.11299777030944824
0.0014371714787557721,344,37836,71.8,3.133714199066162e-05,35.09209555977837,0.0012639544438570738,20.00000000000001,1.5815727710723877,4,-0.17682485282421112,4.140600919723511,0.36420106224813575,4.305042743682861,52.913953488372094,-0.17685618996620178,12.269371610590614,0.11302590370178223
0.0011558198602870107,360,45359,71.5,0.00018750131130218506,39.42334961312182,0.0013310193317010999,30.0,1.580974817276001,5,-0.17891858518123627,4.20685601234436,0.38706181149644137,4.242826461791992,56.61555555555555,-0.17910608649253845,10.996382345633405,0.11548447608947754
0.0011311022099107504,424,52985,74.4,0.0019963234663009644,43.26672371645563,0.0011518249521031976,40.000000000000014,1.5811468362808228,6,-0.17593029141426086,4.253592491149902,0.2721590889428914,4.288879871368408,63.53584905660377,-0.17792661488056183,7.789811786900199,0.11624479293823242
0.001103895716369152,432,60636,76.70000000000002,0.0031827539205551147,45.393150944788204,0.0008985329768620431,40.0,1.5804309844970703,7,-0.17046131193637848,4.290712833404541,0.31898555827868635,4.226595401763916,63.23888888888888,-0.1736440658569336,8.695388660124241,0.12050461769104004
0.0008269815007224679,488,68258,75.1,-0.001771301031112671,47.168080343090814,0.000984680256806314,49.99999999999998,1.5798074007034302,8,-0.17831748723983765,4.7417168617248535,0.25952993586745304,4.731758117675781,66.19344262295081,-0.17654618620872498,7.204116966228499,0.12961483001708984
0.0008242849144153297,552,75869,76.60000000000002,-0.0001932978630065918,50.728991998940536,0.000850165612064302,40.0,1.5801535844802856,9,-0.17556962370872498,4.997853994369507,0.3026838422380332,4.892322301864624,68.38985507246375,-0.17537632584571838,5.962251907214503,0.13706088066101074
0.0007587012369185686,624,83384,76.30000000000003,0.0008871853351593018,52.637704404119646,0.0007684369920752943,50.0,1.5799051523208618,10,-0.17495232820510864,4.8202033042907715,0.3935359876566074,4.7634007930755615,70.10897435897435,-0.17583951354026794,5.044702372289527,0.1330575942993164
0.000708918203599751,672,90902,77.8,-0.0008664876222610474,54.30054635100185,0.0006360018160194159,62.7,1.578999638557434,11,-0.17317909002304077,4.310277938842773,0.2946440967849387,4.3745033740997314,71.05,-0.17231260240077972,3.268154423116106,0.12524890899658203
0.0005658914451487362,744,98489,76.90000000000003,0.0017516016960144043,56.43366725443514,0.0005940899136476219,50.000000000000014,1.5800960063934326,12,-0.17121843993663788,4.153271675109863,0.2896782203961012,4.255265474319458,71.73440860215054,-0.17297004163265228,3.9319888705597337,0.1209571361541748
0.0005830583977513015,768,106069,77.70000000000005,-0.0013977140188217163,56.76439916657525,0.0005981939611956477,49.99999999999999,1.578072190284729,13,-0.1741969883441925,4.320986747741699,0.3052966760794645,4.423158168792725,71.79166666666667,-0.1727992743253708,5.127553564377033,0.12519240379333496
0.0005770364659838378,784,113633,78.4,0.003026902675628662,57.78529595029691,0.0005724701914004982,49.999999999999986,1.5761723518371582,14,-0.16982081532478333,4.191547870635986,0.340731175588562,4.309000492095947,72.1795918367347,-0.172847718000412,4.277562704455149,0.12368488311767578
0.00054119061678648,816,121172,78.10000000000002,0.0023881345987319946,58.11848417949714,0.0005684022326022387,50.00000000000002,1.5759108066558838,15,-0.16923899948596954,4.233025789260864,0.27326281341051856,4.348020315170288,72.5107843137255,-0.17162713408470154,3.919231288742212,0.12412047386169434
0.0004953345051035285,960,128737,78.50000000000003,0.0005272030830383301,60.08384603928588,0.000493947125505656,60.39999999999997,1.5778393745422363,16,-0.17094916105270386,4.146740913391113,0.2982859026898783,4.354593276977539,73.69583333333334,-0.1714763641357422,2.881619794297809,0.12233567237854004
0.0004971909220330417,928,136253,78.30000000000001,0.0011964887380599976,59.47692593705999,0.000456375622889027,64.80000000000001,1.5762840509414673,17,-0.16651363670825958,4.203888893127441,0.3509718367218799,4.432582378387451,73.52068965517243,-0.16771012544631958,2.8713362635137134,0.12489795684814453
0.0004349220253061503,1000,143791,78.0,-0.0005516558885574341,60.92229204866955,0.0004619866085704416,63.300000000000004,1.5773385763168335,18,-0.16989485919475555,4.194555759429932,0.3190625585798013,4.410084009170532,73.96960000000001,-0.16934320330619812,2.7410720238622037,0.1240992546081543
0.0004414644790813327,1024,151300,78.5,-0.001463770866394043,61.094696618866365,0.0004618749371729791,62.5,1.5767384767532349,19,-0.17161747813224792,4.13548469543457,0.3456475004886984,4.36078953742981,74.13359375,-0.17015370726585388,2.3998462627762174,0.12289071083068848
0.00045376905472949147,1064,158850,78.4,0.0005557835102081299,61.61254294695871,0.000419248070102185,63.699999999999974,1.5753405094146729,20,-0.16860519349575043,4.163813591003418,0.35080139548354755,4.417198657989502,74.3233082706767,-0.16916097700595856,2.5127311091268303,0.12436938285827637
0.00043961909250356257,1000,166375,78.10000000000002,-0.00017036497592926025,61.28236052463712,0.0004071362782269716,49.99999999999999,1.5732810497283936,21,-0.16654859483242035,4.115312099456787,0.3180157273136184,4.293871164321899,73.90000000000002,-0.1663782298564911,3.5768813231640837,0.12271666526794434
0.00039564623148180544,1040,173889,78.00000000000001,-0.0033918172121047974,61.826988996743914,0.000440101110143587,61.6,1.5731348991394043,22,-0.17251189053058624,4.150440216064453,0.3272771428064508,4.351267099380493,74.22000000000001,-0.16912007331848145,2.6971894203468203,0.12392258644104004
0.0004054474120493978,1160,181425,78.60000000000001,0.000456005334854126,62.896577579147824,0.0003733968478627503,67.49999999999999,1.5738866329193115,23,-0.16594240069389343,4.239581823348999,0.3330427815614886,4.477261781692505,74.80275862068966,-0.16639840602874756,2.071978725346326,0.12737679481506348
0.0003569487598724663,1224,188942,78.80000000000001,0.004781067371368408,63.49677847138938,0.000324349501170218,64.6,1.5743434429168701,24,-0.1607920080423355,4.20814847946167,0.32356548828266996,4.499146223068237,75.08692810457518,-0.16557307541370392,2.2115765769277353,0.12531733512878418
0.0003208137350156903,1232,196470,78.50000000000003,-0.0007122308015823364,63.83063144473097,0.00034124162630178034,67.30000000000001,1.5744749307632446,25,-0.16812430322170258,4.31695556640625,0.37832539424084977,4.566183090209961,75.11168831168831,-0.16741207242012024,2.2716761947996167,0.13040709495544434
0.000354393501766026,1168,203999,78.9,0.0021787136793136597,63.41560175936487,0.00038985483115538955,50.00000000000001,1.5719115734100342,26,-0.16407237946987152,4.245294570922852,0.37833146611375196,4.44866156578064,74.77465753424659,-0.16625109314918518,3.1249068291608997,0.1282939910888672
0.00035791509435512125,1304,211515,78.90000000000002,0.001098528504371643,64.48154888132987,0.000326894543832168,66.7,1.5729758739471436,27,-0.16405081748962402,4.383247137069702,0.3879253719373589,4.65349268913269,75.38895705521473,-0.16514934599399567,1.963470263763466,0.13139820098876953
0.00030525415786542,1392,219039,78.69999999999999,-0.003406614065170288,65.36861531448208,0.00034616468474268913,69.19999999999996,1.5749229192733765,28,-0.16733437776565552,4.409370183944702,0.367609252898271,4.702117443084717,75.67586206896553,-0.16392776370048523,1.7895267156520787,0.1337721347808838
0.00037421652814373374,1256,226548,79.30000000000001,0.0011453032493591309,64.53989898499867,0.00033591632382012904,67.99999999999999,1.5711514949798584,29,-0.16332487761974335,4.426812410354614,0.36035990493531556,4.645866394042969,75.21719745222931,-0.16447018086910248,2.026392054166961,0.1347496509552002
0.0003139547479804605,1360,234057,78.79999999999998,0.002819448709487915,64.70736049978075,0.00030800950480625033,70.60000000000001,1.5717148780822754,30,-0.16128180921077728,4.20454740524292,0.36191277737579985,4.541071653366089,75.5829411764706,-0.1641012579202652,1.6030862319688362,0.1277303695678711
0.0003053672262467444,1384,241595,79.0,0.0016602575778961182,65.19971707988019,0.0003004235040862113,64.9,1.5712072849273682,31,-0.1597241461277008,4.350278615951538,0.3165271927677622,4.638445138931274,75.64277456647399,-0.16138440370559692,1.8795883638147592,0.13276147842407227
0.00029662693850696087,1376,249100,78.80000000000001,0.0019645988941192627,65.03629114700601,0.00030857318779453635,67.99999999999999,1.5694304704666138,32,-0.16005651652812958,4.311879873275757,0.4578580264860634,4.6177451610565186,75.63662790697677,-0.16202111542224884,1.9026286042559242,0.1299128532409668
0.0002930177142843604,1456,256610,79.19999999999999,-0.001477852463722229,65.98765760174382,0.00029024927061982453,64.9,1.5716159343719482,33,-0.1635313332080841,4.18595027923584,0.3853358353172587,4.446284532546997,75.8736263736264,-0.16205348074436188,1.9464724455492481,0.12774395942687988
0.0003045941411983222,1392,264127,78.80000000000001,0.004705414175987244,64.95530070994532,0.0003000987053383142,69.49999999999996,1.5681068897247314,34,-0.15730497241020203,4.272411584854126,0.37646022164931753,4.598341703414917,75.67988505747128,-0.16201038658618927,1.7278310064321196,0.13030529022216797
0.00029564229771494865,1400,271633,78.69999999999999,0.0021926015615463257,65.43236331728725,0.00030632567359134555,67.69999999999997,1.5689618587493896,35,-0.16047659516334534,4.32233452796936,0.41544976521366556,4.614246129989624,75.71085714285715,-0.16266919672489166,1.8243266803768199,0.13148736953735352
