StdReturn,ProcessExecTime,EnvExecTime,PolicyExecTime,Iteration,LossAfter,AverageDiscountedReturn,AverageReturn,Entropy,MaxReturn,MinReturn,KL,LossBefore,EvalAvgReturn,KLBefore,dLoss,TotalEnvSteps,GradNorm,NumTrajs
12.713036964638544,0.1292557716369629,4.857380628585815,4.115295886993408,0,-0.21581940352916718,23.5202991296056,34.397368421052626,1.5727946758270264,67.10000000000001,9.999999999999993,0.0009734489140100777,-0.21756112575531006,-5.100000000000019,0.0,-0.0017417222261428833,7529,0.2311890872332817,304
16.7159681066814,0.11699390411376953,4.363651275634766,3.483623743057251,1,-0.21107129752635956,24.272832079784052,38.7,1.5743507146835327,68.70000000000002,-9.999999999999996,0.0008992724469862878,-0.20718996226787567,,0.0009565698564983904,0.0038813352584838867,15036,0.2580670995177857,312
14.216720872077735,0.11620807647705078,4.39320969581604,3.475419282913208,2,-0.20827509462833405,22.30700950726227,35.68947368421053,1.5733182430267334,66.20000000000002,9.999999999999996,0.00083599315257743,-0.20887883007526398,,0.0009127940866164863,-0.0006037354469299316,22574,0.27339587670201254,304
14.461043357932372,0.11777234077453613,4.37239670753479,3.4901440143585205,3,-0.21391884982585907,24.736554682394143,41.185,1.5743200778961182,67.30000000000001,9.999999999999993,0.0009385953308083117,-0.2136055827140808,,0.0007634865469299257,0.0003132671117782593,30200,0.2647236157613698,320
13.622194926252156,0.11686825752258301,4.364398002624512,3.5136027336120605,4,-0.2141968458890915,24.426268491327324,38.72051282051283,1.5741710662841797,71.0,1.7763568394002505e-15,0.0009481628658249974,-0.21087101101875305,,0.0009194944286718965,0.00332583487033844,37799,0.28621219602097064,312
11.419797221199113,0.11627650260925293,4.1849071979522705,3.5091967582702637,5,-0.21063891053199768,27.391150671214273,43.52820512820513,1.5754109621047974,65.0,20.000000000000007,0.0009234207682311535,-0.20883917808532715,,0.0008799835341051221,0.0017997324466705322,45423,0.2739651430160101,312
13.909651174355234,0.11533927917480469,4.078802108764648,3.4323770999908447,6,-0.21120397746562958,28.226848748960247,44.282051282051285,1.5758028030395508,69.19999999999999,-1.7763568394002505e-15,0.0009263102547265589,-0.20788264274597168,,0.0008846165728755295,0.003321334719657898,52953,0.27064955355417497,312
12.936940061156523,0.11408305168151855,4.139745235443115,3.432166576385498,7,-0.2135414034128189,27.945990860561167,42.46153846153847,1.576284408569336,71.3,10.000000000000004,0.0010843233903869987,-0.2091774344444275,,0.0008951558847911656,0.0043639689683914185,60493,0.25135705679858067,312
10.42678616940451,0.11689496040344238,4.095933437347412,3.4717609882354736,8,-0.21153919398784637,28.87185808951421,46.45384615384616,1.5744538307189941,66.30000000000001,29.999999999999993,0.0009491675882600248,-0.2083914875984192,,0.001017200294882059,0.003147706389427185,68076,0.25829570228891824,312
14.692874890992513,0.11853480339050293,4.1882123947143555,3.525665283203125,9,-0.21274209022521973,30.652420365863257,48.38809523809524,1.5771766901016235,71.9,10.000000000000002,0.0010036934399977326,-0.21052110195159912,,0.0008320820052176714,0.0022209882736206055,75753,0.26268108123049555,336
