Iteration,MaxReturn,KLBefore,ProcessExecTime,LossBefore,KL,EnvExecTime,Entropy,dLoss,AverageDiscountedReturn,PolicyExecTime,AverageReturn,NumTrajs,MinReturn,TotalEnvSteps,StdReturn,LossAfter,GradNorm
21,78.10000000000001,0.00045975236571393907,0.12431573867797852,-0.17342431843280792,0.00048246904043480754,4.329773187637329,1.5773828029632568,-0.0036614835262298584,59.14346712827996,4.211510896682739,73.36194690265488,904,64.29999999999998,166689,2.5187550859544547,-0.16976283490657806,0.303560419928468
22,78.10000000000002,0.0004769677179865539,0.1269969940185547,-0.16620948910713196,0.0004308042407501489,4.367741823196411,1.5766990184783936,0.002988845109939575,59.93643229976994,4.203993558883667,73.49322033898304,944,50.00000000000001,174267,3.560892308986124,-0.16919833421707153,0.3444793970068281
23,77.5,0.0004670113557949662,0.12487077713012695,-0.16775454580783844,0.000494905689265579,4.289448499679565,1.573197364807129,0.00220663845539093,59.15181404049644,4.239168882369995,72.65462962962962,864,49.99999999999999,181800,5.094412048714269,-0.16996118426322937,0.3116629019552529
24,78.20000000000002,0.0004462533397600055,0.12412595748901367,-0.16777904331684113,0.00042834083433263004,4.347618341445923,1.5737775564193726,0.0006337016820907593,60.25987170809593,4.150942087173462,73.34628099173555,968,39.99999999999999,189351,5.4642495696170625,-0.16841274499893188,0.3347627311853908
25,78.50000000000001,0.00041127047734335065,0.12364649772644043,-0.1671772301197052,0.00040864048060029745,4.256668329238892,1.574643850326538,-0.0008822083473205566,61.0083442503167,4.115620136260986,73.80640000000001,1000,49.99999999999999,196893,3.9723191009786754,-0.16629502177238464,0.2754337934907733
26,78.20000000000002,0.00042977381963282824,0.1231532096862793,-0.16424976289272308,0.0004653028736356646,4.1413421630859375,1.5737489461898804,0.003511473536491394,61.163976362831924,4.092050075531006,73.33076923076925,936,49.99999999999997,204396,4.785152634250075,-0.16776123642921448,0.29945954022621907
27,78.30000000000001,0.0004463226650841534,0.12570691108703613,-0.16551141440868378,0.00039061924326233566,4.245998859405518,1.5737675428390503,-0.0010954886674880981,61.13353660129611,4.145152807235718,73.74838709677421,992,49.99999999999998,211948,4.0977665803374315,-0.16441592574119568,0.33922528999794893
28,78.39999999999999,0.00035503905382938683,0.12508749961853027,-0.16057316958904266,0.0003979264001827687,4.426467657089233,1.5744885206222534,0.006553217768669128,62.025932863440026,4.182915210723877,74.43430656934308,1096,50.0,219473,3.3391164956779695,-0.1671263873577118,0.35682154497820534
29,78.30000000000001,0.0004206580633763224,0.1288623809814453,-0.16627545654773712,0.0003999647160526365,4.369269847869873,1.5728302001953125,0.0016817599534988403,61.69113233308167,4.291744232177734,73.91472868217055,1032,49.99999999999999,227123,3.9008069285506224,-0.16795721650123596,0.32072572505422225
30,78.7,0.0003709412703756243,0.1264629364013672,-0.16795670986175537,0.0003791667113546282,4.379256725311279,1.5745447874069214,-0.0021753162145614624,62.49786793193317,4.183749437332153,74.63142857142859,1120,61.19999999999999,234639,2.6025834888292394,-0.1657813936471939,0.3288350169620466
31,78.7,0.0004009007243439555,0.12898993492126465,-0.16776996850967407,0.0003941309987567365,4.325838088989258,1.573235034942627,-0.002498835325241089,62.432335400597175,4.264514684677124,74.33233082706768,1064,60.799999999999976,242177,2.8660456862227264,-0.16527113318443298,0.3165467862716669
32,78.6,0.00037813809467479587,0.1242213249206543,-0.16570156812667847,0.0003913132240995765,4.304608583450317,1.5716662406921387,0.0013641119003295898,62.35790567009664,4.119310140609741,74.43851851851852,1080,68.29999999999998,249685,2.0996290743026735,-0.16706568002700806,0.3379911117357688
33,78.7,0.00035961257526651025,0.12785935401916504,-0.1601170003414154,0.00032451891456730664,4.440762996673584,1.5740644931793213,0.004327207803726196,63.640215633458794,4.221076488494873,75.01038961038962,1232,50.00000000000001,257269,2.900384408717859,-0.1644442081451416,0.3094401765434244
34,79.4,0.00033850918407551944,0.12670063972473145,-0.16237127780914307,0.00035353374551050365,4.34679913520813,1.5723036527633667,0.002994745969772339,63.399344199024895,4.173138856887817,74.82108843537415,1176,49.99999999999998,264782,2.979618550496848,-0.1653660237789154,0.3403889706797863
35,78.5,0.00035658112028613687,0.12398457527160645,-0.16456231474876404,0.0003666801785584539,4.264670133590698,1.5711829662322998,0.00032223761081695557,63.218708436983434,4.11192774772644,74.70985915492959,1136,66.8,272294,2.2743304186951674,-0.164884552359581,0.3470096801731181
36,78.60000000000001,0.0003878021670971066,0.1261429786682129,-0.1627907156944275,0.0003466918133199215,4.32741904258728,1.5703283548355103,0.0023808926343917847,62.750469576790486,4.1461615562438965,74.53357142857143,1120,49.999999999999986,279847,3.24626402223246,-0.16517160832881927,0.35760859507553583
37,78.8,0.00030241021886467934,0.1273784637451172,-0.1669885814189911,0.0003489559458103031,4.397815704345703,1.5726609230041504,-0.001764744520187378,64.23816144396623,4.18889856338501,75.22165605095543,1256,67.10000000000001,287349,2.13435109162856,-0.1652238368988037,0.3727835279737939
38,78.9,0.0003791840572375804,0.1286628246307373,-0.1693718135356903,0.00038125368882901967,4.460176229476929,1.570397138595581,-0.0031123459339141846,63.27445713260579,4.274816989898682,74.81655172413794,1160,64.1,294865,2.362465509125457,-0.16625946760177612,0.3314989306778719
39,78.50000000000003,0.000333592965034768,0.12428879737854004,-0.15675656497478485,0.0002899397804867476,4.366919279098511,1.5721852779388428,0.00553441047668457,64.19961387219172,4.074179649353027,75.42256097560977,1312,69.50000000000003,302372,1.606060405703906,-0.16229097545146942,0.3679641778839971
40,78.60000000000001,0.0002991687215398997,0.12576079368591309,-0.1573469638824463,0.0003376093809492886,4.371346950531006,1.5701297521591187,0.004975840449333191,64.3265259596319,4.152780294418335,75.25974842767297,1272,67.39999999999999,309909,1.9331962485618297,-0.16232280433177948,0.2804419969567506
41,78.4,0.00033533707028254867,0.1263275146484375,-0.15980121493339539,0.00029681294108740985,4.376665115356445,1.5704342126846313,0.0008235126733779907,64.32491746440807,4.1810386180877686,75.20125786163523,1272,49.999999999999986,317439,2.8943664087931538,-0.16062472760677338,0.33882197308054596
42,78.80000000000001,0.00031230723834596574,0.12653183937072754,-0.16268761456012726,0.0003856657713185996,4.274806499481201,1.570783257484436,0.002469375729560852,64.68049542044871,4.148432731628418,74.97337662337664,1232,49.999999999999964,324980,3.6049216395070305,-0.1651569902896881,0.31113155185718694
43,78.9,0.0003714024496730417,0.12828445434570312,-0.1658378541469574,0.0003136288723908365,4.366515636444092,1.5709757804870605,-0.0026231855154037476,64.69859733827386,4.199966669082642,75.295,1280,67.69999999999997,332508,1.958755982760494,-0.16321466863155365,0.3143319503933473
44,78.50000000000001,0.00029864086536690593,0.12588167190551758,-0.1605033129453659,0.000286576512735337,4.407187223434448,1.5719348192214966,0.0013740360736846924,64.8634403604267,4.096053123474121,75.64797687861272,1384,64.2,340037,1.9280584020660683,-0.1618773490190506,0.33153933316128303
45,78.4,0.000314338511088863,0.12737512588500977,-0.16054345667362213,0.00042679760372266173,4.308279275894165,1.5692864656448364,0.004132941365242004,64.50623021640179,4.170475006103516,75.01419354838711,1240,49.999999999999986,347565,3.551509242283193,-0.16467639803886414,0.3532030397727546
46,78.80000000000003,0.000393853522837162,0.12794137001037598,-0.16122151911258698,0.0003386817406862974,4.355091094970703,1.5700774192810059,0.0015858113765716553,65.15538634809077,4.130042314529419,75.48562874251499,1336,62.7,355104,2.219005426700163,-0.16280733048915863,0.3542730144838152
47,79.0,0.0003349040343891829,0.12431836128234863,-0.15923310816287994,0.0003122864873148501,4.341177701950073,1.5699074268341064,0.003431349992752075,64.71303711411859,4.104155778884888,75.525,1344,65.0,362622,1.963104623270187,-0.16266445815563202,0.35267822041996316
48,78.69999999999999,0.00031659306841902435,0.12774252891540527,-0.16455087065696716,0.00033105467446148396,4.424262285232544,1.568405032157898,-0.0009320080280303955,65.12316205019981,4.184042930603027,75.41686746987953,1328,49.99999999999999,370130,3.0635761164022046,-0.16361886262893677,0.3736872120243655
49,79.0,0.0003195925964973867,0.12625622749328613,-0.16591283679008484,0.00031380559084936976,4.332147836685181,1.5695390701293945,-0.004408791661262512,65.59375325401626,4.139261484146118,75.571511627907,1376,49.99999999999997,377647,2.817790664085786,-0.16150404512882233,0.34976972123212374
50,78.70000000000002,0.00030690839048475027,0.12779545783996582,-0.16289731860160828,0.00031170458532869816,4.327709674835205,1.569757103919983,-0.0003919154405593872,65.82960984392669,4.0924904346466064,75.77247191011237,1424,63.00000000000003,385172,2.050287883813964,-0.1625054031610489,0.37781153215028657
51,78.9,0.00032215772080235183,0.1265857219696045,-0.16123531758785248,0.0002809918951243162,4.38235068321228,1.5668762922286987,-0.0011720508337020874,65.20876157613789,4.145127534866333,75.52529411764708,1360,50.00000000000001,392679,2.6369782565010906,-0.1600632667541504,0.3521459489830667
52,79.1,0.0002710726985242218,0.12819409370422363,-0.15596051514148712,0.0003374427033122629,4.409960985183716,1.5671613216400146,0.004197642207145691,65.48539500403837,4.115283250808716,75.75449438202249,1424,68.5,400236,1.6858988941894244,-0.1601581573486328,0.3556999085681604
53,79.19999999999999,0.00032771448604762554,0.12838292121887207,-0.15563760697841644,0.0002703914069570601,4.436143398284912,1.5675883293151855,0.002864137291908264,66.16945078899809,4.2048749923706055,75.86648648648651,1480,50.000000000000014,407783,2.5345101517407365,-0.1585017442703247,0.39618897363302996
54,79.19999999999999,0.0002669005480129272,0.12771821022033691,-0.16027045249938965,0.0002947364409919828,4.431100130081177,1.5668818950653076,-0.0005665123462677002,65.89073660764215,4.153487205505371,75.9108695652174,1472,68.3,415307,1.714101141157433,-0.15970394015312195,0.44414253641402135
55,79.0,0.0003003448073286563,0.13137459754943848,-0.15946094691753387,0.00033024762524291873,4.471324682235718,1.5661954879760742,-0.0006311982870101929,66.28953926951588,4.252125978469849,75.79456521739132,1472,49.99999999999998,422945,2.728467643298949,-0.15882974863052368,0.38188483414809354
56,78.8,0.0003133117570541799,0.12661170959472656,-0.15492969751358032,0.00027277867775410414,4.396630048751831,1.5662462711334229,0.004108548164367676,66.36583677731069,4.132138729095459,75.97967914438505,1496,62.89999999999999,430463,1.882515640756644,-0.159038245677948,0.3971217275882999
57,78.60000000000002,0.00028044517966918647,0.12876367568969727,-0.16048118472099304,0.0002627830835990608,4.390937328338623,1.5661786794662476,-0.0017132163047790527,66.03377913401067,4.152330636978149,75.91250000000002,1472,69.89999999999998,437984,1.6733545616905117,-0.158767968416214,0.3773280248179823
58,79.30000000000001,0.00025344485766254365,0.12933111190795898,-0.15703365206718445,0.00026310255634598434,4.472906112670898,1.5655332803726196,-0.001021459698677063,66.52894152997048,4.187790632247925,76.04947368421054,1520,71.29999999999998,445490,1.7054632761069932,-0.15601219236850739,0.33829658204506874
59,78.9,0.0002740647178143263,0.13066673278808594,-0.16287514567375183,0.0002636212157085538,4.478335857391357,1.5644631385803223,-0.0037835687398910522,66.03170632104174,4.209460735321045,75.85573770491804,1464,68.69999999999996,453074,1.8078932511915744,-0.15909157693386078,0.3852515004458733
60,79.19999999999999,0.0002454956411384046,0.1304337978363037,-0.15627720952033997,0.00027737620985135436,4.47409200668335,1.56636381149292,0.0014038383960723877,66.81824212542126,4.174569845199585,76.22211055276384,1592,68.39999999999998,460592,1.588214625395703,-0.15768104791641235,0.4021388984932728
61,79.1,0.0002905275032389909,0.12912988662719727,-0.15347930788993835,0.0002452102489769459,4.478592157363892,1.564599871635437,0.002927720546722412,66.29871825703579,4.216263294219971,76.02275132275133,1512,70.6,468109,1.7179601681115424,-0.15640702843666077,0.4374175357268137
62,79.1,0.00023896740458440036,0.12787461280822754,-0.1564132422208786,0.00025412271497771144,4.372716426849365,1.564569354057312,0.0005186349153518677,66.62707082401653,4.090386629104614,76.10569948186529,1544,69.89999999999998,475625,1.586999858908598,-0.15693187713623047,0.43865353736035784
63,79.19999999999999,0.00024097555433399975,0.12725496292114258,-0.1551426500082016,0.000249442586209625,4.5053606033325195,1.5644888877868652,0.00036354362964630127,66.73125130267158,4.139148950576782,76.31764705882354,1632,70.99999999999999,483137,1.3793229203380128,-0.1555061936378479,0.3619203133253815
64,78.80000000000001,0.00026327455998398364,0.12814545631408691,-0.15422022342681885,0.0002355105389142409,4.4417948722839355,1.5632927417755127,0.0007499009370803833,66.5921973877961,4.156579971313477,76.13247422680413,1552,71.49999999999999,490640,1.5700571471166402,-0.15497012436389923,0.4243262635357322
65,78.80000000000001,0.00023167427571024746,0.12823057174682617,-0.1609574854373932,0.0003175831225235015,4.344944953918457,1.5635429620742798,-0.003308236598968506,67.0344736494739,4.125060081481934,76.16275510204083,1568,67.90000000000002,498161,1.7743612133765791,-0.15764924883842468,0.33669786818378905
66,79.0,0.0003185400855727494,0.1287992000579834,-0.15482419729232788,0.0002693963178899139,4.455590009689331,1.56232488155365,0.0014326125383377075,67.00576991193218,4.154829025268555,76.23900000000002,1600,68.99999999999994,505683,1.492239592022679,-0.1562568098306656,0.4415757955498522
67,78.9,0.0002613307151477784,0.13054728507995605,-0.1580251306295395,0.0003162480716127902,4.4202752113342285,1.5632075071334839,-0.0008495301008224487,67.65619692840463,4.1940062046051025,76.30098522167489,1624,68.09999999999995,513192,1.5352344583633297,-0.15717560052871704,0.34322610966888356
68,78.9,0.00032359451870433986,0.13003206253051758,-0.15827246010303497,0.0002579548745416105,4.496400356292725,1.5609596967697144,-0.0020330697298049927,67.04173414416118,4.247473239898682,76.18832487309646,1576,67.10000000000001,520701,1.5756767093623685,-0.15623939037322998,0.40372174117121573
69,79.1,0.00024966051569208503,0.12847089767456055,-0.1551264375448227,0.00023955298820510507,4.447839975357056,1.5599822998046875,-0.0014094263315200806,67.23941692985423,4.132734060287476,76.34417475728158,1648,70.59999999999998,528232,1.6701956308133667,-0.1537170112133026,0.4021999805116549
70,79.0,0.00024171116820070893,0.12720847129821777,-0.15543106198310852,0.00026276480639353395,4.3596673011779785,1.5606151819229126,0.00015123188495635986,67.42673147195025,4.086752653121948,76.31960784313726,1632,67.39999999999998,535740,1.7292772612317002,-0.15558229386806488,0.336128116078701
71,78.9,0.00025703239953145385,0.12764811515808105,-0.15636992454528809,0.00029606273164972663,4.395859003067017,1.5600464344024658,-0.0002805441617965698,67.66162779701239,4.114855766296387,76.42523809523811,1680,64.3,543247,1.7145265042532467,-0.15608938038349152,0.3783652359340311
72,78.9,0.0002862889086827636,0.13115620613098145,-0.15718147158622742,0.0002838060609064996,4.509647607803345,1.5607349872589111,-0.0009491443634033203,67.86680403459464,4.200938701629639,76.51574074074075,1728,68.79999999999998,550773,1.5176835441527499,-0.1562323272228241,0.4445974569180491
73,79.30000000000001,0.0002907410671468824,0.12912797927856445,-0.1524757593870163,0.00023236742708832026,4.465576410293579,1.5597894191741943,0.00022055208683013916,67.64941745997051,4.1464948654174805,76.45990566037737,1696,69.7,558278,1.6792703914807217,-0.15269631147384644,0.4636847552000937
74,79.1,0.0002224425261374563,0.12755107879638672,-0.14977259933948517,0.00026457951753400266,4.4147326946258545,1.5612598657608032,0.002827957272529602,68.19323187683143,4.091690301895142,76.60316742081451,1768,66.80000000000001,565785,1.735688451835332,-0.15260055661201477,0.4135536015218445
75,78.80000000000001,0.000271541066467762,0.1285233497619629,-0.14794442057609558,0.00023955664073582739,4.463946580886841,1.5589892864227295,0.0035960376262664795,67.51466927332612,4.128894329071045,76.49069767441863,1720,70.30000000000001,573330,1.4988699547183468,-0.15154045820236206,0.37058356343140153
76,79.1,0.00022968479606788605,0.12839293479919434,-0.15418045222759247,0.00023123968276195228,4.472671031951904,1.561139702796936,-0.0008163005113601685,68.23963709745591,4.141342878341675,76.64140969162999,1816,49.99999999999997,580854,2.2100997135982468,-0.1533641517162323,0.44920292049058286
77,79.1,0.00024343712721019983,0.1318836212158203,-0.1568596363067627,0.0002559776767157018,4.487572908401489,1.5587538480758667,-0.00292108952999115,67.94794717404864,4.224167346954346,76.45283018867926,1696,67.0,588374,1.731163178991571,-0.15393854677677155,0.5200923258829243
78,79.19999999999999,0.00024013069923967123,0.12664341926574707,-0.15219822525978088,0.0002574227983132005,4.386694431304932,1.5595576763153076,0.001305118203163147,68.37809607968656,4.067709684371948,76.63452914798208,1784,68.09999999999998,595879,1.6331269705889992,-0.15350334346294403,0.4180318547112727
79,78.8,0.0002782861702144146,0.13103461265563965,-0.1518503725528717,0.00023481520474888384,4.424245357513428,1.5575302839279175,0.0016273260116577148,67.91087548548953,4.2153894901275635,76.3423076923077,1664,50.00000000000001,603387,2.3723848884975665,-0.15347769856452942,0.40241115263917565
80,79.0,0.000227274329517968,0.13053011894226074,-0.14923103153705597,0.00023656722623854876,4.508604288101196,1.5569579601287842,0.003648713231086731,68.1117750433991,4.199323892593384,76.55504587155967,1744,68.80000000000001,610897,1.5294351201952416,-0.1528797447681427,0.4424074195385434
81,79.1,0.000239098648307845,0.130842924118042,-0.15060947835445404,0.00023577138199470937,4.509622573852539,1.556583285331726,0.002226412296295166,67.97717516742675,4.203644752502441,76.52037037037037,1728,69.39999999999996,618413,1.4713472825233203,-0.1528358906507492,0.39647384208143394
82,78.9,0.000232007892918773,0.12888479232788086,-0.1518918126821518,0.00023053430777508765,4.460647344589233,1.5571808815002441,0.0005870461463928223,68.15321168934274,4.147593259811401,76.64151785714287,1792,68.09999999999998,625936,1.5164336155583644,-0.15247885882854462,0.49501692720879037
83,79.19999999999999,0.00021794087660964578,0.12770771980285645,-0.15098078548908234,0.00019029673421755433,4.446914911270142,1.558706521987915,-0.0004878044128417969,68.73817065317515,4.115752458572388,76.83080168776372,1896,70.7,633447,1.2957983832848903,-0.15049298107624054,0.35516797967160674
84,79.19999999999999,0.00020524369028862566,0.1315171718597412,-0.1526106595993042,0.00026709630037657917,4.474156618118286,1.554819107055664,-0.0006211698055267334,68.2173761158979,4.184114217758179,76.57123287671236,1752,64.7,640956,1.7224925752512952,-0.15198948979377747,0.4502873797196612
85,78.80000000000001,0.00027234863955527544,0.13226914405822754,-0.15582531690597534,0.0003274533664807677,4.467602968215942,1.555242896080017,-0.0016484856605529785,68.14580300168507,4.20818567276001,76.50372093023257,1720,63.300000000000004,648473,1.7532919512466014,-0.15417683124542236,0.43882991357277346
86,79.00000000000001,0.0003117308660876006,0.13023018836975098,-0.15199027955532074,0.0002766263787634671,4.5113303661346436,1.5553076267242432,0.0013781040906906128,68.29406976096614,4.152483701705933,76.69471365638769,1816,71.7,655976,1.3238803870595008,-0.15336838364601135,0.36800898069508736
87,79.1,0.0002755539317149669,0.1305675506591797,-0.14786982536315918,0.00023935752687975764,4.481241941452026,1.5556904077529907,0.0006609559059143066,68.38690658004374,4.184170961380005,76.70000000000003,1824,71.99999999999999,663500,1.2782938190100506,-0.1485307812690735,0.41749248971242586
88,79.1,0.00022932268620934337,0.13251233100891113,-0.14289920032024384,0.00021189858671277761,4.602342128753662,1.5575979948043823,0.0062270015478134155,68.86710594379035,4.242682218551636,76.86041666666668,1920,69.99999999999997,671035,1.2271137517452162,-0.14912620186805725,0.32464595601661966
89,79.1,0.00022056464513298124,0.13122987747192383,-0.15305712819099426,0.00022378603171091527,4.514159440994263,1.5570335388183594,-0.001158788800239563,68.72400766309772,4.2090137004852295,76.79914893617023,1880,70.60000000000001,678557,1.2801260406482156,-0.1518983393907547,0.44116068688803745
90,79.0,0.00022068331600166857,0.13514328002929688,-0.14848692715168,0.00027875936939381063,4.584831476211548,1.5565450191497803,0.002871409058570862,68.81373401954937,4.252475023269653,76.78205128205131,1872,69.50000000000001,686087,1.4003732948366034,-0.15135833621025085,0.40687720426170243
91,79.19999999999999,0.00027516676345840096,0.13236021995544434,-0.1504884660243988,0.0001982188259717077,4.595507860183716,1.5557068586349487,-0.0004840642213821411,68.71902261348889,4.218791961669922,76.8420168067227,1904,71.5,693603,1.2955966665620153,-0.15000440180301666,0.374465355380764
92,79.1,0.0002026598813245073,0.1310286521911621,-0.15336565673351288,0.0002185656048823148,4.534690618515015,1.5566163063049316,-0.0036763548851013184,68.69111251891343,4.186810255050659,76.79059829059831,1872,67.69999999999999,701113,1.43398809767396,-0.14968930184841156,0.46453587357466775
93,79.30000000000001,0.0002174462570110336,0.1325840950012207,-0.14427770674228668,0.00017657405987847596,4.568016052246094,1.5566784143447876,0.0033498555421829224,68.9787946909709,4.233515024185181,76.88842975206614,1936,71.39999999999999,708643,1.309702513862324,-0.1476275622844696,0.35861791695325995
94,79.5,0.00017233783728443086,0.1294567584991455,-0.14698426425457,0.0002443653647787869,4.515373229980469,1.5572631359100342,0.0029871612787246704,69.0716220282343,4.128596544265747,76.98393574297191,1992,71.59999999999998,716153,1.2308219459116343,-0.14997142553329468,0.5055764875998947
95,79.1,0.0002575746621005237,0.13312196731567383,-0.15406011044979095,0.0002314978337381035,4.56909966468811,1.5572971105575562,-0.003684684634208679,68.6344051827173,4.213440895080566,76.82118644067798,1888,70.19999999999999,723655,1.432128420462881,-0.15037542581558228,0.4609546341814931
96,79.19999999999999,0.00022846942010801286,0.1320207118988037,-0.14867693185806274,0.00023612569202668965,4.490896224975586,1.5573400259017944,0.0008119791746139526,68.98771593288129,4.165827989578247,76.85439330543934,1912,71.59999999999998,731173,1.2354473162592787,-0.1494889110326767,0.4540990484806929
97,79.1,0.0002375259791733697,0.1309802532196045,-0.1522754579782486,0.00024418640532530844,4.464632272720337,1.557011365890503,-0.0032046884298324585,68.94320332320716,4.190013408660889,76.81906779661018,1888,70.60000000000002,738680,1.2943557309006997,-0.14907076954841614,0.41350920816163395
98,79.1,0.0002479303511790931,0.1294264793395996,-0.1520652025938034,0.00022820472077000886,4.440833330154419,1.5552608966827393,-0.004093155264854431,68.70764675791462,4.111642837524414,76.7708154506438,1864,70.99999999999999,746204,1.3204589283246109,-0.14797204732894897,0.5003491444688506
