ProcessExecTime,MinReturn,EnvExecTime,AverageDiscountedReturn,dLoss,KLBefore,KL,Entropy,MaxReturn,AverageReturn,LossBefore,PolicyExecTime,GradNorm,TotalEnvSteps,StdReturn,NumTrajs,LossAfter,Iteration
0.10199141502380371,-226.50000000000003,3.637206554412842,-64.41103730369443,0.0012864172458648682,0.0,0.000956289004534483,1.5844407081604004,-3.4999999999999787,-110.52758620689656,-0.18531551957130432,4.843709707260132,0.6309523717805405,5083,67.68893301562889,348,-0.1866019368171692,0
0.08419322967529297,-186.00000000000003,3.2616946697235107,-68.54330936781952,-0.0017150193452835083,0.0009655178873799741,0.0009461176232434809,1.5832537412643433,-33.0,-112.51851851851852,-0.1868053823709488,4.482863187789917,0.576364526118947,10178,44.80590269511074,324,-0.18509036302566528,1
0.08596515655517578,-236.50000000000003,3.486586570739746,-61.44691961939233,-0.001955673098564148,0.0009063577745109797,0.0008905229042284191,1.5822334289550781,2.700000000000009,-105.80689655172412,-0.18567435443401337,4.7204577922821045,0.7061351253792563,15232,60.775663976199546,348,-0.18371868133544922,2
0.08779716491699219,-232.50000000000006,3.6107897758483887,-68.5313453611877,0.003012523055076599,0.000921239610761404,0.0008633707766421139,1.5804550647735596,31.80000000000002,-113.89655172413794,-0.17796725034713745,4.836832284927368,0.4735510442836507,20387,59.354373994233356,348,-0.18097977340221405,3
0.10852503776550293,-253.0,4.384790897369385,-62.71055699542212,0.0013862848281860352,0.0008104346343316138,0.0008929928299039602,1.580009937286377,-23.29999999999998,-105.9344827586207,-0.18066830933094025,6.01715874671936,0.5401260294583868,25438,56.15086375644217,348,-0.18205459415912628,4
0.08653521537780762,-213.0,3.2083520889282227,-62.698785119738076,-0.0001347362995147705,0.0009553570416755974,0.0010537283960729837,1.5761454105377197,-25.5,-109.18846153846154,-0.1843440979719162,4.684147119522095,0.5016580839283094,30562,46.58483846227454,312,-0.18420936167240143,5
0.0903158187866211,-211.0,3.5078284740448,-57.51009119370318,0.002126172184944153,0.000965263694524765,0.0009123082854785025,1.5763750076293945,31.00000000000002,-92.69666666666667,-0.18089061975479126,4.869959831237793,0.6027326890973426,35741,55.64625464086111,360,-0.1830167919397354,6
0.08791112899780273,-277.0,3.5657482147216797,-63.9213411008008,-0.00292949378490448,0.000961016456130892,0.0008384230895899236,1.575623631477356,12.60000000000002,-107.10714285714286,-0.1846429705619812,4.734354019165039,0.6322596424836353,40746,63.43906484950415,336,-0.18171347677707672,7
0.08637070655822754,-175.0,3.27174711227417,-46.177404423096014,0.0032221078872680664,0.0008236243156716228,0.0009804137516766787,1.573699712753296,28.400000000000027,-81.78148148148146,-0.18212223052978516,4.632258415222168,0.577951247972774,45752,48.14514349599197,324,-0.18534433841705322,8
0.0885763168334961,-250.50000000000003,3.5121121406555176,-60.52906437434846,-0.003496229648590088,0.0010621892288327217,0.0009637416223995388,1.568716049194336,-15.499999999999975,-104.71153846153847,-0.1863706260919571,4.801248073577881,0.5758908309828281,50862,47.68550277134775,312,-0.182874396443367,9
0.0887453556060791,-216.00000000000003,3.555617570877075,-57.29100395874601,-0.0041818320751190186,0.0009387308382429183,0.0009083435288630426,1.5711268186569214,4.500000000000018,-97.34444444444445,-0.18771147727966309,4.79919171333313,0.5974859232262628,55915,55.52382427146383,324,-0.18352964520454407,10
0.08844828605651855,-204.0,3.593350887298584,-51.59855230735243,-0.0014576464891433716,0.0009096505818888545,0.0009073915425688028,1.5702327489852905,3.0000000000000178,-91.05185185185184,-0.18304169178009033,4.894688606262207,0.5882257952731816,60999,56.70445387412913,324,-0.18158404529094696,11
0.09812378883361816,-184.50000000000003,3.847559928894043,-40.579775276655006,-0.005225092172622681,0.0008802579832263291,0.0010859334142878652,1.569729208946228,38.0,-71.78928571428571,-0.19073429703712463,5.226280927658081,0.5052039190199726,66185,54.876578007156304,336,-0.18550920486450195,12
0.08903241157531738,-178.00000000000003,3.559736967086792,-43.734515175298654,0.004641890525817871,0.0010700965067371726,0.0008092689095064998,1.5688295364379883,10.700000000000015,-78.6888888888889,-0.17839905619621277,4.777212142944336,0.5470972600342782,71201,47.414073026767646,324,-0.18304094672203064,13
0.0910186767578125,-255.50000000000006,3.7174570560455322,-58.17962299727629,0.0029123276472091675,0.0008362140506505966,0.0009551934781484306,1.5652743577957153,26.7,-99.48518518518519,-0.1783810406923294,4.958605051040649,0.6058652561079618,76307,59.62234047926135,324,-0.18129336833953857,14
0.10093402862548828,-178.50000000000003,4.029667854309082,-41.57669560947176,0.007318735122680664,0.0009414132218807936,0.001013100380077958,1.5641285181045532,33.10000000000001,-79.1222222222222,-0.17726345360279083,5.5056586265563965,0.5799918325308902,81415,47.93736911872294,324,-0.1845821887254715,15
0.09379243850708008,-173.0,3.552842378616333,-43.97429440742251,0.0015647262334823608,0.0010521482909098268,0.000896667072083801,1.5618500709533691,10.500000000000018,-80.13846153846154,-0.18042518198490143,4.905929327011108,0.6506123018845451,86496,43.04722877637356,312,-0.1819899082183838,16
