GradNorm,MinReturn,LossBefore,AverageReturn,Iteration,EnvExecTime,EvalAvgReturn,LossAfter,NumTrajs,AverageDiscountedReturn,TotalEnvSteps,KL,Entropy,StdReturn,PolicyExecTime,KLBefore,ProcessExecTime,MaxReturn,dLoss
0.3119354102272919,50.000000000000014,-0.24443696439266205,72.1692307692308,0,4.038508176803589,13.399999999999881,-0.2490621954202652,312,43.61813540071781,5136,0.0008156963158398867,1.5836608409881592,13.848153701730261,2.8343236446380615,0.0,0.08318042755126953,104.6,0.004625231027603149
0.3580893057292801,30.00000000000002,-0.24046869575977325,69.07307692307694,1,3.729645013809204,,-0.2399107813835144,312,43.43260392341733,10277,0.0006846431060694158,1.5840574502944946,17.15897517318802,2.4695072174072266,0.0007761811139062047,0.0778493881225586,104.70000000000002,-0.0005579143762588501
0.356547469175216,40.000000000000014,-0.23532122373580933,75.05000000000001,2,3.6098251342773438,,-0.2389771193265915,312,46.82768818687909,15364,0.0007205605506896973,1.5834197998046875,16.312318375057263,2.423236846923828,0.0006458788411691785,0.07777571678161621,110.10000000000002,0.0036558955907821655
0.36760352333288787,30.00000000000001,-0.2433273047208786,72.1846153846154,3,3.7167506217956543,,-0.24020545184612274,312,43.15344310444066,20396,0.0007221289561130106,1.5816293954849243,20.7288853147132,2.411534309387207,0.0006645613466389477,0.07714533805847168,107.10000000000004,-0.0031218528747558594
0.358485060127227,40.00000000000002,-0.24062283337116241,72.89615384615387,4,3.7660419940948486,,-0.2407144010066986,312,43.666263970454416,25543,0.0007172109326347709,1.581632137298584,14.97178065482965,2.4920713901519775,0.0007025962113402784,0.07901883125305176,105.30000000000001,9.156763553619385e-05
0.3964245099321361,50.00000000000001,-0.24220064282417297,71.95000000000002,5,3.700650453567505,,-0.2431345134973526,312,41.96730404686079,30636,0.0008176175178959966,1.5809978246688843,16.892175020496236,2.4021825790405273,0.0006948747904971242,0.07575035095214844,108.40000000000003,0.0009338706731796265
0.36778216871880176,50.00000000000002,-0.2412053346633911,77.36153846153849,6,3.6278319358825684,,-0.24186968803405762,312,47.29350666951528,35822,0.0007836043951101601,1.5797487497329712,12.36770225917481,2.4804630279541016,0.0007392762345261872,0.07868456840515137,101.4,0.0006643533706665039
0.3508413453843847,50.00000000000003,-0.2392089068889618,78.13461538461539,7,3.685389995574951,,-0.2406536042690277,312,48.218614600251755,41007,0.0007299577700905502,1.580558180809021,12.514267006030556,2.5369784832000732,0.0007160593522712588,0.08113265037536621,101.50000000000003,0.001444697380065918
0.3553244020012702,40.000000000000014,-0.24267221987247467,78.41538461538462,8,3.501649856567383,,-0.24171201884746552,312,48.8472973878186,46119,0.0008390664006583393,1.5802769660949707,16.894143097710433,2.4032580852508545,0.0007037877221591771,0.07602047920227051,104.19999999999999,-0.0009602010250091553
0.3473396828921455,50.000000000000014,-0.2462729662656784,79.00769230769232,9,3.553192138671875,,-0.24479065835475922,312,47.1746381452842,51277,0.0008329550619237125,1.580627679824829,11.535961267569512,2.4353184700012207,0.000769779784604907,0.0776376724243164,104.20000000000002,-0.0014823079109191895
0.36068780858175997,60.00000000000001,-0.24830320477485657,79.16538461538464,10,3.554551124572754,,-0.24389854073524475,312,49.48719865633021,56394,0.0007618788513354957,1.579735517501831,10.888912579305766,2.4581618309020996,0.000752183492295444,0.07763481140136719,108.30000000000005,-0.004404664039611816
0.37387303857444126,40.000000000000014,-0.25042104721069336,73.60000000000002,11,3.7110178470611572,,-0.24777264893054962,300,43.473667990334725,61394,0.0008464293787255883,1.5781546831130981,13.23026832683299,2.436683177947998,0.0007453403086401522,0.07832932472229004,90.00000000000006,-0.002648398280143738
0.37974927581715284,50.000000000000014,-0.24417944252490997,76.28076923076925,12,3.7604880332946777,,-0.24534809589385986,312,44.26141296604913,66561,0.0008265489595942199,1.5771392583847046,14.382414990075398,2.4724950790405273,0.0007808827795088291,0.07767295837402344,102.10000000000001,0.0011686533689498901
0.37514629074914196,40.00000000000002,-0.24735696613788605,78.30000000000001,13,3.5227131843566895,,-0.2462971955537796,312,47.99376563674532,71603,0.0008046663133427501,1.5788286924362183,15.028536957299707,2.3824260234832764,0.0007264367886818945,0.07547831535339355,109.9,-0.0010597705841064453
0.3834958880922124,60.000000000000014,-0.24404969811439514,81.88076923076925,14,3.546018123626709,,-0.24676364660263062,312,47.5630519523266,76714,0.0008506266167387366,1.5768853425979614,11.927409262533768,2.4091744422912598,0.0007431799313053489,0.0766134262084961,105.0,0.0027139484882354736
0.3642354705610988,3.552713678800501e-15,-0.24853554368019104,76.40384615384617,15,3.658015012741089,,-0.24629975855350494,312,45.01180680344719,81849,0.000874843739438802,1.575862169265747,21.254492389741095,2.435638189315796,0.0007577650249004364,0.07738542556762695,104.30000000000003,-0.002235785126686096
0.3906564459000068,50.00000000000001,-0.24405905604362488,83.43333333333334,16,3.5224318504333496,,-0.24827034771442413,324,50.03376510141339,86922,0.0008794471505098045,1.5767563581466675,16.296602690722366,2.381347894668579,0.0008015029598027468,0.0757756233215332,107.50000000000003,0.004211291670799255
0.3680080374263385,50.00000000000003,-0.24481655657291412,81.09615384615387,17,3.6015336513519287,,-0.24492137134075165,312,50.92519154031492,92037,0.0008267074008472264,1.576743483543396,11.681691156849837,2.4921748638153076,0.0008447688305750489,0.08006477355957031,105.50000000000003,0.00010481476783752441
