EnvExecTime,AverageReturn,KL,GradNorm,StdReturn,LossAfter,MaxReturn,NumTrajs,MinReturn,dLoss,Iteration,AverageDiscountedReturn,LossBefore,KLBefore,ProcessExecTime,PolicyExecTime,Entropy,TotalEnvSteps
5.023772954940796,28.947368421052637,0.0012483299942687154,0.27537892132529523,15.181268528269426,-0.17655359208583832,50.00000000000001,304,5.329070518200751e-15,0.0008827894926071167,0,21.93168235046132,-0.1756708025932312,0.0,0.12728214263916016,4.578450918197632,1.574890375137329,7600
4.610199213027954,32.66842105263158,0.001354401116259396,0.2846931785280926,15.057243496651418,-0.17626841366291046,61.39999999999999,304,3.552713678800501e-15,-0.004197373986244202,1,23.579366597035015,-0.18046578764915466,0.001224706182256341,0.11147212982177734,4.201354265213013,1.5758894681930542,15186
4.550389766693115,35.16410256410257,0.0014783380320295691,0.3009086284786469,15.55414838192424,-0.17920438945293427,71.5,312,8.881784197001252e-15,-0.0025715678930282593,2,24.8946910386893,-0.18177595734596252,0.001279131742194295,0.11083650588989258,4.164238452911377,1.577082633972168,22772
4.320950031280518,41.88461538461539,0.0015278783394023776,0.3227007256418011,12.078069519323419,-0.17904812097549438,71.2,312,19.999999999999993,0.00267966091632843,3,30.87742683462712,-0.17636846005916595,0.0014221991878002882,0.11087441444396973,4.175542831420898,1.578115701675415,30337
4.4532082080841064,45.5925,0.0014793419977650046,0.37020827528239764,13.233657610426528,-0.17907129228115082,69.0,320,19.999999999999996,-0.003477826714515686,4,31.020609786604115,-0.1825491189956665,0.0014290496474131942,0.11275410652160645,4.255012273788452,1.579490065574646,37900
4.3762102127075195,47.4025,0.0013429800746962428,0.35753030854933404,12.539327882705678,-0.17919112741947174,71.5,320,20.0,-0.0020652562379837036,5,32.931537352614995,-0.18125638365745544,0.0014842883683741093,0.11723923683166504,4.279761791229248,1.577046513557434,45539
4.281363487243652,51.775609756097566,0.0016126201953738928,0.41604702694339024,10.58488983980846,-0.18100160360336304,74.10000000000002,328,30.000000000000007,-0.0016407668590545654,6,35.434808350946554,-0.1826423704624176,0.001261868979781866,0.11342620849609375,4.240537881851196,1.5774364471435547,53111
4.214393615722656,56.62045454545455,0.0013889417750760913,0.3633042734285965,10.37099494537649,-0.1799432933330536,73.70000000000002,352,30.000000000000007,0.003123864531517029,7,39.604813014668075,-0.17681942880153656,0.0014666336355730891,0.11557245254516602,4.2507500648498535,1.5756698846817017,60698
4.2624664306640625,62.46666666666667,0.0010467706015333533,0.33038770603609335,10.550372996741409,-0.17639261484146118,75.9,432,39.99999999999999,-0.003065824508666992,8,43.46094909930938,-0.17945843935012817,0.001131361466832459,0.1126561164855957,4.175345182418823,1.5790966749191284,68266
4.191208124160767,65.32241379310345,0.0011670005042105913,0.39469018244876514,7.792349101421884,-0.17905715107917786,75.50000000000003,464,49.99999999999998,-0.0023493021726608276,9,47.42108210124215,-0.18140645325183868,0.0009414362139068544,0.11674284934997559,4.252601385116577,1.5790122747421265,75779
4.289440631866455,68.58382352941175,0.0008326094830408692,0.3355979551449416,5.082050602050251,-0.17495259642601013,75.70000000000002,544,49.99999999999999,-0.002056494355201721,10,49.31513533352124,-0.17700909078121185,0.0010106924455612898,0.11793661117553711,4.236693382263184,1.5779589414596558,83342
4.283764600753784,68.98421052631579,0.0008839978836476803,0.3574271011960393,7.4438963451799856,-0.17607998847961426,77.30000000000001,608,40.00000000000001,-0.0034597814083099365,11,52.55726426206608,-0.1795397698879242,0.0007337472052313387,0.11973071098327637,4.301542282104492,1.5783631801605225,90914
4.251124382019043,70.84117647058825,0.0007351855165325105,0.3513469785823878,4.756253941611345,-0.17605337500572205,77.60000000000002,680,50.0,-0.0013602524995803833,12,54.99850652186499,-0.17741362750530243,0.0008103680447675288,0.12059593200683594,4.2448883056640625,1.5778563022613525,98499
4.280028343200684,71.38888888888889,0.0006229790160432458,0.38268315338275766,4.473562946030691,-0.17303358018398285,77.10000000000001,720,50.0,0.0008733570575714111,13,55.532582119095416,-0.17216022312641144,0.0007029231055639684,0.11911869049072266,4.228739261627197,1.574564814567566,106049
4.318420886993408,71.54946236559141,0.0006207582773640752,0.3643171605543113,4.893744606136397,-0.1718972623348236,77.10000000000002,744,49.999999999999986,0.0005584657192230225,14,56.24822637403251,-0.17133879661560059,0.000599052058532834,0.12184929847717285,4.232790946960449,1.5734668970108032,113608
4.39194917678833,72.04646464646466,0.0005904794670641422,0.3042516948651653,4.670935561151208,-0.17069968581199646,78.5,792,49.999999999999986,-0.0009849369525909424,15,57.63993327707745,-0.1716846227645874,0.0005841362872160971,0.12542963027954102,4.368821620941162,1.5732671022415161,121282
4.315409421920776,72.98971962616822,0.0004813798004761338,0.33720103919144134,2.6900625215761598,-0.16977591812610626,77.80000000000003,856,64.99999999999999,0.0013355463743209839,16,58.30693730873935,-0.16844037175178528,0.0005365503602661192,0.12230992317199707,4.236182928085327,1.573301911354065,128783
4.2884361743927,73.44782608695652,0.0005015847273170948,0.34495515483132294,2.9008648733149496,-0.17140699923038483,77.70000000000005,920,62.500000000000014,0.003400176763534546,17,60.03036312360234,-0.16800682246685028,0.00045138385030440986,0.12251091003417969,4.222019672393799,1.5739691257476807,136318
4.437535762786865,74.10077519379847,0.0004455713788047433,0.3266811413976181,3.1663075142890973,-0.16857995092868805,78.4,1032,50.00000000000001,0.0034466981887817383,18,60.92340852347902,-0.1651332527399063,0.000457474438007921,0.12411952018737793,4.233861446380615,1.5725953578948975,143828
