ProcessExecTime,TotalEnvSteps,AverageReturn,KLBefore,StdReturn,LossAfter,Iteration,KL,dLoss,PolicyExecTime,EnvExecTime,EvalAvgReturn,Entropy,NumTrajs,AverageDiscountedReturn,MinReturn,LossBefore,MaxReturn,GradNorm
0.08533024787902832,7556,28.273684210526323,0.0,15.615624500219518,-0.1731538027524948,0,0.0009357326198369265,0.0019001364707946777,2.9790709018707275,3.5150277614593506,18.204999999999878,1.5933765172958374,304,14.16259407075359,3.552713678800501e-15,-0.17125366628170013,63.90000000000001,0.1789722879631858
0.08557701110839844,15112,29.589473684210535,0.0008811505394987762,15.284112657363913,-0.17277629673480988,1,0.0009684920660220087,-0.00032767653465270996,2.923224449157715,3.40791916847229,,1.5916727781295776,304,16.710172491247565,-9.999999999999996,-0.17310397326946259,64.4,0.23145940647073934
0.08609819412231445,22781,33.66923076923078,0.0008858288638293743,15.224325236129962,-0.17220516502857208,2,0.0009234215831384063,0.002273455262184143,2.9797632694244385,3.3127520084381104,,1.5906777381896973,312,20.336439045263983,7.105427357601002e-15,-0.16993170976638794,67.20000000000003,0.19245603818472903
0.08629512786865234,30459,40.82564102564103,0.0008731480920687318,12.956173025275673,-0.17259939014911652,3,0.0008245216449722648,0.0015162527561187744,2.9594531059265137,3.0996742248535156,,1.5907628536224365,312,24.662368445659453,9.999999999999995,-0.17108313739299774,68.79999999999998,0.2184356066487095
0.08835935592651367,38081,40.969230769230776,0.00078842684160918,13.240054881096144,-0.1713561862707138,4,0.0009453148813918233,-0.0001061558723449707,2.951089859008789,3.061208724975586,,1.5896109342575073,312,25.96535879325653,10.000000000000007,-0.17146234214305878,70.1,0.19485339226750972
0.09070420265197754,45740,43.18205128205128,0.000924935273360461,11.687707147098807,-0.17194914817810059,5,0.0009259537328034639,0.0031163543462753296,3.1229820251464844,3.160038709640503,,1.5864062309265137,312,28.472488756598167,20.0,-0.16883279383182526,66.80000000000001,0.2602883139348834
0.09421896934509277,53275,50.402439024390254,0.0008797321934252977,11.941411605180132,-0.17320014536380768,6,0.000975599919911474,-8.721649646759033e-05,3.191807270050049,3.1307923793792725,,1.58270263671875,328,32.73261337068559,29.999999999999993,-0.17328736186027527,70.5,0.23975052620052353
0.09759235382080078,60885,51.37209302325582,0.000908062094822526,13.906202825164115,-0.17055274546146393,7,0.000828086631372571,-0.004016101360321045,3.1871984004974365,3.1404850482940674,,1.5826927423477173,344,33.327180139143735,19.999999999999993,-0.17456884682178497,72.2,0.23643610682716118
0.0913238525390625,68549,53.857777777777784,0.0007419735775329173,12.65456419880702,-0.1713549792766571,8,0.0007827817462384701,0.004190966486930847,3.105348825454712,2.9425339698791504,,1.5818393230438232,360,37.40034323659558,10.000000000000009,-0.16716401278972626,74.80000000000004,0.23250674660329015
0.09588623046875,76118,54.25813953488373,0.0007839803001843393,10.536541786456281,-0.1727757453918457,9,0.0009176016901619732,0.00018875300884246826,3.1665382385253906,2.9392216205596924,,1.5784615278244019,344,37.8117152461097,39.999999999999986,-0.17258699238300323,74.4,0.24606632041055582
0.09685420989990234,83687,59.43958333333334,0.0008392424206249416,10.72879186238548,-0.17117103934288025,10,0.0007203732966445386,-0.00026689469814300537,3.2267346382141113,3.01493501663208,,1.5765239000320435,384,41.55569174045904,30.000000000000004,-0.17143793404102325,75.80000000000001,0.2485179950588164
0.09241104125976562,91334,61.67254901960785,0.000742316129617393,9.414196172851424,-0.16876405477523804,11,0.000724087527487427,0.0016716420650482178,3.132563352584839,3.0001866817474365,,1.5725573301315308,408,41.03060963444471,39.99999999999999,-0.16709241271018982,76.0,0.22994057926810402
0.09003591537475586,98946,64.44285714285715,0.0006178652984090149,7.961645943047767,-0.16852660477161407,12,0.0007387881632894278,-0.0014819204807281494,3.044135332107544,2.9172236919403076,,1.573731541633606,448,44.11793664304711,40.0,-0.17000852525234222,76.80000000000001,0.23519942681100597
0.09138607978820801,106541,63.405660377358494,0.000748070131521672,7.882208652601566,-0.16848565638065338,13,0.0007989881560206413,0.000700041651725769,3.129359483718872,2.951124429702759,,1.5690255165100098,424,42.79707549967317,39.999999999999986,-0.1677856147289276,73.0,0.24589068729870067
0.08924365043640137,114043,65.16896551724136,0.000733132881578058,7.9855085752697965,-0.16840146481990814,14,0.0007432149141095579,0.0014194101095199585,3.0523993968963623,2.8786070346832275,,1.5706290006637573,464,45.852035675047226,49.99999999999998,-0.16698205471038818,74.8,0.26838008230906024
0.08913850784301758,121582,64.76833333333333,0.0007183531415648758,9.626949874643,-0.16559109091758728,15,0.0007780526648275554,0.0005841702222824097,3.029115676879883,2.835796356201172,,1.567525863647461,480,47.46478274578816,39.99999999999998,-0.16500692069530487,75.00000000000001,0.27076861838372374
0.09129834175109863,129178,66.82424242424243,0.0008007162832655013,8.461321277401794,-0.168130561709404,16,0.0006300949607975781,-0.00018319487571716309,3.0874366760253906,2.960510015487671,,1.567434310913086,528,48.22909596450892,39.999999999999986,-0.16831375658512115,77.30000000000001,0.22527247147183635
0.09044742584228516,136708,69.41095890410959,0.0005740065244026482,4.6112596455696435,-0.16590672731399536,17,0.00046772565110586584,-0.0032939165830612183,3.084022283554077,2.9894628524780273,,1.5669370889663696,584,49.783124081875286,50.0,-0.16920064389705658,76.50000000000003,0.25470847599568786
0.08974170684814453,144241,68.33382352941177,0.00044890434946864843,5.854475670854123,-0.16622979938983917,18,0.0006086895591579378,0.0027165859937667847,3.0596611499786377,2.893376588821411,,1.5652527809143066,544,49.42068325247878,49.99999999999999,-0.1635132133960724,76.0,0.21506903817544046
0.09096598625183105,151763,67.42985074626866,0.0006235471228137612,7.750667085885631,-0.16497966647148132,19,0.00046805309830233455,-0.0011292248964309692,3.105069398880005,2.8951728343963623,,1.5641010999679565,536,49.83780064375387,49.99999999999997,-0.1661088913679123,76.40000000000003,0.2232370212982079
0.09032964706420898,159287,69.43466666666667,0.00043632774031721056,5.492455269630237,-0.16509757936000824,20,0.0007303536986000836,0.002825424075126648,3.0592408180236816,2.945127487182617,55.49099999999984,1.5634323358535767,600,50.983561296730414,49.99999999999997,-0.1622721552848816,76.4,0.26580591686514343
0.0905609130859375,166836,68.54305555555555,0.0007382564945146441,6.862232111526772,-0.16513143479824066,21,0.00047511569573543966,-0.002690240740776062,3.033450126647949,2.889352560043335,,1.5624061822891235,576,50.60097932579031,49.999999999999986,-0.16782167553901672,77.20000000000003,0.2823468329988891
0.08984231948852539,174342,70.58117647058825,0.0004168497398495674,6.1055325752698835,-0.1642196923494339,22,0.000581381085794419,0.0012870728969573975,3.0406382083892822,2.8822665214538574,,1.563595175743103,680,54.33508437654536,49.99999999999999,-0.1629326194524765,77.90000000000002,0.24369720258247304
0.09175634384155273,181941,70.48313253012047,0.0005730868433602154,4.83707616746994,-0.1642366498708725,23,0.00044404526124708354,0.001058727502822876,3.1002964973449707,2.919219493865967,,1.560354471206665,664,53.830508417735494,49.99999999999998,-0.16317792236804962,77.4,0.2530801925845459
0.0912172794342041,189586,70.06547619047618,0.00045268042595125735,6.607256005037177,-0.162710502743721,24,0.00046287235454656184,0.0034662634134292603,3.0717098712921143,2.872284412384033,,1.560041069984436,672,54.44557197037216,49.999999999999986,-0.15924423933029175,76.60000000000001,0.21722643923920695
0.09203267097473145,197111,71.58602150537635,0.0004310924850869924,5.284479026373626,-0.1620154231786728,25,0.0005433068727143109,0.001458689570426941,3.128875732421875,2.973565101623535,,1.5571513175964355,744,56.259774418409165,49.99999999999999,-0.16055673360824585,77.69999999999999,0.23519716785015662
0.0908353328704834,204618,71.80106382978724,0.000543824047781527,4.390766294794142,-0.1617487072944641,26,0.0004565936396829784,-0.0013451427221298218,3.0827431678771973,2.9842581748962402,,1.558154582977295,752,55.76602400207554,50.0,-0.16309385001659393,77.30000000000001,0.24845662150521394
0.09281754493713379,212170,71.27555555555557,0.0004501173098105937,5.044872228557348,-0.1612856239080429,27,0.0004548230208456516,0.002071663737297058,3.137010335922241,2.9525647163391113,,1.5583096742630005,720,55.69682275455703,49.99999999999999,-0.15921396017074585,76.40000000000003,0.24724646311706877
0.0907893180847168,219683,71.30439560439561,0.00044735395931638777,5.524051548802464,-0.1610424816608429,28,0.0003600517229642719,-0.00018195807933807373,3.0506880283355713,2.8799796104431152,,1.560263991355896,728,56.25583509029607,49.99999999999998,-0.16122443974018097,77.80000000000004,0.2626943741897906
0.09273242950439453,227191,71.48085106382979,0.000366861728252843,5.672334439989821,-0.16052503883838654,29,0.0005488589522428811,0.00020760297775268555,3.1636581420898438,3.0757853984832764,,1.5550554990768433,752,55.53748303454223,49.99999999999999,-0.16031743586063385,78.30000000000001,0.33226983541677346
0.09424352645874023,234791,72.66666666666667,0.000501758826430887,3.384774499534416,-0.16143670678138733,30,0.0005259448662400246,0.0021444857120513916,3.2212183475494385,3.1607534885406494,,1.555118441581726,840,57.10004800578386,50.00000000000001,-0.15929222106933594,77.70000000000005,0.2945793050651733
0.09389257431030273,242292,72.40288461538462,0.0005258322926238179,5.209098119392231,-0.15752828121185303,31,0.0004410531837493181,0.00026886165142059326,3.136326789855957,3.03839373588562,,1.5573091506958008,832,57.657472859720514,49.99999999999999,-0.15725941956043243,77.30000000000001,0.29634679895466376
0.09405016899108887,249808,71.28695652173914,0.000472399580758065,6.099344536974315,-0.16196194291114807,32,0.000396613497287035,-0.0028916597366333008,3.1878437995910645,2.962397575378418,,1.5568454265594482,736,56.94588488065188,49.99999999999997,-0.16485360264778137,77.6,0.2183344573881366
0.09477043151855469,257401,72.15,0.00038281313027255237,4.102295275892789,-0.15924182534217834,33,0.0003991824050899595,-0.00018499791622161865,3.211313009262085,3.1256446838378906,,1.5551280975341797,784,56.088536902491335,49.999999999999986,-0.15942682325839996,77.00000000000001,0.3643267825123502
0.09786725044250488,264901,72.40000000000002,0.0003803065628744662,3.9359878048591646,-0.15884102880954742,34,0.0003606587997637689,0.002680748701095581,3.26757550239563,3.13582706451416,,1.5567340850830078,800,57.09234556638591,49.99999999999999,-0.15616028010845184,78.30000000000001,0.24906854887272772
0.09564328193664551,272464,72.63173076923077,0.00035179132828488946,3.6001138983872414,-0.15985779464244843,35,0.0004737553826998919,0.001508951187133789,3.248297691345215,3.1029698848724365,,1.5544975996017456,832,58.12523957939139,50.00000000000001,-0.15834884345531464,77.60000000000002,0.23665097121671286
0.09234929084777832,279974,72.24509803921569,0.00048136356053873897,5.209580681085698,-0.16026580333709717,36,0.000567568582482636,0.00018289685249328613,3.1284825801849365,2.9855432510375977,,1.5526567697525024,816,58.07771454554359,49.99999999999997,-0.16008290648460388,78.30000000000001,0.26555220311140665
0.09392666816711426,287508,72.04554455445545,0.0005792787997052073,5.843563349896412,-0.1596962809562683,37,0.0007085652905516326,-0.0016906708478927612,3.180183172225952,3.0422122478485107,,1.5499963760375977,808,58.02695476289058,49.99999999999999,-0.16138695180416107,78.10000000000002,0.3664420408317796
0.09328508377075195,295051,72.92314814814816,0.0006877334089949727,3.3599935648494847,-0.15869495272636414,38,0.00040931793046183884,0.000866129994392395,3.1679606437683105,3.107806444168091,,1.5506073236465454,864,57.91569327511729,50.0,-0.15782882273197174,77.70000000000003,0.30146279106238566
