PolicyExecTime,EvalAvgReturn,GradNorm,MaxReturn,TotalEnvSteps,Iteration,Entropy,KL,StdReturn,EnvExecTime,LossBefore,ProcessExecTime,AverageDiscountedReturn,MinReturn,LossAfter,AverageReturn,KLBefore,dLoss,NumTrajs
1.8274242877960205,-149.64499999999936,0.3543318270241519,-60.39999999999998,5136,0,1.5838048458099365,0.00081322604091838,75.54864062702728,2.8953921794891357,-0.2518705725669861,0.05894160270690918,-105.76936777760805,-357.5,-0.250544935464859,-199.44615384615386,0.0,-0.0013256371021270752,312
1.845790147781372,,0.37948125479846795,-61.5,10291,1,1.5836533308029175,0.0007338948198594153,68.68169193964509,2.92657470703125,-0.24227723479270935,0.06374502182006836,-102.83356571902362,-337.50000000000006,-0.24082651734352112,-190.75,0.0007592728943563998,-0.0014507174491882324,312
1.808931589126587,,0.35229517910051183,-94.49999999999997,15291,2,1.5818958282470703,0.0007446332019753754,48.511648085794825,2.869281530380249,-0.24622909724712372,0.06243586540222168,-100.94987854825254,-275.5,-0.2414187490940094,-187.3,0.0007010117406025529,-0.004810348153114319,300
1.8318142890930176,,0.37861125243107163,5.000000000000014,20416,3,1.582475185394287,0.0006854708190076053,75.48424783752988,2.7896523475646973,-0.24032752215862274,0.06445765495300293,-88.91445599076818,-307.5,-0.2395976334810257,-163.55769230769232,0.0006492045358754694,-0.0007298886775970459,312
1.8207547664642334,,0.38757311475697964,-58.499999999999986,25597,4,1.580191969871521,0.0007009279797784984,62.94203118696465,2.8972153663635254,-0.2422572672367096,0.0642094612121582,-104.05575204049234,-330.0,-0.24202975630760193,-189.63846153846154,0.00065085559617728,-0.00022751092910766602,312
1.791795253753662,,0.35679295377170905,-88.00000000000003,30597,5,1.5786055326461792,0.0007627045270055532,67.11646593794998,2.9203782081604004,-0.24485646188259125,0.06197404861450195,-110.99467922958144,-337.0,-0.2436738759279251,-211.3,0.000682663347106427,-0.0011825859546661377,300
1.7516107559204102,,0.40078471788347086,-120.49999999999999,35597,6,1.5789897441864014,0.0008194580441340804,47.8444813954546,2.853630542755127,-0.2495977133512497,0.0604853630065918,-106.36937987980589,-321.0,-0.24668142199516296,-200.34,0.0006944135529920459,-0.002916291356086731,300
1.8611619472503662,,0.3784608587866948,-29.999999999999996,40746,7,1.5793936252593994,0.0007284233579412103,63.220009495346616,2.906857967376709,-0.24227076768875122,0.06515693664550781,-99.33786324807036,-364.0,-0.24298666417598724,-183.30384615384614,0.0007178353262133896,0.000715896487236023,312
1.8502397537231445,,0.3745525574903286,-3.799999999999983,45778,8,1.5799511671066284,0.000680590805131942,68.19504398171937,2.9029579162597656,-0.23732247948646545,0.06414580345153809,-90.39984735923954,-301.5,-0.23859302699565887,-168.04615384615383,0.0006394576630555093,0.0012705475091934204,312
1.940906286239624,,0.3850743050400398,-53.70000000000002,50883,9,1.5790448188781738,0.0007846396183595061,52.72502816191335,3.0662262439727783,-0.245976060628891,0.06824707984924316,-95.48168317152697,-258.5,-0.2424618899822235,-183.44230769230768,0.0006384002626873553,-0.0035141706466674805,312
1.9340813159942627,,0.38041854267561415,-68.19999999999999,56026,10,1.577776312828064,0.0008410478476434946,60.90145255309536,3.172631025314331,-0.24806493520736694,0.06920790672302246,-98.67723147111147,-308.00000000000006,-0.24560143053531647,-179.8,0.000746959529351443,-0.002463504672050476,312
