NumTrajs,AverageReturn,MinReturn,TotalEnvSteps,PolicyExecTime,MaxReturn,AverageDiscountedReturn,Entropy,dLoss,EnvExecTime,StdReturn,KLBefore,LossAfter,Iteration,LossBefore,KL,GradNorm,ProcessExecTime
684,110.99649122807021,89.99999999999997,101471,6.910837411880493,116.90000000000003,88.4245396536795,1.5808721780776978,-0.0008303076028823853,5.491578102111816,4.33892883993196,0.0004972260212525725,-0.18347413837909698,19,-0.18430444598197937,0.0004756679409183562,0.5341620624643798,0.12842392921447754
684,110.84736842105265,89.99999999999997,106488,6.360426425933838,117.40000000000003,90.02516051579015,1.5816280841827393,0.0029306411743164062,4.982647657394409,5.059578557553534,0.00046581498463638127,-0.18127690255641937,20,-0.17834626138210297,0.0004376060969661921,0.5922474215644417,0.12018752098083496
768,112.04843750000002,103.0,111577,6.738554954528809,117.90000000000003,90.96405587850265,1.5824806690216064,0.003176957368850708,5.42841100692749,3.4510411557374674,0.00040282774716615677,-0.18478474020957947,21,-0.18160778284072876,0.0005884681595489383,0.693783671195316,0.12708568572998047
648,110.49074074074078,89.99999999999999,116612,7.253474473953247,116.40000000000003,89.92173911720832,1.5796538591384888,0.002739444375038147,5.570787668228149,4.712051865656467,0.0006441846489906311,-0.18356749415397644,22,-0.1808280497789383,0.0004864828661084175,0.5366009745182561,0.14078068733215332
708,111.49491525423731,103.4,121630,8.428182125091553,117.20000000000003,90.61854701204366,1.58089017868042,0.002846747636795044,6.664932727813721,3.337533024216161,0.00044694155803881586,-0.18294110894203186,23,-0.18009436130523682,0.0004365133063402027,0.5562683337058424,0.16466665267944336
780,112.09538461538463,90.00000000000001,126668,7.092751502990723,117.30000000000004,92.09897866705165,1.5817680358886719,0.0026344209909439087,5.649770259857178,3.9264166779640353,0.0004113506875000894,-0.18378829956054688,24,-0.18115387856960297,0.00047004749649204314,0.645039260784219,0.13779211044311523
744,111.86451612903228,102.19999999999999,131712,7.580110549926758,116.80000000000001,90.02865241656816,1.5791499614715576,0.0038533806800842285,6.144999980926514,3.2072547186628397,0.0004993096808902919,-0.18465958535671234,25,-0.1808062046766281,0.0005668177036568522,0.5737018116390585,0.15014100074768066
780,111.86615384615388,90.0,136799,8.890235185623169,118.00000000000003,90.68356257344283,1.5787980556488037,0.0024519413709640503,7.200584888458252,4.851178347674594,0.0005603696336038411,-0.1820758581161499,26,-0.17962391674518585,0.00046371607459150255,0.664471164301829,0.17058372497558594
696,110.95344827586209,89.99999999999997,141846,7.827588319778442,117.40000000000002,91.10627109989989,1.5773742198944092,-0.0065187811851501465,6.076862573623657,5.162437793471479,0.0005039345123805106,-0.18401795625686646,27,-0.1905367374420166,0.0005516294622793794,0.5723446328640913,0.1491549015045166
816,112.49558823529415,102.60000000000002,146949,8.223638772964478,117.50000000000003,92.60556565130828,1.5802826881408691,0.005554690957069397,6.626570463180542,3.307364057209374,0.0004897182807326317,-0.1823403537273407,28,-0.1767856627702713,0.0004387508088257164,0.6386252974141047,0.15970349311828613
804,112.3402985074627,89.99999999999999,151981,8.002395153045654,117.80000000000005,92.47927949947227,1.5791362524032593,-0.004418730735778809,6.486886978149414,4.156134099997499,0.0004390503163449466,-0.18333575129508972,29,-0.18775448203086853,0.000562271336093545,0.6007811990026212,0.15537619590759277
912,113.39210526315789,106.60000000000001,157003,8.217674732208252,117.90000000000003,94.51065087208416,1.5792323350906372,-0.0030743777751922607,6.691483020782471,2.3926292055467986,0.0005158087005838752,-0.18297043442726135,30,-0.1860448122024536,0.00038043863605707884,0.6970033158617398,0.1594221591949463
792,112.40151515151518,102.5,162018,8.426357746124268,117.90000000000003,92.3508621280893,1.5766170024871826,0.0013933777809143066,6.8416197299957275,3.338049349828681,0.0004329413059167564,-0.18437044322490692,31,-0.18297706544399261,0.00044929891009815037,0.5697402405880528,0.16526150703430176
864,113.01527777777781,105.00000000000001,167047,8.006081342697144,117.70000000000006,94.15050545436718,1.5776792764663696,0.00018776953220367432,6.460063934326172,2.780470569796813,0.0004169827443547547,-0.18266843259334564,32,-0.18248066306114197,0.0003566546947695315,0.5359013703036233,0.15813207626342773
900,113.2946666666667,105.6,172076,7.9724507331848145,118.4,94.16438017474043,1.5774564743041992,-0.0032872259616851807,6.4953343868255615,2.870535064331315,0.00034325275919400156,-0.18425260484218597,33,-0.18753983080387115,0.0004548885044641793,0.7684441237157047,0.15615010261535645
936,113.55641025641027,105.90000000000003,177102,7.103752851486206,118.10000000000001,95.32635016835427,1.5783716440200806,-0.0045118629932403564,5.710825443267822,2.6541013131392734,0.00044888403499498963,-0.18171219527721405,34,-0.1862240582704544,0.00031975991441868246,0.6202929221285036,0.13502717018127441
888,113.09459459459462,90.0,182112,6.60223650932312,118.20000000000002,95.36528123586079,1.578519582748413,0.0015782862901687622,5.227551460266113,3.881518645814895,0.0003272662579547614,-0.18222381174564362,35,-0.18064552545547485,0.0003758845559787005,0.5825167288583252,0.1240847110748291
1008,113.9761904761905,105.60000000000001,187172,6.990049362182617,117.90000000000006,96.66752003387003,1.578031301498413,-0.0010812431573867798,5.670077323913574,2.5274973057128136,0.00034341952414251864,-0.18048661947250366,36,-0.18156786262989044,0.0003303942212369293,0.5032506491188191,0.13337421417236328
984,113.85121951219513,105.20000000000002,192214,6.48226523399353,117.80000000000004,95.50452638804956,1.575190544128418,0.003960326313972473,5.340380430221558,2.315759576300842,0.0003344232391100377,-0.18379449844360352,37,-0.17983417212963104,0.0004445622325874865,0.5785314170793611,0.12322998046875
996,113.93493975903617,105.50000000000001,197248,6.581694841384888,117.80000000000004,96.9672829909134,1.5741363763809204,-0.00158005952835083,5.34065842628479,2.667087836291026,0.00044110018643550575,-0.18281838297843933,38,-0.18439844250679016,0.0003194472228642553,0.698508442814792,0.12573838233947754
924,113.39740259740265,101.1,202332,6.479151248931885,117.40000000000002,95.83491372710066,1.5718131065368652,-0.0006598830223083496,5.170359373092651,3.241411189629148,0.0003415912506170571,-0.18268762528896332,39,-0.18334750831127167,0.0003976165608037263,0.5792369971525784,0.1228189468383789
1032,114.18139534883723,105.2,207336,6.377238750457764,117.70000000000005,97.43030930339103,1.5721828937530518,0.004258930683135986,5.200809001922607,2.574088758516806,0.00035764146014116704,-0.18196147680282593,40,-0.17770254611968994,0.0004125064006075263,0.6521062839791667,0.12021732330322266
1080,114.43000000000005,104.39999999999999,212349,6.532913684844971,118.80000000000001,97.4842179370919,1.5715627670288086,0.00030140578746795654,5.37135124206543,2.3848806166254053,0.00040387664921581745,-0.18245694041252136,41,-0.1821555346250534,0.00035138032399117947,0.6899982536618553,0.12236213684082031
1056,114.1852272727273,103.8,217466,6.61653208732605,118.30000000000003,97.85887607146459,1.5703481435775757,-0.0020709484815597534,5.31732439994812,2.604434146042944,0.0003600812633521855,-0.18180643022060394,42,-0.1838773787021637,0.00038250326178967953,0.5791617393066741,0.12375330924987793
972,113.78765432098767,105.00000000000001,222498,6.7228333950042725,118.80000000000004,96.82401545585397,1.5698871612548828,-0.0034654736518859863,5.317885398864746,2.510195640206354,0.0003955177089665085,-0.1831706315279007,43,-0.18663610517978668,0.00038546932046301663,0.6127724319734599,0.12510919570922852
984,113.8926829268293,101.89999999999999,227506,3.6839590072631836,117.30000000000001,97.75315898492038,1.568518877029419,-0.004147782921791077,2.9490973949432373,2.6258462277254107,0.000379339064238593,-0.183150053024292,44,-0.18729783594608307,0.0003574359288904816,0.5406544289449314,0.07181096076965332
1092,114.49010989010992,102.4,232520,3.8025214672088623,117.90000000000005,98.726139747569,1.5678300857543945,0.0015952587127685547,3.085550546646118,2.4697312638011293,0.0003326981095597148,-0.1813792735338211,45,-0.17978401482105255,0.0003321236581541598,0.5899101216984002,0.07341384887695312
1224,115.08529411764708,108.6,237533,3.9757704734802246,118.60000000000002,99.38601530386245,1.5691397190093994,0.0013744235038757324,3.345280170440674,1.9704879986212873,0.0003088119556196034,-0.18018852174282074,46,-0.178814098238945,0.00029362287023104727,0.5355305218350424,0.07761406898498535
1128,114.66702127659578,109.80000000000004,242546,4.700868844985962,117.90000000000003,98.49223083303157,1.5676441192626953,-0.005583137273788452,3.9109182357788086,2.023920163774884,0.0003132163255941123,-0.18185676634311676,47,-0.1874399036169052,0.00029531255131587386,0.6119396873072134,0.09194421768188477
1152,114.77083333333337,109.59999999999998,247566,4.934083700180054,117.80000000000005,98.44248183605798,1.5660229921340942,0.0010921508073806763,4.148908853530884,1.8452595044841011,0.00029194934177212417,-0.18125465512275696,48,-0.18016250431537628,0.0003576376475393772,0.6021835461238785,0.09616661071777344
1092,114.39120879120881,89.99999999999997,252570,6.1536242961883545,118.20000000000002,99.39910659248274,1.5683717727661133,0.002113521099090576,4.865843772888184,3.2990724088149515,0.00036461889976635575,-0.18203479051589966,49,-0.17992126941680908,0.000328330002957955,0.6264745934166065,0.11787557601928711
1188,114.94242424242427,101.89999999999999,257577,7.010112285614014,118.20000000000003,100.15730407447798,1.5693541765213013,0.004728630185127258,5.682016849517822,2.539191428968618,0.00031107477843761444,-0.1813083440065384,50,-0.17657971382141113,0.0002754957531578839,0.620994819594155,0.13472342491149902
1116,114.6161290322581,103.6,262584,6.845818996429443,118.40000000000003,99.45092796945401,1.5654551982879639,0.00125846266746521,5.457528352737427,2.721688688421958,0.0002878895029425621,-0.18403683602809906,51,-0.18277837336063385,0.00043190180440433323,0.6267945588319201,0.12940526008605957
1044,114.24942528735633,104.69999999999999,267587,6.554169178009033,118.70000000000005,99.233343168815,1.5657776594161987,0.0019402652978897095,5.192041397094727,2.9236991827280616,0.00044676955440081656,-0.18354269862174988,52,-0.18160243332386017,0.0003303966368548572,0.605796827868468,0.12487173080444336
1164,114.73917525773197,89.99999999999997,272590,6.570052862167358,118.40000000000002,100.64713971365234,1.566367506980896,-0.0007127970457077026,5.2334794998168945,3.7315472234215386,0.0003072597028221935,-0.18227848410606384,53,-0.18299128115177155,0.0002874242200050503,0.6170984221936813,0.12371063232421875
1272,115.24339622641511,108.30000000000001,277632,6.773327350616455,118.60000000000005,100.95187505906532,1.563123106956482,-0.006754711270332336,5.522238254547119,1.879834339746844,0.0002696109004318714,-0.1809951514005661,54,-0.18774986267089844,0.000351615046383813,0.6272596283876268,0.1286180019378662
1188,114.90909090909092,104.00000000000003,282672,6.580540180206299,117.90000000000003,100.53367262772643,1.5625768899917603,-0.007323026657104492,5.332762956619263,2.544357628009536,0.00036164704943075776,-0.18168704211711884,55,-0.18901006877422333,0.0003835215466096997,0.6253388744211443,0.1253650188446045
1212,115.04356435643565,106.5,287678,6.699785232543945,118.60000000000005,100.97842567695618,1.5621336698532104,0.0005140453577041626,5.371170520782471,2.4594701128408367,0.00038165863952599466,-0.18104271590709686,56,-0.1805286705493927,0.0003007217310369015,0.6182162905908941,0.1268606185913086
1200,114.98200000000003,107.89999999999998,292696,6.580519199371338,118.70000000000005,100.5693249805667,1.5612585544586182,0.0047865211963653564,5.319595813751221,2.147667572041826,0.0003042248426936567,-0.17869983613491058,57,-0.17391331493854523,0.00031294176005758345,0.6117373172175209,0.1252734661102295
1164,114.70824742268044,89.99999999999997,297729,6.589738130569458,118.50000000000006,100.33663961246178,1.5607731342315674,-0.001748204231262207,5.229014873504639,3.319690399894726,0.00032000913051888347,-0.18059949576854706,58,-0.18234769999980927,0.00029955568606965244,0.6131571800941484,0.12472772598266602
1140,114.71684210526317,103.1,302748,6.326671123504639,118.60000000000005,100.58934778401165,1.5611369609832764,-0.006599649786949158,5.055455207824707,3.1088211552080787,0.00030524423345923424,-0.18109047412872314,59,-0.1876901239156723,0.00035728682996705174,0.581197095152986,0.12133646011352539
1248,115.18942307692312,107.59999999999998,307751,6.546972751617432,118.50000000000006,100.65036527322364,1.5599650144577026,0.005562052130699158,5.339318752288818,2.2072833228110533,0.00033853447530418634,-0.18152675032615662,60,-0.17596469819545746,0.000302047556033358,0.7307312577992874,0.1233372688293457
1284,115.32710280373836,105.60000000000001,312751,6.370465040206909,118.60000000000005,101.21597607397635,1.559041142463684,0.0028836578130722046,5.256407976150513,2.1313227034090665,0.00029467931017279625,-0.18004383146762848,61,-0.17716017365455627,0.00030887144384905696,0.6638473357665354,0.12141299247741699
1200,114.97200000000002,103.60000000000001,317779,3.805828332901001,118.60000000000005,100.84561155078741,1.5590635538101196,0.0017794221639633179,3.06539249420166,2.461913077263295,0.0003232948074582964,-0.1816309690475464,62,-0.17985154688358307,0.00032113181077875197,0.5218448904707645,0.07400178909301758
1176,114.87040816326534,108.20000000000002,322806,3.796630382537842,118.40000000000002,100.74903996614323,1.5606492757797241,-0.0008245110511779785,3.076005697250366,2.357757893080282,0.0003236815973650664,-0.1808803826570511,63,-0.18170489370822906,0.00033709866693243384,0.6604433397066077,0.07492446899414062
1368,115.58070175438598,110.00000000000001,327844,4.078172922134399,118.60000000000002,102.02302858403908,1.561392068862915,0.002974376082420349,3.4037482738494873,2.082714035376638,0.00030891018104739487,-0.17818011343479156,64,-0.17520573735237122,0.00023061786487232894,0.7118208056489784,0.08025646209716797
1212,115.04455445544558,109.59999999999997,332849,4.875290155410767,118.20000000000002,101.18819159388829,1.5600844621658325,-0.0016382932662963867,3.8675127029418945,2.1222757842609434,0.0002453402557875961,-0.17936500906944275,65,-0.18100330233573914,0.0002944562875200063,0.6264340317087991,0.09406185150146484
1320,115.44909090909093,110.00000000000003,337855,6.703938722610474,119.3,101.55491357394696,1.5581480264663696,0.0029658526182174683,5.536450147628784,1.8863020800471242,0.00028272593044675887,-0.18068738281726837,66,-0.1777215301990509,0.00032114770147018135,0.6923532802686535,0.1274399757385254
1380,115.64000000000003,111.1,342869,6.717061758041382,118.4,102.01169780526524,1.5580670833587646,-0.002109512686729431,5.532390117645264,1.8149523888832615,0.00030906294705346227,-0.1797126978635788,67,-0.18182221055030823,0.00025543797528371215,0.6028203117045888,0.12687230110168457
1512,115.97380952380955,110.4,347942,6.641202926635742,118.89999999999999,103.36173877759151,1.5588783025741577,0.0015482306480407715,5.53990626335144,1.810646581496214,0.000238682099734433,-0.17942778766155243,68,-0.17787955701351166,0.00034398442949168384,0.6664030643479403,0.12763595581054688
1356,115.53893805309735,110.50000000000003,352983,7.055523157119751,118.60000000000004,102.14703324516948,1.5552006959915161,0.0020086467266082764,5.860905170440674,1.871085701972844,0.0003659066860564053,-0.17986901104450226,69,-0.17786036431789398,0.0002692054840736091,0.5350013290387177,0.1423172950744629
1500,115.9984,111.4,357985,6.735824108123779,119.1,103.51592577137922,1.5565266609191895,-0.0015667229890823364,5.552555561065674,1.6829014944434535,0.0002501082781236619,-0.179960697889328,70,-0.18152742087841034,0.0003038851427845657,0.6478909445036735,0.12786459922790527
1428,115.66134453781511,89.99999999999999,363048,6.623360872268677,119.00000000000003,102.82191310991719,1.5549354553222656,0.0005190372467041016,5.468465566635132,2.9604709267588643,0.0003160334308631718,-0.18134155869483948,71,-0.18082252144813538,0.00023285510542336851,0.7083847819833681,0.12775921821594238
1512,116.02936507936512,110.99999999999996,368051,6.6933088302612305,118.80000000000003,103.83007772181071,1.5555154085159302,-0.0002830922603607178,5.492405891418457,1.6893723574023491,0.00021445122547447681,-0.17929643392562866,72,-0.17957952618598938,0.00026363437063992023,0.6966462167629922,0.12752199172973633
1500,115.95920000000002,109.29999999999998,373102,6.450102806091309,118.60000000000005,102.80389198136301,1.5556167364120483,-0.001002475619316101,5.458654403686523,1.7441603596000057,0.0002667586668394506,-0.17826040089130402,73,-0.17926287651062012,0.0002743795921560377,0.7555806484943834,0.12434983253479004
1416,115.73050847457628,108.69999999999999,378140,6.530750513076782,118.90000000000003,103.13178496634374,1.551942229270935,0.006280288100242615,5.304972171783447,2.0287137310302263,0.00029063542024232447,-0.17953796684741974,74,-0.17325767874717712,0.00033154303673654795,0.789543262036725,0.12488436698913574
1464,115.88688524590168,106.20000000000002,383158,6.6482555866241455,118.70000000000003,103.46595650782693,1.5515751838684082,0.00034900009632110596,5.464457273483276,1.7007689109549429,0.00032790188561193645,-0.17820268869400024,75,-0.17785368859767914,0.00023645171313546598,0.5797967134999382,0.13001275062561035
1404,115.69829059829064,109.09999999999997,388191,6.763817310333252,118.60000000000004,103.0056085733024,1.5504846572875977,0.0016338527202606201,5.601387977600098,2.0388945767351103,0.0002406655839877203,-0.1817704141139984,76,-0.1801365613937378,0.000296770449494943,0.6689271355239887,0.13582777976989746
1404,115.72307692307696,107.19999999999999,393195,6.649027109146118,118.80000000000003,103.14813404193335,1.5526020526885986,0.0024469494819641113,5.431265592575073,2.036982207936632,0.00029603546136058867,-0.18151134252548218,77,-0.17906439304351807,0.0004233501967974007,0.646318181685036,0.13093996047973633
1332,115.4765765765766,101.10000000000001,398216,6.668593883514404,118.70000000000005,102.99743815255964,1.5498439073562622,0.0045549869537353516,5.340341567993164,2.6145109599027103,0.0004358479636721313,-0.17958256602287292,78,-0.17502757906913757,0.00030288033303804696,0.8043499416770099,0.1291642189025879
1296,115.36481481481485,105.20000000000002,403222,6.592833042144775,118.80000000000003,102.84040013024871,1.5515958070755005,0.0007477998733520508,5.240032911300659,2.469454686198548,0.00030660812626592815,-0.17952600121498108,79,-0.17877820134162903,0.0003030729421880096,0.6471960361410751,0.12683939933776855
1560,116.13923076923079,106.3,408241,6.9338226318359375,118.60000000000004,104.04802749602179,1.5568114519119263,-0.0037793517112731934,5.834331750869751,1.739164085408948,0.00026373277069069445,-0.17965513467788696,80,-0.18343448638916016,0.00048587392666377127,0.6159959089857511,0.1389620304107666
1452,115.86528925619838,107.69999999999999,413244,6.6535162925720215,118.90000000000002,104.0086485320806,1.5565632581710815,0.0020519644021987915,5.3863303661346436,2.0256500127569224,0.0004946092958562076,-0.17847751080989838,81,-0.17642554640769958,0.00024731093435548246,0.6285663542743621,0.12785863876342773
1512,115.93650793650795,89.99999999999999,418264,6.5146825313568115,118.90000000000002,104.98215268347028,1.556442379951477,0.003378435969352722,5.269134044647217,3.08374136745701,0.00023716071154922247,-0.1795591562986374,82,-0.17618072032928467,0.000227756128879264,0.5616865937815362,0.12638306617736816
1500,115.99600000000002,109.29999999999998,423269,6.492085933685303,118.70000000000002,104.37675323958912,1.5540134906768799,0.005617409944534302,5.3113343715667725,1.8096364275732395,0.0002301436907146126,-0.17884983122348785,83,-0.17323242127895355,0.00024333488545380533,0.6548577861456816,0.12662959098815918
1560,116.12384615384617,107.3,428308,6.3760826587677,118.60000000000004,104.26763556577913,1.5515048503875732,-0.0005704611539840698,5.32508397102356,1.8439841416869411,0.00024069145729299635,-0.18009372055530548,84,-0.18066418170928955,0.00027636499726213515,0.6889466840113755,0.12432718276977539
1392,115.62672413793106,106.7,433381,6.595030069351196,118.50000000000006,103.14810527013624,1.5509947538375854,-0.0050149112939834595,5.306696891784668,2.2768080257169503,0.0003037315618712455,-0.18119356036186218,85,-0.18620847165584564,0.00030279805650934577,0.5681942322882093,0.12616419792175293
1716,116.49090909090913,107.40000000000003,438399,6.962415456771851,118.70000000000003,105.69705049484264,1.5520378351211548,0.0025375783443450928,5.902523994445801,1.6942894251193368,0.0002558094565756619,-0.18026518821716309,86,-0.177727609872818,0.0002269615652039647,0.7114833308726831,0.14172768592834473
1716,116.4713286713287,110.4,443445,6.495908498764038,119.00000000000003,105.1379184524168,1.5465688705444336,0.0010108500719070435,5.476704359054565,1.5268974153982964,0.00022681905829813331,-0.17598311603069305,87,-0.174972265958786,0.0003979297471232712,0.7891803834174484,0.12634682655334473
1656,116.33478260869569,111.50000000000003,448503,6.790405035018921,118.90000000000002,104.92516269497256,1.541970133781433,0.0052556246519088745,5.640318393707275,1.3832670932584776,0.00040390025242231786,-0.1776736080646515,88,-0.17241798341274261,0.0003201747313141823,0.7080969657194576,0.1361997127532959
1752,116.56438356164385,112.90000000000003,453519,6.528665542602539,119.00000000000001,105.44769995973644,1.537750244140625,0.0014958381652832031,5.454463720321655,1.448227056198417,0.00031214975751936436,-0.178185373544693,89,-0.1766895353794098,0.00029602061840705574,0.59785372941689,0.1250619888305664
1728,116.52222222222223,111.19999999999997,458527,6.90859842300415,119.00000000000003,105.7172927555853,1.5386110544204712,0.0018789470195770264,5.725818634033203,1.4871413874184465,0.0002958851109724492,-0.17724120616912842,90,-0.1753622591495514,0.00022313139925245196,0.7221795823761139,0.13708925247192383
1740,116.52620689655174,110.50000000000001,463564,6.630701780319214,118.80000000000004,105.61724644634427,1.5396144390106201,0.0012144744396209717,5.569320440292358,1.5126601683061658,0.0002240247995359823,-0.17778635025024414,91,-0.17657187581062317,0.00020912157197017223,0.7797952944535607,0.12902450561523438
1776,116.61081081081082,111.60000000000002,468580,6.895522832870483,119.00000000000001,105.79544480785289,1.5399205684661865,-0.005722463130950928,5.810049057006836,1.595438393329608,0.00020416523329913616,-0.1748485118150711,92,-0.18057097494602203,0.00015560010797344148,0.7384721691051788,0.13559627532958984
1668,116.37050359712234,110.00000000000001,473625,6.862360715866089,119.2,105.50538344101,1.5413691997528076,0.00492347776889801,5.60920786857605,1.7327340743141288,0.00016460979531984776,-0.17938344180583954,93,-0.17445996403694153,0.0002512740029487759,0.7122241265821622,0.1324138641357422
1812,116.6629139072848,110.30000000000001,478664,6.59931206703186,119.0,106.39540085438986,1.5405972003936768,-0.0006755441427230835,5.473368167877197,1.3228313951040092,0.00023914485063869506,-0.176882803440094,94,-0.17755834758281708,0.00026070469175465405,0.7636184613703582,0.12785720825195312
1740,116.51379310344831,111.0,483719,6.643618583679199,118.80000000000003,105.05032063204956,1.5408270359039307,-0.0014750957489013672,5.647258043289185,1.4832220606948112,0.00026822913787327707,-0.1783001720905304,95,-0.17977526783943176,0.00027865945594385266,0.7301112845333553,0.12884163856506348
1704,116.47676056338031,110.1,488722,6.760229110717773,119.0,105.57983716375053,1.5417736768722534,0.0013426542282104492,5.575023651123047,1.7975204162666616,0.00028407969512045383,-0.17681832611560822,96,-0.17547567188739777,0.00021117662254255265,0.7864335887943953,0.12987732887268066
1776,116.58986486486491,111.10000000000002,493769,6.679209232330322,118.90000000000002,105.66486135452088,1.5393916368484497,0.0035807043313980103,5.634960889816284,1.5891413568366963,0.00020335665612947196,-0.17538273334503174,97,-0.17180202901363373,0.00022497709142044187,0.7689948287792517,0.1297440528869629
