ProcessExecTime,MinReturn,PolicyExecTime,KL,dLoss,AverageReturn,KLBefore,StdReturn,Entropy,EnvExecTime,AverageDiscountedReturn,GradNorm,MaxReturn,TotalEnvSteps,LossBefore,LossAfter,NumTrajs,Iteration
0.1045527458190918,-261.5,3.3833107948303223,0.0010637064697220922,-0.004306405782699585,-121.92142857142858,0.0,57.50607643137039,1.5803931951522827,3.981487512588501,-73.62219744420482,0.4307081027098334,8.700000000000014,5083,-0.18782539665699005,-0.18351899087429047,336,0
0.07744526863098145,-221.0,3.0496156215667725,0.0010199039243161678,-0.0012801140546798706,-124.06785714285714,0.001031793188303709,56.084337344825286,1.5802710056304932,3.6387276649475098,-70.35392607662419,0.40229286781232027,24.80000000000002,10202,-0.1832587569952011,-0.18197864294052124,336,1
0.079010009765625,-293.0,3.083740234375,0.0010235575027763844,-0.0026176273822784424,-136.7642857142857,0.0010518007911741734,68.36744324543933,1.5791634321212769,3.794931650161743,-78.83946084640483,0.47046908916643615,22.19999999999999,15366,-0.1822664588689804,-0.17964883148670197,336,2
0.07855224609375,-270.5,3.0792396068573,0.0010753952665254474,0.0006420314311981201,-128.1107142857143,0.0010035807499662042,68.37259444337599,1.5778217315673828,3.7886815071105957,-74.03735744361482,0.43641941432023457,-8.79999999999998,20437,-0.18084068596363068,-0.1814827173948288,336,3
0.07539725303649902,-240.00000000000006,2.947216033935547,0.0011434309417381883,-0.00013978779315948486,-136.1,0.001153152552433312,49.512901423845165,1.575060248374939,3.703317165374756,-74.11848838025998,0.42165480774645175,-18.6,25504,-0.18140147626399994,-0.18126168847084045,324,4
0.07567691802978516,-283.50000000000006,2.9833943843841553,0.001091974787414074,0.0033375173807144165,-117.83703703703705,0.0011515215737745166,59.595352466994406,1.5730981826782227,3.712047576904297,-69.86234100328308,0.3960029178463556,-29.999999999999993,30575,-0.17829687893390656,-0.18163439631462097,324,5
0.0783994197845459,-267.00000000000006,3.05560302734375,0.0011521033011376858,-0.0017648190259933472,-133.50384615384615,0.0011722252238541842,62.36678406361732,1.5697431564331055,3.8670706748962402,-73.23637614551998,0.42996926163224986,-36.0,35746,-0.18150487542152405,-0.1797400563955307,312,6
0.07567882537841797,-264.50000000000006,3.0008420944213867,0.0008766448008827865,0.003064095973968506,-125.4074074074074,0.0010241359705105424,58.28017213125606,1.572961688041687,3.7099857330322266,-71.49716562076527,0.3954182292978168,5.9000000000000155,40751,-0.17580606043338776,-0.17887015640735626,324,7
0.07608270645141602,-257.5,2.9540679454803467,0.0009456632542423904,0.003023102879524231,-105.45357142857142,0.0008685988141223788,63.27498649400352,1.573644995689392,3.6873562335968018,-56.72260629510621,0.3931169348412485,-16.799999999999994,45813,-0.17693479359149933,-0.17995789647102356,336,8
0.07682538032531738,-204.0,3.039149284362793,0.0009959442541003227,4.692375659942627e-05,-115.22592592592592,0.0009871572256088257,56.66259196194933,1.5709878206253052,3.7555301189422607,-65.40291587492966,0.47058888403146504,14.000000000000018,50924,-0.18136221170425415,-0.18140913546085358,324,9
0.07674479484558105,-208.5,3.0075371265411377,0.0009879105491563678,0.0012683868408203125,-117.21111111111111,0.0010218744864687324,47.75817427285662,1.567839503288269,3.7267448902130127,-64.47701345085012,0.42693312370787245,-34.7,56086,-0.18015804886817932,-0.18142643570899963,324,10
0.07664227485656738,-198.49999999999997,2.9794414043426514,0.0010786536149680614,-0.005323007702827454,-117.21538461538461,0.0010057539911940694,51.112114267090064,1.564177393913269,3.68611741065979,-68.71376074805586,0.42011568828771817,19.9,61142,-0.1872093677520752,-0.18188636004924774,312,11
0.07764649391174316,-264.0,3.0767343044281006,0.0009646890102885664,0.0030065178871154785,-107.29259259259258,0.001038447837345302,65.99671106241767,1.5669267177581787,3.89508056640625,-57.66978514199301,0.4396701503375716,6.000000000000021,66271,-0.177005335688591,-0.18001185357570648,324,12
0.07745575904846191,-214.0,3.031285524368286,0.0009310071473009884,0.0023165345191955566,-95.27777777777777,0.0009672605665400624,47.563130237871135,1.565345287322998,3.8448567390441895,-50.77342410631219,0.44528284789852335,-6.999999999999993,71376,-0.1768617033958435,-0.17917823791503906,324,13
0.07516098022460938,-288.5,2.938253402709961,0.001137778046540916,0.0008574426174163818,-116.54615384615384,0.0009601021884009242,59.9415820148073,1.5619146823883057,3.690152168273926,-68.34899857163374,0.42587388119904396,-9.399999999999995,76448,-0.18244391679763794,-0.18330135941505432,312,14
0.07760405540466309,-168.50000000000003,3.0076706409454346,0.0009687877609394491,0.0057307034730911255,-84.93703703703703,0.0011007217690348625,48.19930188635477,1.5619159936904907,3.739506244659424,-44.22824745302278,0.4159790849397105,2.40000000000001,81536,-0.17366904020309448,-0.1793997436761856,324,15
0.07454895973205566,-219.0,2.9180145263671875,0.0012292328756302595,-0.002724587917327881,-108.04,0.0010583056136965752,46.295770865166524,1.5563229322433472,3.7083888053894043,-58.46735884236688,0.5016469264961814,-29.49999999999997,86536,-0.1855936497449875,-0.1828690618276596,300,16
