NumTrajs,dLoss,ProcessExecTime,Entropy,AverageReturn,MaxReturn,KL,AverageDiscountedReturn,TotalEnvSteps,EnvExecTime,MinReturn,LossBefore,StdReturn,GradNorm,LossAfter,PolicyExecTime,Iteration,KLBefore
304,-0.00028628110885620117,0.17636370658874512,1.5101077556610107,-42.11842105263157,-5.499999999999982,0.0012601055204868317,-21.739669225622947,197440,5.971081733703613,-92.99999999999997,-0.17154507339000702,23.568052140926948,0.48994474580387004,-0.17125879228115082,8.441442012786865,25,0.0011987061006948352
304,-0.0010236352682113647,0.1743946075439453,1.5071967840194702,-47.77631578947367,10.500000000000007,0.0011099670082330704,-27.696432281374385,205040,5.805085897445679,-118.49999999999996,-0.1726091206073761,26.431813309866676,0.4253167317319965,-0.17158548533916473,8.455482244491577,26,0.0012836791574954987
304,0.0016432851552963257,0.17785882949829102,1.5097171068191528,-45.46052631578946,-0.4999999999999787,0.00109126977622509,-25.769281212633505,212640,5.948530435562134,-109.00000000000001,-0.16920176148414612,24.724902633767993,0.37675943672607537,-0.17084504663944244,8.61231780052185,27,0.0011166693875566125
304,0.0029262006282806396,0.17704010009765625,1.5073884725570679,-41.27631578947367,16.000000000000007,0.0012556425062939525,-23.050317486274604,220240,5.821944236755371,-84.49999999999997,-0.17011715471744537,23.197577394049333,0.4343382714199327,-0.173043355345726,8.633594036102295,28,0.0010766593040898442
304,-0.0009032487869262695,0.17626237869262695,1.5045175552368164,-42.423684210526304,2.0000000000000107,0.0011783854570239782,-24.868133589249457,227811,5.79019832611084,-112.49999999999997,-0.17279893159866333,25.69675828634018,0.5199775947549564,-0.17189568281173706,8.509314060211182,29,0.001287587103433907
304,-0.0012789517641067505,0.17928314208984375,1.5063174962997437,-38.657894736842096,12.499999999999998,0.0012753235641866922,-20.91020224365507,235411,5.92814826965332,-106.49999999999996,-0.17219766974449158,24.2541654759814,0.4880261136743201,-0.17091871798038483,8.65490198135376,30,0.0011510684853419662
304,-0.0005952566862106323,0.17757749557495117,1.5071898698806763,-40.17105263157894,6.000000000000006,0.0011578346602618694,-23.193131483225226,243011,5.896522283554077,-86.49999999999997,-0.17263466119766235,18.90428673044036,0.48433712558156583,-0.17203940451145172,8.554483890533447,31,0.0012695358600467443
304,0.0027125924825668335,0.1811361312866211,1.506885290145874,-38.03947368421051,-2.0000000000000124,0.0012866482138633728,-21.00162430302341,250611,5.889560222625732,-84.99999999999997,-0.17142052948474884,24.125871017531587,0.3633514175648606,-0.17413312196731567,8.66150689125061,32,0.0011719136964529753
304,0.00017309188842773438,0.1777968406677246,1.5074446201324463,-40.5657894736842,13.99999999999999,0.0011927984887734056,-22.162619357322065,258211,5.716274738311768,-132.5,-0.17255669832229614,26.076348189557667,0.37983569418929075,-0.17272979021072388,8.63808274269104,33,0.001290772226639092
304,-0.0013795346021652222,0.17888808250427246,1.5085381269454956,-35.87105263157894,21.50000000000003,0.0011590219801291823,-18.74890320798997,265797,5.6036951541900635,-80.99999999999999,-0.1728087216615677,22.08129606101218,0.39165951451022507,-0.17142918705940247,8.463381052017212,34,0.0012152466224506497
304,-0.001030758023262024,0.17493152618408203,1.506190538406372,-37.10526315789473,15.999999999999979,0.0012220707722008228,-20.049782969119086,273397,5.764558792114258,-104.99999999999997,-0.1739901453256607,26.640431750970478,0.5723146188436641,-0.17295938730239868,8.551222085952759,35,0.0011652862885966897
304,-0.004129171371459961,0.1852588653564453,1.5074448585510254,-39.64473684210525,2.000000000000009,0.001207465655170381,-22.39556838817848,280997,5.7112836837768555,-86.99999999999997,-0.17745135724544525,18.30476925728174,0.3967199063016623,-0.1733221858739853,8.693585395812988,36,0.0012121255276724696
312,-0.005617871880531311,0.172088623046875,1.5098681449890137,-29.41794871794871,39.699999999999996,0.0011060831602662802,-13.153560831349031,288640,5.665558815002441,-88.0,-0.1783776581287384,27.23067531008961,0.38759022660926495,-0.1727597862482071,8.593478202819824,37,0.0011614926625043154
312,0.0016415417194366455,0.17546296119689941,1.5086945295333862,-32.17692307692307,18.5,0.0010340395383536816,-15.345505235781292,296304,5.623479604721069,-83.99999999999997,-0.17069025337696075,23.530824972063293,0.4412959582896158,-0.1723317950963974,8.645404815673828,38,0.0011099816765636206
304,0.0009881854057312012,0.17552685737609863,1.5061689615249634,-30.513157894736832,4.999999999999998,0.0011392890010029078,-12.569476897654445,303904,5.571948766708374,-80.5,-0.1719438135623932,21.590228918761905,0.42971434751613474,-0.1729319989681244,8.550478219985962,39,0.0010426763910800219
304,0.00025884807109832764,0.17763972282409668,1.5057544708251953,-26.026315789473678,18.99999999999999,0.0012298932997509837,-10.700683448980532,311504,5.503117322921753,-75.49999999999997,-0.17407017946243286,21.399381252866636,0.45043962995018566,-0.1743290275335312,8.544141292572021,40,0.0011296669254079461
304,0.0011253207921981812,0.1787872314453125,1.504518985748291,-33.407894736842096,6.500000000000016,0.0011694796849042177,-16.507314019522845,319104,5.702593088150024,-80.49999999999999,-0.17111757397651672,21.885724517893625,0.4507997228631587,-0.1722428947687149,8.620303630828857,41,0.0012704349355772138
304,0.0009559690952301025,0.1802222728729248,1.5028672218322754,-28.539473684210513,3.5000000000000018,0.0011044720886275172,-13.11731758561144,326704,5.63895058631897,-82.99999999999997,-0.17012806236743927,19.193742668321057,0.47515103289183896,-0.17108403146266937,8.61617112159729,42,0.001175641780719161
304,0.0036105960607528687,0.1784806251525879,1.501175045967102,-30.815789473684198,2.9999999999999982,0.001087306416593492,-13.778614048778078,334304,5.589669704437256,-85.99999999999997,-0.1679506152868271,19.703199397102857,0.4377757181893706,-0.17156121134757996,8.61371374130249,43,0.0011305147781968117
304,-0.0015600025653839111,0.17496633529663086,1.5016406774520874,-26.381578947368414,23.499999999999986,0.0012203786754980683,-10.50571806141246,341904,5.3856048583984375,-87.49999999999999,-0.17479047179222107,28.24573424023675,0.3794668648579922,-0.17323046922683716,8.544156074523926,44,0.0010864094365388155
304,0.002716928720474243,0.17639636993408203,1.4983351230621338,-29.171052631578934,9.50000000000002,0.0012196925235912204,-12.784026014254803,349504,5.462951183319092,-83.49999999999994,-0.17259131371974945,18.55868229065983,0.41275851313924944,-0.1753082424402237,8.53943395614624,45,0.0012312380131334066
304,0.004138752818107605,0.17966151237487793,1.4937034845352173,-29.015789473684197,26.000000000000004,0.0011829040013253689,-13.711386955055374,357095,5.546822786331177,-76.49999999999999,-0.16774903237819672,23.317911867283815,0.45587103075078367,-0.17188778519630432,8.704427480697632,46,0.0012296900385990739
304,0.0014068037271499634,0.17572236061096191,1.4964858293533325,-25.331578947368413,5.999999999999984,0.0013540893560275435,-10.163439745478287,364681,5.465732097625732,-74.99999999999997,-0.1736331433057785,21.621372287905047,0.42268687582206244,-0.17503994703292847,8.637343883514404,47,0.0011677296133711934
304,-0.0015916526317596436,0.17979216575622559,1.4961775541305542,-25.27631578947367,13.999999999999984,0.001163937384262681,-10.080595213881482,372281,5.5373008251190186,-68.49999999999997,-0.17341260612010956,20.335895593371035,0.5011168833873453,-0.17182095348834991,8.633772134780884,48,0.0013474173611029983
312,-0.0025340914726257324,0.18184590339660645,1.4973012208938599,-20.099999999999987,38.1,0.001278325216844678,-7.021950541436047,379910,5.3417580127716064,-59.99999999999997,-0.17776188254356384,21.98992776424977,0.4249513939469679,-0.1752277910709381,8.511481761932373,49,0.0011248213704675436
312,-0.0012927353382110596,0.17365312576293945,1.4974700212478638,-25.969230769230755,13.499999999999996,0.0013158428482711315,-12.268005219903364,387508,5.477845191955566,-82.49999999999997,-0.173702210187912,22.53060771536508,0.42731360074987385,-0.17240947484970093,8.609170913696289,50,0.0012632707366719842
304,0.0013467967510223389,0.17963886260986328,1.4959498643875122,-22.842105263157883,21.999999999999993,0.001129411393776536,-9.109116141129013,395108,5.523767948150635,-97.99999999999997,-0.1713620275259018,22.40450649662564,0.3985114678517448,-0.17270882427692413,8.514107704162598,51,0.0013324595056474209
304,0.0002857297658920288,0.1820354461669922,1.5002689361572266,-25.592105263157883,19.00000000000002,0.0012666380498558283,-10.126665061666316,402708,5.610412836074829,-73.0,-0.17232093214988708,20.76461288344779,0.5653253393077248,-0.1726066619157791,8.523227453231812,52,0.0011232761899009347
304,0.0036182552576065063,0.17963123321533203,1.5000628232955933,-20.592105263157883,5.999999999999991,0.0012526927748695016,-5.739926928201425,410308,5.488910675048828,-78.49999999999997,-0.16912926733493805,20.14482278506195,0.5073748195736131,-0.17274752259254456,8.530276536941528,53,0.0012605456868186593
304,-0.003331795334815979,0.1799006462097168,1.4961904287338257,-22.063157894736833,40.099999999999966,0.001264107646420598,-9.453457500975734,417897,5.277899503707886,-82.99999999999997,-0.1790672242641449,27.205121625518963,0.46527165210600274,-0.17573542892932892,8.611270427703857,54,0.0012492089299485087
304,-0.0014225244522094727,0.17542123794555664,1.4986190795898438,-20.257894736842093,26.20000000000001,0.0012213519075885415,-7.750971948401201,425400,5.265334606170654,-60.99999999999996,-0.17569789290428162,21.55037710720171,0.4067323066479229,-0.17427536845207214,8.351046085357666,55,0.001237359712831676
304,1.3530254364013672e-05,0.1769881248474121,1.496137022972107,-19.434210526315784,17.5,0.001300058444030583,-6.33333476877655,433000,5.311619281768799,-87.99999999999997,-0.17505745589733124,22.40423216969448,0.5488845576990912,-0.17507098615169525,8.501241683959961,56,0.0012458445271477103
304,-0.001533597707748413,0.17766523361206055,1.4961742162704468,-20.184210526315777,12.500000000000007,0.00134091277141124,-7.8353224026750405,440600,5.4109508991241455,-51.49999999999997,-0.17729592323303223,16.612226415564965,0.48428215856309176,-0.1757623255252838,8.552606344223022,57,0.0013077594339847565
304,0.0033327490091323853,0.1805129051208496,1.4955142736434937,-19.989473684210516,20.000000000000025,0.0012773752678185701,-6.532497038271191,448191,5.32629919052124,-97.49999999999997,-0.17299839854240417,25.15047126767507,0.4233398413755992,-0.17633114755153656,8.531319856643677,58,0.0013513237936422229
312,0.0032472163438796997,0.17915558815002441,1.4992997646331787,-10.558974358974348,36.8,0.001133061945438385,-0.21736194882767995,455709,5.215954780578613,-76.99999999999997,-0.17137016355991364,19.228660739111685,0.6137599537919894,-0.17461737990379333,8.466646909713745,59,0.0012216834584251046
320,0.001430019736289978,0.1844627857208252,1.499363899230957,-19.994999999999983,41.39999999999999,0.001252625253982842,-6.658445318451991,463362,5.348528623580933,-91.49999999999997,-0.17391102015972137,27.159114031941463,0.5178602948988408,-0.17534103989601135,8.652912855148315,60,0.0011564359301701188
304,0.001060187816619873,0.1800520420074463,1.5008740425109863,-17.660526315789465,37.399999999999984,0.0013326565967872739,-6.812320104248705,470918,5.528921604156494,-72.99999999999997,-0.1727762371301651,22.35069220020388,0.47174752046336627,-0.17383642494678497,8.506571292877197,61,0.0012764715356752276
304,-0.0015162527561187744,0.1822681427001953,1.4973523616790771,-25.236842105263147,4.499999999999988,0.0014143873704597354,-11.507281776477397,478518,5.568251848220825,-70.99999999999997,-0.177382230758667,20.973585154623112,0.49107472406403413,-0.17586597800254822,8.570458173751831,62,0.0013254358200356364
304,6.411969661712646e-05,0.18076086044311523,1.4970288276672363,-13.831578947368413,16.0,0.0013494425220414996,-2.1625447586912934,486079,5.109721899032593,-55.99999999999997,-0.1766798198223114,19.808811240710103,0.46338473978758954,-0.17674393951892853,8.490786075592041,63,0.0013890434056520462
312,0.00010865926742553711,0.18210554122924805,1.4940869808197021,-18.4076923076923,32.0,0.0012733221519738436,-5.186886973677367,493733,5.1750335693359375,-75.5,-0.17397060990333557,23.077043589428914,0.5599618103687837,-0.1740792691707611,8.481385946273804,64,0.0013634642818942666
312,0.0019377917051315308,0.1859726905822754,1.500887393951416,-12.658974358974348,20.00000000000002,0.0011867197463288903,-2.624785393170317,501430,5.07994818687439,-119.50000000000003,-0.17327074706554413,24.836725474212454,0.5308000255666516,-0.17520853877067566,8.663342714309692,65,0.0012559390161186457
320,0.001964285969734192,0.18368983268737793,1.4931883811950684,-15.337499999999988,18.99999999999998,0.0012428194750100374,-3.275814790952168,509115,5.3170390129089355,-74.49999999999997,-0.1751442402601242,21.633985849815097,0.4751688886004811,-0.1771085262298584,8.65942931175232,66,0.001201451988890767
304,0.0003418922424316406,0.17701244354248047,1.4954051971435547,-10.342105263157883,18.500000000000014,0.001259610871784389,-0.8915022506660154,516665,4.9993462562561035,-50.99999999999997,-0.1756230741739273,19.729534787629635,0.49668619042884576,-0.17596496641635895,8.409262657165527,67,0.001227251603268087
312,-0.0021753013134002686,0.17950081825256348,1.4936277866363525,-14.305128205128193,33.9,0.0011849971488118172,-3.616803140472974,524254,5.216713905334473,-74.99999999999997,-0.17792761325836182,25.10425389142449,0.5442574793845227,-0.17575231194496155,8.544116497039795,68,0.0012612486025318503
320,0.002139538526535034,0.1811833381652832,1.4964721202850342,-9.109999999999992,45.299999999999976,0.00137555121909827,1.0601898026919858,531943,5.165813684463501,-56.49999999999997,-0.17609018087387085,21.6096598770087,0.5140653645665375,-0.17822971940040588,8.786100625991821,69,0.0011494626523926854
312,0.005412593483924866,0.187485933303833,1.490290880203247,-15.86666666666666,29.1,0.0012851754436269403,-4.2761896867666245,539616,5.172137260437012,-48.999999999999986,-0.17002685368061066,21.176018527659075,0.5021821525745437,-0.17543944716453552,8.729578971862793,70,0.0014480751706287265
312,0.0021850615739822388,0.17574596405029297,1.494269609451294,-13.351282051282038,58.29999999999999,0.0013500027125701308,-1.1544753838917376,547158,5.172932147979736,-72.99999999999997,-0.17414899170398712,25.82975695801628,0.6718775507094017,-0.17633405327796936,8.5196213722229,71,0.0012544641504064202
304,-0.0007415264844894409,0.17715096473693848,1.4940255880355835,-7.036842105263147,33.100000000000016,0.0013929727720096707,2.4083361149987397,554757,5.176982641220093,-58.99999999999997,-0.17531231045722961,16.45185033670635,0.535853772272793,-0.17457078397274017,8.670300722122192,72,0.0013748013880103827
304,-0.0006897300481796265,0.17338776588439941,1.487442135810852,-12.960526315789464,23.49999999999998,0.0011937012895941734,-3.9410847878763358,562292,5.099660873413086,-65.99999999999997,-0.1761307269334793,20.550445500020366,0.5847044440887879,-0.17544099688529968,8.516272068023682,73,0.001412805519066751
312,0.00500139594078064,0.17427730560302734,1.4876277446746826,-8.497435897435881,45.89999999999999,0.001142508233897388,-0.3538709492866105,569816,5.213882207870483,-58.49999999999996,-0.17156049609184265,19.474118092397916,0.5919541821086562,-0.1765618920326233,8.546457767486572,74,0.001170228817500174
312,-0.001510322093963623,0.18294978141784668,1.4878320693969727,-14.048717948717936,20.5,0.0012871072394773364,-1.9693729453245776,577435,5.165196657180786,-61.99999999999997,-0.17786531150341034,18.938089035197354,0.6451645216270895,-0.17635498940944672,8.597501516342163,75,0.001153901917859912
320,0.0001055300235748291,0.18304181098937988,1.493492603302002,-6.004999999999987,38.49999999999999,0.0013938770862296224,1.4775462500948913,585037,4.9782164096832275,-52.99999999999998,-0.17862601578235626,17.843345398214982,0.41787988033058393,-0.1787315458059311,8.61065125465393,76,0.0012368726311251521
328,-0.006585121154785156,0.17919611930847168,1.4909064769744873,-9.16097560975608,46.3,0.0012761111138388515,-0.46136826776191875,592553,5.100691556930542,-72.99999999999997,-0.18287011981010437,25.844675613842995,0.47930582932512084,-0.1762849986553192,8.485252380371094,77,0.0013845732901245356
320,-0.0011286884546279907,0.17920136451721191,1.491653323173523,-8.234999999999987,50.89999999999999,0.0012816142989322543,0.039863410084328164,600197,5.185031175613403,-40.99999999999998,-0.17597152292728424,19.532339209628727,0.6737028335136539,-0.17484283447265625,8.600797653198242,78,0.0013136183843016624
320,-0.003575041890144348,0.17737364768981934,1.4919946193695068,-2.0249999999999897,34.099999999999994,0.0013497957261279225,4.961848177820677,607772,4.909134387969971,-38.99999999999997,-0.18075552582740784,20.66908016821261,0.5878095058785505,-0.1771804839372635,8.427986145019531,79,0.001252460409887135
312,-0.0006323903799057007,0.17656493186950684,1.4880330562591553,-1.5589743589743488,41.3,0.0013631265610456467,4.436931141984275,615290,4.919877290725708,-39.49999999999998,-0.17862635850906372,18.782598574331256,0.5865776410136541,-0.17799396812915802,8.541472911834717,80,0.0013982342788949609
304,1.7836689949035645e-05,0.17678141593933105,1.4854604005813599,-11.339473684210517,27.500000000000007,0.001272539491765201,-2.7175515737431897,622824,5.154873609542847,-58.99999999999999,-0.177562415599823,21.470010166860586,0.5365550062216217,-0.17758025228977203,8.55419373512268,81,0.0014395309844985604
312,0.001960352063179016,0.17390155792236328,1.488013505935669,-3.8307692307692163,51.400000000000006,0.0013679543044418097,4.611957222827009,630338,5.064356803894043,-44.499999999999986,-0.17551542818546295,18.997694243980533,0.5970984352931835,-0.17747578024864197,8.516493082046509,82,0.0012389878975227475
312,0.0009870082139968872,0.1735231876373291,1.4857914447784424,-0.6435897435897335,51.8,0.0013045986415818334,6.789558689947994,637839,4.980265140533447,-43.499999999999986,-0.1762142777442932,20.532098633438032,0.5974527830380462,-0.1772012859582901,8.377774953842163,83,0.0013577932259067893
304,0.0003392845392227173,0.17505478858947754,1.4863507747650146,-0.8973684210526228,43.2,0.0013303273590281606,6.366210120103168,645340,4.821537256240845,-51.99999999999997,-0.17701539397239685,22.49292855943963,0.5724962438942136,-0.17735467851161957,8.575087547302246,84,0.0013316196855157614
320,0.0010681003332138062,0.17507100105285645,1.4854334592819214,-1.859999999999987,36.20000000000001,0.0012174258008599281,4.099674827431322,653004,4.954375505447388,-35.999999999999964,-0.17445047199726105,18.314608922933623,0.6488242418762553,-0.17551857233047485,8.781446695327759,85,0.0012895624386146665
320,-0.0001650005578994751,0.17725300788879395,1.4856266975402832,-5.342499999999989,47.399999999999984,0.0010980196529999375,3.429776775788425,660606,5.0472846031188965,-45.99999999999997,-0.17635570466518402,21.964083039134586,0.4958869879690358,-0.17619070410728455,8.696641683578491,86,0.0012327992590144277
312,-0.004126504063606262,0.17413592338562012,1.487674355506897,-2.307692307692298,41.60000000000001,0.0014633425744250417,7.306212870382219,668186,4.807592391967773,-64.49999999999999,-0.18333309888839722,19.31554953007848,0.4864756575265316,-0.17920659482479095,8.704216957092285,87,0.0010882139904424548
312,0.0019575506448745728,0.1748063564300537,1.4815531969070435,-4.179487179487168,32.00000000000001,0.0013952025910839438,0.9937603034840495,675691,4.9919593334198,-74.99999999999999,-0.175094336271286,25.45043629153187,0.5990258137867939,-0.17705188691616058,8.448336601257324,88,0.0014942974084988236
312,0.0026076585054397583,0.17464184761047363,1.479127287864685,-4.0384615384615286,36.00000000000001,0.0013706833124160767,3.541540138338106,683251,4.840885639190674,-61.999999999999986,-0.17842376232147217,20.474607355236014,0.5620723729786656,-0.18103142082691193,8.540417671203613,89,0.0013724322197958827
328,0.0006294101476669312,0.17950749397277832,1.4780235290527344,1.5512195121951318,39.5,0.0011187639320269227,6.387868983181301,690905,4.915312051773071,-45.499999999999986,-0.17478282749652863,20.67636947363707,0.5906913217023921,-0.17541223764419556,8.78087830543518,90,0.0013138143112882972
344,-0.000979393720626831,0.17832255363464355,1.477907657623291,3.0348837209302424,33.10000000000001,0.0010773326503112912,6.797731688982372,698585,5.045437335968018,-36.99999999999998,-0.17583048343658447,18.219014903562883,0.6960277175591265,-0.17485108971595764,8.842186689376831,91,0.0010912356665357947
336,0.0003212541341781616,0.1782701015472412,1.478144645690918,1.7380952380952461,53.99999999999999,0.0012243367964401841,7.8923446698731565,706255,4.8552772998809814,-72.49999999999997,-0.1746705323457718,25.341721221478227,0.615733212123632,-0.17499178647994995,8.693367719650269,92,0.001092299586161971
344,0.00044070184230804443,0.17247247695922852,1.4744173288345337,3.1953488372093135,47.099999999999994,0.001228267909027636,8.130402833462368,713796,4.9256463050842285,-45.49999999999998,-0.17631344497203827,25.0050874217895,0.4612501568664406,-0.1767541468143463,8.475059986114502,93,0.0012125554494559765
320,-0.0013897567987442017,0.17783784866333008,1.4795866012573242,1.0075000000000114,34.90000000000003,0.0013311171205714345,7.979281997678072,721378,4.886241436004639,-41.49999999999998,-0.1789097934961319,18.72837936795386,0.5799921859562704,-0.1775200366973877,8.560210466384888,94,0.001240597921423614
336,0.00034473836421966553,0.1787548065185547,1.4758386611938477,7.754761904761911,48.699999999999996,0.0011213981779292226,12.891910858987554,728966,4.737612724304199,-35.499999999999986,-0.1749267280101776,19.881197175567337,0.6205440079004944,-0.17527146637439728,8.566911935806274,95,0.0013085721293464303
312,0.0029837191104888916,0.17772245407104492,1.4752976894378662,2.025641025641037,46.399999999999984,0.0013822171604260802,7.41056484162101,736486,4.744908094406128,-57.99999999999997,-0.16960899531841278,18.294621851562006,0.5769506428908439,-0.17259271442890167,8.605999946594238,96,0.0011862043756991625
