TotalEnvSteps,KLBefore,AverageReturn,KL,NumTrajs,GradNorm,AverageDiscountedReturn,LossAfter,MaxReturn,PolicyExecTime,MinReturn,LossBefore,Iteration,Entropy,ProcessExecTime,EnvExecTime,StdReturn,dLoss
151715,0.0006434259121306241,71.87578947368421,0.0004898266051895916,760,0.35807901187604746,56.52480472280155,-0.16888290643692017,77.4,5.6259002685546875,49.99999999999999,-0.1707891970872879,19,1.5765365362167358,0.1538982391357422,5.413806438446045,3.9536449748627756,-0.0019062906503677368
159295,0.0004615744692273438,72.22000000000001,0.0005016447976231575,800,0.3139929298504474,58.501717361169725,-0.170708566904068,78.9,5.526528835296631,49.99999999999999,-0.1686096489429474,20,1.5777126550674438,0.15343999862670898,5.255511522293091,4.542840521083703,0.0020989179611206055
166823,0.0004893247969448566,72.42352941176472,0.0005207506474107504,816,0.39413799376941444,58.21577765138045,-0.17244289815425873,77.80000000000004,5.417800664901733,49.99999999999999,-0.17496217787265778,21,1.576671838760376,0.1473391056060791,5.221903324127197,4.16705511453429,-0.002519279718399048
174349,0.0004892985452897847,73.19107142857145,0.00047302833991125226,896,0.2849255607522731,59.43816704137891,-0.16935814917087555,78.30000000000001,5.506776571273804,50.0,-0.1691032499074936,22,1.578442931175232,0.1496121883392334,5.3717358112335205,3.824814504639149,0.000254899263381958
182007,0.0004519883659668267,73.28245614035089,0.0004198495589662343,912,0.313863444567044,59.38283972123123,-0.16993966698646545,78.30000000000001,5.577343702316284,60.7,-0.1728142499923706,23,1.5782735347747803,0.1509535312652588,5.437079429626465,2.960714873787386,-0.0028745830059051514
189510,0.0004020213382318616,73.53189655172413,0.0004308435309212655,928,0.3036600308211905,60.38257922862163,-0.1677662581205368,77.70000000000005,5.47494101524353,61.59999999999999,-0.16536365449428558,24,1.5778841972351074,0.1471412181854248,5.273532152175903,2.893768546911037,0.0024026036262512207
197072,0.00040709483437240124,73.68943089430896,0.0004628560855053365,984,0.2832970812694794,61.0938019118303,-0.16849525272846222,78.50000000000001,5.558422803878784,49.99999999999999,-0.1761212795972824,25,1.5799847841262817,0.15471887588500977,5.38161301612854,4.1703329497644575,-0.00762602686882019
204577,0.00046432975796051323,73.71487603305786,0.0004197052912786603,968,0.25328717380203203,60.570540494672656,-0.16972984373569489,78.4,5.433676719665527,50.0,-0.16907745599746704,26,1.5787285566329956,0.1509873867034912,5.352957487106323,3.230655363164157,0.0006523877382278442
212101,0.00041390390833839774,73.83278688524592,0.0004936421755701303,976,0.39515512856623936,60.944701345969975,-0.1712820678949356,78.80000000000001,5.368406057357788,66.8,-0.17180141806602478,27,1.5777459144592285,0.1455550193786621,5.251516580581665,2.523413074537356,-0.0005193501710891724
219777,0.00051720323972404,73.29747899159663,0.0004009174008388072,952,0.2991302281200541,60.24747200379548,-0.16933085024356842,78.10000000000001,5.505419969558716,49.999999999999986,-0.16941799223423004,28,1.574753761291504,0.15166974067687988,5.389214992523193,4.511078094789513,-8.71419906616211e-05
227291,0.00037247876753099263,74.09767441860467,0.000405970640713349,1032,0.3349283603007287,60.90314747888352,-0.16763992607593536,78.20000000000002,5.3987510204315186,49.99999999999999,-0.1588783711194992,29,1.575537919998169,0.14921903610229492,5.419814825057983,3.2354016827954393,0.008761554956436157
234820,0.0003766820300370455,74.39927536231886,0.00033974784309975803,1104,0.2885570525084782,62.66706509961667,-0.16538280248641968,78.60000000000001,5.432630300521851,50.0,-0.165516659617424,30,1.576936960220337,0.14779138565063477,5.305807113647461,3.804545267478307,-0.0001338571310043335
242320,0.00033624074421823025,74.41176470588235,0.0004378904413897544,1088,0.32349128591369947,62.06200285015211,-0.16767112910747528,78.9,5.4506707191467285,49.999999999999986,-0.1699705570936203,31,1.5751698017120361,0.15364360809326172,5.409220933914185,3.0055110856247387,-0.0022994279861450195
249881,0.00043531469418667257,74.41654676258995,0.00042617873987182975,1112,0.39241492165416214,62.46003383929067,-0.16775229573249817,78.30000000000001,5.402385711669922,50.000000000000014,-0.17030924558639526,32,1.5744518041610718,0.15183329582214355,5.386367082595825,3.6138143646570704,-0.0025569498538970947
257392,0.0004487451515160501,74.12706766917294,0.0004278532578609884,1064,0.286128036304034,62.982761810418246,-0.16736848652362823,79.0,5.392181634902954,39.99999999999999,-0.16626419126987457,33,1.574019193649292,0.1463479995727539,5.194011926651001,4.561396168988014,0.0011042952537536621
264942,0.00039029939216561615,74.9666666666667,0.00030598868033848703,1200,0.3483909588624144,63.24280524313513,-0.1646064817905426,78.60000000000001,5.378093957901001,67.1,-0.16861280798912048,34,1.574453353881836,0.14710640907287598,5.426220178604126,2.014635340590347,-0.004006326198577881
272454,0.0003200570645276457,74.78333333333336,0.0003658356727100909,1152,0.33973955067723505,62.8503569820283,-0.16524580121040344,78.1,5.458031892776489,67.5,-0.16212287545204163,35,1.573317289352417,0.14609813690185547,5.396177053451538,2.097683907975129,0.0031229257583618164
280017,0.00033879108377732337,75.21062500000002,0.0003366658929735422,1280,0.40633267503781123,63.519737896668175,-0.16487397253513336,78.7,5.481689453125,49.99999999999998,-0.16185910999774933,36,1.573294758796692,0.14750885963439941,5.599733829498291,2.7959478910335624,0.003014862537384033
287562,0.00034418125869706273,75.00326797385623,0.0003890519728884101,1224,0.3301006572301307,64.14047813565436,-0.16443122923374176,78.8,5.512238025665283,50.000000000000014,-0.16321007907390594,37,1.5730587244033813,0.15096807479858398,5.441853761672974,2.758455054494663,0.0012211501598358154
295072,0.0003909803053829819,75.15286624203823,0.0003908556536771357,1256,0.30818123954883264,64.14322279170587,-0.16466771066188812,78.9,5.412275552749634,50.000000000000014,-0.16629788279533386,38,1.5724706649780273,0.14836907386779785,5.436271905899048,3.0214848610490046,-0.0016301721334457397
302578,0.00037132168654352427,75.30875,0.0003029103681910783,1280,0.402343485323521,64.35658870539,-0.1629437506198883,78.60000000000002,5.406193494796753,62.00000000000002,-0.16508641839027405,39,1.5724455118179321,0.14724278450012207,5.45489239692688,2.175413394621818,-0.002142667770385742
310083,0.00029713427647948265,75.3672839506173,0.0003385818563401699,1296,0.40006832482906646,64.53743335325538,-0.16445142030715942,78.9,5.434488296508789,67.5,-0.1627330482006073,40,1.5722523927688599,0.1472635269165039,5.444341659545898,1.9430734927903295,0.001718372106552124
317628,0.00034565365058369935,75.3136645962733,0.00032238606945611537,1288,0.2817086069769631,64.83671476120251,-0.1621849089860916,78.70000000000002,5.480871915817261,63.99999999999998,-0.15951083600521088,41,1.570573329925537,0.14809727668762207,5.414992570877075,2.2955126870048064,0.0026740729808807373
325136,0.00030982491443865,75.55739644970414,0.00032528198789805174,1352,0.33347830420916197,64.93140949696173,-0.1641731858253479,78.9,5.387222766876221,67.10000000000001,-0.1597645878791809,42,1.5716688632965088,0.14635992050170898,5.4719531536102295,1.9708125474700848,0.004408597946166992
332664,0.0003082775219809264,75.80879120879122,0.00028772905352525413,1456,0.34108414174793916,65.8006051888321,-0.16182643175125122,78.9,5.397216081619263,49.99999999999998,-0.16682526469230652,43,1.5719001293182373,0.1480391025543213,5.516296863555908,2.5410324263124004,-0.004998832941055298
340188,0.0003038957656826824,75.52142857142859,0.00029181057470850646,1344,0.3324367723429967,65.0608093483324,-0.1628655046224594,79.0,5.391794681549072,69.6,-0.16069741547107697,44,1.5709583759307861,0.14685845375061035,5.4084014892578125,1.8791507345056753,0.0021680891513824463
347699,0.00029780715703964233,75.47530120481929,0.0003019810828845948,1328,0.34718007275304424,64.89698873107267,-0.16090311110019684,78.60000000000001,5.474761962890625,65.70000000000002,-0.16175217926502228,45,1.568917989730835,0.14778590202331543,5.459528207778931,2.0496675236409545,-0.0008490681648254395
355252,0.0002877607475966215,75.63410404624278,0.00032297594589181244,1384,0.33704961713018167,65.24465265492061,-0.16157369315624237,78.6,5.495236396789551,68.19999999999999,-0.16117353737354279,46,1.570831537246704,0.14650654792785645,5.523725986480713,1.9594572595951631,0.00040015578269958496
362777,0.00031391068478114903,75.77247191011239,0.000303462176816538,1424,0.3667482566017957,65.9821678081564,-0.1609155386686325,78.79999999999998,5.441354513168335,65.10000000000001,-0.16147999465465546,47,1.5710806846618652,0.14716124534606934,5.417881488800049,2.0527251171343783,-0.0005644559860229492
370385,0.0003212901356164366,75.57674418604651,0.0003066976787522435,1376,0.2716603688927427,65.29450648186625,-0.16172389686107635,78.9,5.441734790802002,63.099999999999994,-0.16704104840755463,48,1.5688072443008423,0.14859652519226074,5.481725692749023,2.0187881708453936,-0.0053171515464782715
377896,0.00029339888715185225,75.7803370786517,0.0002842693356797099,1424,0.37709128797895164,65.29605075641797,-0.16075925529003143,78.9,5.396835803985596,68.29999999999998,-0.15729235112667084,49,1.5681326389312744,0.14623546600341797,5.531398773193359,1.7583846963365508,0.0034669041633605957
385397,0.00029278255533427,75.58764705882353,0.00024778000079095364,1360,0.3772526742286984,65.06382355447292,-0.15946927666664124,79.19999999999999,5.428112745285034,63.79999999999999,-0.16088399291038513,50,1.5663906335830688,0.14747047424316406,5.456284046173096,2.0231659215251683,-0.0014147162437438965
392923,0.00023679749574512243,75.66704545454547,0.00035691825905814767,1408,0.4167965800409615,65.77124214523238,-0.15937156975269318,79.19999999999999,5.502193212509155,49.99999999999998,-0.15496890246868134,51,1.5666030645370483,0.14766621589660645,5.462345123291016,2.5482044298124356,0.004402667284011841
400446,0.0003388741461094469,75.92352941176472,0.00031876558205112815,1496,0.37156421633511894,66.17158861698344,-0.1614716649055481,78.70000000000002,5.393986225128174,50.00000000000001,-0.15824948251247406,52,1.567502737045288,0.1460278034210205,5.503619194030762,2.46907771495835,0.0032221823930740356
407973,0.00032825462403707206,75.93135135135137,0.00025216449284926057,1480,0.3792685934681417,66.47240901012775,-0.15775519609451294,78.80000000000001,5.44400691986084,61.90000000000001,-0.16033831238746643,53,1.5676199197769165,0.14752435684204102,5.475846529006958,2.196825919319848,-0.002583116292953491
415495,0.00025863194605335593,75.78895027624311,0.00029743401682935655,1448,0.31876770864220594,66.18707125376525,-0.15991514921188354,78.80000000000001,5.338393211364746,50.0,-0.1603103131055832,54,1.5659724473953247,0.14624500274658203,5.407243013381958,2.6470017444453315,-0.000395163893699646
423020,0.00029246308258734643,75.8879781420765,0.0002774578460957855,1464,0.37670668638065996,66.5384501928525,-0.1605844646692276,78.9,5.408967733383179,60.30000000000001,-0.16077522933483124,55,1.5663803815841675,0.14676237106323242,5.342519044876099,2.2123023537573445,-0.0001907646656036377
430551,0.000269309151917696,76.05706806282726,0.0002873669727705419,1528,0.37866439195580737,66.39990658284124,-0.15777136385440826,79.1,5.448692798614502,67.19999999999997,-0.15750856697559357,56,1.5653904676437378,0.147263765335083,5.54604172706604,1.661431852845667,0.00026279687881469727
438053,0.0002886620641220361,75.95638297872343,0.0002385779080213979,1504,0.31686804345118297,66.25326933469447,-0.1574229598045349,78.9,5.391003131866455,49.99999999999997,-0.15585441887378693,57,1.5662323236465454,0.1471109390258789,5.5125415325164795,2.6259571106444874,0.0015685409307479858
445561,0.00024068816856015474,76.02751322751324,0.00026372834690846503,1512,0.36151593446985164,66.30098807117436,-0.15893910825252533,78.9,5.3175976276397705,69.09999999999998,-0.16063939034938812,58,1.5663800239562988,0.14380192756652832,5.450166463851929,1.7328096449691357,-0.001700282096862793
453072,0.00025876512518152595,76.08802083333335,0.0002408073632977903,1536,0.2846645434168171,66.60576302866114,-0.15595178306102753,79.1,5.468277931213379,66.60000000000001,-0.1553916484117508,59,1.566386342048645,0.14947748184204102,5.557836532592773,2.0073334923639337,0.0005601346492767334
460581,0.00023260677698999643,76.22663316582916,0.0002989008789882064,1592,0.3522315455884024,66.93456379158324,-0.1577727347612381,79.0,5.377034425735474,69.89999999999998,-0.15545149147510529,60,1.5667880773544312,0.14630651473999023,5.48685097694397,1.6506871482545071,0.0023212432861328125
468101,0.0003133575664833188,76.00000000000001,0.0002979487180709839,1504,0.3182966583432434,66.4712449194402,-0.15792815387248993,79.19999999999999,5.407359838485718,68.89999999999996,-0.15394829213619232,61,1.5643806457519531,0.14749503135681152,5.475143909454346,1.7443830830484315,0.003979861736297607
475611,0.00027670792769640684,76.26368159203982,0.0002678493910934776,1608,0.43895182339343264,66.85483636552691,-0.15649740397930145,79.1,5.415472745895386,67.2,-0.15564900636672974,62,1.5661826133728027,0.15081214904785156,5.571945905685425,1.598763321233898,0.0008483976125717163
483144,0.0002835347258951515,76.03526315789475,0.0002462996053509414,1520,0.365119892460456,66.75220364769503,-0.15716294944286346,79.3,5.410093307495117,67.1,-0.1603498011827469,63,1.5645079612731934,0.15099048614501953,5.482403039932251,1.8392128419833198,-0.003186851739883423
490648,0.00022406154312193394,76.37487922705317,0.00028318233671598136,1656,0.3823683630065664,67.55915710876917,-0.15770959854125977,78.80000000000001,5.419873476028442,69.80000000000001,-0.1587079018354416,64,1.5659701824188232,0.15338706970214844,5.54140830039978,1.619759289059959,-0.0009983032941818237
498165,0.0003010924265254289,76.08489583333335,0.0002904166467487812,1536,0.3907558643826962,66.99362245156887,-0.15865212678909302,78.9,5.446202754974365,68.69999999999999,-0.1557978242635727,65,1.563666582107544,0.14983677864074707,5.4133124351501465,1.5760680867745889,0.0028543025255203247
505674,0.0002704253711272031,76.44123222748817,0.000245602335780859,1688,0.455072118939431,67.26201932155546,-0.15420442819595337,79.0,5.380487680435181,69.89999999999998,-0.15567712485790253,66,1.5636920928955078,0.14798736572265625,5.600379228591919,1.5396671019843728,-0.0014726966619491577
513223,0.000246100447839126,76.4222748815166,0.0002599357394501567,1688,0.293875377552763,67.48201562621769,-0.1561163067817688,79.1,5.470269441604614,70.39999999999998,-0.15525557100772858,67,1.5624076128005981,0.14934325218200684,5.613164901733398,1.4944531058476176,0.0008607357740402222
520735,0.00026027217973023653,76.40574162679427,0.0002510568592697382,1672,0.36274047004854026,67.51126509728778,-0.1552288979291916,79.1,5.390649080276489,70.6,-0.15670593082904816,68,1.5610053539276123,0.14915943145751953,5.541689395904541,1.512805167202026,-0.0014770328998565674
528262,0.00024699466302990913,76.4157142857143,0.00022521545179188251,1680,0.41251723806979795,67.5581313493661,-0.15381263196468353,78.50000000000001,5.482721328735352,70.8,-0.15434429049491882,69,1.5613627433776855,0.147200345993042,5.549420118331909,1.5283326471263117,-0.0005316585302352905
535768,0.00022939463087823242,76.3024630541872,0.0002853133773896843,1624,0.3990643891260705,67.37539940948884,-0.15653878450393677,78.89999999999999,5.4044029712677,69.79999999999997,-0.15226848423480988,70,1.5605782270431519,0.15073657035827637,5.463648557662964,1.6340719010187574,0.004270300269126892
543271,0.00027806940488517284,76.4774647887324,0.00023541123664472252,1704,0.36549699993308515,67.96907420813268,-0.15391865372657776,79.0,5.3708014488220215,70.30000000000001,-0.1556100845336914,71,1.5606849193572998,0.14755821228027344,5.461984157562256,1.5136186640061533,-0.0016914308071136475
550804,0.00023955910000950098,76.42985781990522,0.00028020862373523414,1688,0.35834031508238656,67.60738407803161,-0.154133602976799,78.9,5.382206439971924,68.5,-0.15548938512802124,72,1.5579391717910767,0.14805269241333008,5.529172420501709,1.6530338268968943,-0.001355782151222229
558312,0.0002652938128449023,76.69251101321588,0.00024347736325580627,1816,0.30839557990841443,67.93469121158445,-0.15280520915985107,79.0,5.435200452804565,70.1,-0.15076085925102234,73,1.5599478483200073,0.15027093887329102,5.695435523986816,1.446212231368773,0.0020443499088287354
565820,0.00025795085821300745,76.47511737089204,0.00023304310161620378,1704,0.3947779932481019,67.8309877621873,-0.15484674274921417,79.0,5.420445919036865,68.89999999999998,-0.15011201798915863,74,1.5588208436965942,0.14827418327331543,5.4915454387664795,1.5347892486811576,0.004734724760055542
573332,0.00021887726325076073,76.69074889867842,0.00024395713990088552,1816,0.32719187124105364,68.26164845045727,-0.1522207111120224,79.0,5.44482421875,71.39999999999998,-0.15202860534191132,75,1.5598117113113403,0.15200495719909668,5.650591850280762,1.4717465016577964,0.00019210577011108398
580874,0.00023971324844751507,76.73506493506495,0.00021903964807279408,1848,0.47330622877529027,68.38309096283028,-0.15257282555103302,79.0,5.389528274536133,70.9,-0.14979512989521027,76,1.5588181018829346,0.15176153182983398,5.603388071060181,1.2897967456673476,0.002777695655822754
588379,0.00022252310009207577,76.69383259911896,0.00023819549824111164,1816,0.39502543534859524,68.3698286331133,-0.15291287004947662,78.9,5.366323232650757,71.79999999999998,-0.15337787568569183,77,1.5596084594726562,0.15357065200805664,5.536261081695557,1.360149262408289,-0.00046500563621520996
595890,0.00023400981444865465,76.74848484848485,0.00021183051285333931,1848,0.40619509923688923,68.57338793036821,-0.15222236514091492,79.30000000000001,5.515396595001221,71.69999999999999,-0.150849387049675,78,1.5599007606506348,0.1514570713043213,5.656964540481567,1.4402034634051537,0.0013729780912399292
603429,0.00021986071078572422,76.66415929203541,0.00022169678413774818,1808,0.4606630352942087,68.15038619765451,-0.1514761745929718,79.1,5.46450400352478,69.79999999999998,-0.15221954882144928,79,1.5586432218551636,0.14990878105163574,5.660294532775879,1.46347823386538,-0.000743374228477478
610978,0.00021963217295706272,76.62991071428573,0.0002748312253970653,1792,0.4505838884773311,68.16886824946025,-0.15208818018436432,78.9,5.450490474700928,71.7,-0.15020619332790375,80,1.5592232942581177,0.15191316604614258,5.622347593307495,1.375697222927675,0.0018819868564605713
618495,0.00028371126973070204,76.59864253393667,0.00023770194093231112,1768,0.39097389137517197,68.19291737379201,-0.15325188636779785,79.1,5.423948764801025,64.9,-0.1535411775112152,81,1.5586612224578857,0.15036678314208984,5.583130121231079,1.5858389057889655,-0.0002892911434173584
626028,0.00022242711565922946,76.73896103896105,0.0002569156640674919,1848,0.35262247333659974,68.58330810950613,-0.1515330821275711,79.4,5.514226913452148,71.39999999999999,-0.15251250565052032,82,1.559168815612793,0.15200376510620117,5.639020919799805,1.2964643071757656,-0.0009794235229492188
633552,0.00026150172925554216,76.7,0.00023859855718910694,1824,0.43330888685345575,68.35769361835474,-0.14939239621162415,79.0,5.551553010940552,72.0,-0.14801287651062012,83,1.5581097602844238,0.15113234519958496,5.689183950424194,1.340823261113805,0.0013795197010040283
641074,0.0002338619960937649,76.8127118644068,0.00021343794651329517,1888,0.4024917032324055,68.50728876508276,-0.15101388096809387,79.4,5.371649503707886,70.69999999999999,-0.1498585045337677,84,1.5590239763259888,0.1483311653137207,5.653055191040039,1.379606097686759,0.0011553764343261719
648580,0.00022412065300159156,76.58818181818184,0.00024432482314296067,1760,0.37494568807408296,68.11848900783114,-0.15077081322669983,78.9,5.408318519592285,71.49999999999999,-0.15383219718933105,85,1.5577796697616577,0.14975571632385254,5.544912576675415,1.3996578684665522,-0.0030613839626312256
656093,0.00023560741101391613,76.71921397379914,0.000252937083132565,1832,0.44221028935844353,68.41498521598297,-0.15070323646068573,79.1,5.386886358261108,70.89999999999999,-0.14987792074680328,86,1.5585441589355469,0.14907550811767578,5.557842493057251,1.4291956673336448,0.0008253157138824463
663621,0.0002519639383535832,76.69824561403507,0.0002418925432721153,1824,0.34648256021530965,68.4197456816604,-0.1505904346704483,78.80000000000001,5.460261106491089,70.79999999999998,-0.14755643904209137,87,1.5571633577346802,0.14946722984313965,5.61570405960083,1.2346234923019754,0.0030339956283569336
671127,0.00023833416344132274,76.73652173913044,0.00021951293456368148,1840,0.3418401535192141,68.68902221771486,-0.14960357546806335,79.1,5.3658976554870605,71.7,-0.14858390390872955,88,1.5583964586257935,0.14948225021362305,5.510873317718506,1.4450112341842583,0.0010196715593338013
678654,0.00021173528512008488,76.86375000000001,0.0002075075899483636,1920,0.4066061384853011,68.8000724608896,-0.15051665902137756,79.0,5.389112949371338,71.3,-0.15049207210540771,89,1.559633493423462,0.14879989624023438,5.571591854095459,1.3327831547179756,2.4586915969848633e-05
686162,0.0002100507845170796,76.79145299145301,0.00023519055685028434,1872,0.3374822741521194,68.96459869993512,-0.15123891830444336,79.19999999999999,5.391205787658691,70.00000000000003,-0.1502203792333603,90,1.5592154264450073,0.14930486679077148,5.515585422515869,1.2820638176025316,0.0010185390710830688
693685,0.00023196414986159652,76.87842323651454,0.00025103605003096163,1928,0.42929300898074313,69.08219997305052,-0.14895789325237274,79.1,5.437047719955444,69.19999999999996,-0.1470772922039032,91,1.560054898262024,0.1486051082611084,5.584192991256714,1.3298797263027307,0.0018806010484695435
701205,0.00025488834944553673,76.85355648535565,0.0002225158823421225,1912,0.37924678363641484,68.92172036120074,-0.14796370267868042,79.29999999999998,5.428738832473755,71.49999999999999,-0.14594119787216187,92,1.5593830347061157,0.14937520027160645,5.589109420776367,1.3823975246887104,0.0020225048065185547
708738,0.00021773342450615019,76.9378048780488,0.00020952972408849746,1968,0.5252604975209257,69.14285990654106,-0.14915484189987183,78.9,5.425147294998169,72.1,-0.14804352819919586,93,1.5596956014633179,0.1491224765777588,5.6001245975494385,1.2129357227893305,0.0011113137006759644
716264,0.00020905042765662074,76.95303643724698,0.00025641819229349494,1976,0.5136101833233966,69.11010806696294,-0.14789600670337677,79.1,5.391422510147095,71.29999999999998,-0.14775723218917847,94,1.5587700605392456,0.1489107608795166,5.620338439941406,1.3508060611600237,0.00013877451419830322
723779,0.0002578080166131258,76.92008196721312,0.0002640176680870354,1952,0.4090119954995576,69.20573117932602,-0.1489434540271759,79.3,5.382306814193726,68.1,-0.14667458832263947,95,1.5593929290771484,0.15220904350280762,5.53233528137207,1.2809953839141037,0.002268865704536438
731309,0.00027901644352823496,76.74025974025977,0.00022275578521657735,1848,0.4083904605267922,68.66708373812659,-0.14631398022174835,79.19999999999999,5.398204565048218,72.19999999999999,-0.14173197746276855,96,1.5562173128128052,0.15436625480651855,5.5296149253845215,1.2797720042067837,0.004582002758979797
738809,0.00021145005302969366,76.900826446281,0.0002044484281213954,1936,0.4383827694408921,68.91267920533251,-0.14519329369068146,79.1,5.356868028640747,71.60000000000001,-0.14465318620204926,97,1.5574520826339722,0.14719080924987793,5.562514543533325,1.2273061185874055,0.0005401074886322021
746318,0.0002066316519631073,76.85815899581591,0.0002132516965502873,1912,0.405911643600106,68.86169274029595,-0.14782579243183136,79.5,5.408421277999878,72.09999999999998,-0.15000975131988525,98,1.555941104888916,0.1497507095336914,5.594916582107544,1.3417991886219205,-0.002183958888053894
