dLoss,PolicyExecTime,TotalEnvSteps,Entropy,NumTrajs,StdReturn,LossAfter,KL,ProcessExecTime,Iteration,KLBefore,AverageDiscountedReturn,GradNorm,LossBefore,EnvExecTime,MinReturn,AverageReturn,MaxReturn
-0.005218207836151123,3.4450433254241943,5171,1.5806758403778076,312,15.216108425655422,-0.18413503468036652,0.0010178785305470228,0.09562277793884277,0,0.0,42.46119514857358,0.34335834041115054,-0.18935324251651764,4.552777290344238,40.00000000000003,66.26538461538463,102.90000000000003
-0.006442397832870483,3.0430908203125,10171,1.580217957496643,300,16.414627622946558,-0.1834235042333603,0.0011315415613353252,0.0731196403503418,1,0.001021544449031353,40.73437911058312,0.43286804376447546,-0.18986590206623077,4.10287070274353,20.000000000000007,71.60000000000002,90.00000000000004
-0.003276243805885315,3.019763469696045,15289,1.5810301303863525,312,14.126296348325345,-0.18303321301937103,0.0011228859657421708,0.07403135299682617,2,0.0010650592157617211,48.69239142045737,0.3913460433421222,-0.18630945682525635,3.9037628173828125,50.00000000000002,78.3923076923077,104.39999999999998
-0.0004663020372390747,3.0260186195373535,20383,1.5811721086502075,312,12.974314634564958,-0.18030527234077454,0.0009646826656535268,0.07489347457885742,3,0.0010927161201834679,53.5154535939193,0.3863950782153164,-0.1807715743780136,3.805467128753662,50.00000000000001,78.4846153846154,110.60000000000005
-0.0038687139749526978,3.0115866661071777,25492,1.582268476486206,324,13.050906973827765,-0.1826663464307785,0.00114717660471797,0.07450056076049805,4,0.0009239211794920266,57.071855934740654,0.48835128326014043,-0.1865350604057312,3.7280795574188232,50.00000000000003,87.74444444444445,111.70000000000002
-0.0035903751850128174,3.1781558990478516,30658,1.5815914869308472,336,14.454914071564955,-0.1826820820569992,0.001138242776505649,0.0786738395690918,5,0.0010877371532842517,56.657221271844335,0.44892959438055974,-0.18627245724201202,3.9479076862335205,60.0,87.62142857142858,107.10000000000001
-0.007310062646865845,3.078963279724121,35837,1.5791449546813965,336,11.481797373162763,-0.181894913315773,0.0010978312930092216,0.07682108879089355,6,0.0011173690436407924,61.49052488436349,0.4085179136685847,-0.18920497596263885,3.7514352798461914,60.000000000000036,90.78928571428573,110.70000000000002
0.0018619745969772339,3.0252015590667725,40863,1.5783494710922241,348,10.870441217867183,-0.1851813942193985,0.001113050151616335,0.07475113868713379,7,0.0010019363835453987,64.2626701001779,0.41947740747741935,-0.18331941962242126,3.663382053375244,60.00000000000002,96.46206896551725,112.10000000000004
-0.000505790114402771,3.0467350482940674,45890,1.5792557001113892,384,10.376144044604194,-0.18514910340309143,0.0010145119158551097,0.07484197616577148,8,0.0010040414053946733,67.66432625797763,0.5028723264425901,-0.1856548935174942,3.6813418865203857,70.0,100.853125,112.70000000000005
-0.0003403276205062866,3.088153600692749,50900,1.5767418146133423,384,9.471979647227927,-0.18323394656181335,0.001036479021422565,0.07617950439453125,9,0.0009610010893084109,71.07142652359408,0.40512671930607347,-0.18357427418231964,3.612147569656372,80.00000000000001,100.28125000000001,112.70000000000002
0.0020329654216766357,3.3894166946411133,55987,1.579350471496582,444,7.831104283714432,-0.18300479650497437,0.000893592310603708,0.08561968803405762,10,0.000910462811589241,76.01084931121687,0.46947080359475163,-0.18097183108329773,3.9033334255218506,90.0,104.35945945945947,116.10000000000005
-0.00332583487033844,3.13020396232605,61042,1.5773839950561523,456,6.331820116157724,-0.18282514810562134,0.0007911510765552521,0.0775606632232666,11,0.0008638380095362663,76.03999341190146,0.4610348069174517,-0.18615098297595978,3.6679654121398926,89.99999999999999,105.6447368421053,113.30000000000004
0.0010958164930343628,3.218653917312622,66070,1.5809829235076904,576,6.33863265136015,-0.1803351193666458,0.0006363403517752886,0.08051633834838867,12,0.0006604762747883797,81.97006456847396,0.4779714889942265,-0.17923930287361145,3.8407182693481445,89.99999999999999,108.69166666666668,116.60000000000002
-0.005606472492218018,3.131978988647461,71183,1.5799511671066284,588,5.747017044921561,-0.1808202564716339,0.0006778864189982414,0.0787966251373291,13,0.0006197571638040245,83.14368513148283,0.3732563593165779,-0.18642672896385193,3.7199459075927734,90.0,108.95306122448982,115.20000000000003
0.006916150450706482,2.993957996368408,76184,1.578635334968567,540,6.167210786805412,-0.17902342975139618,0.0005861339159309864,0.07585334777832031,14,0.0007021552883088589,83.031181966678,0.4701289543531002,-0.1721072793006897,3.4811787605285645,90.0,108.22000000000003,115.50000000000003
-0.0015506148338317871,3.15860652923584,81209,1.5795997381210327,636,5.1114903473122,-0.18097297847270966,0.0006100314203649759,0.08031845092773438,15,0.0005209859809838235,85.74360428896743,0.4725799240546289,-0.18252359330654144,3.7332603931427,89.99999999999999,110.14150943396227,116.30000000000004
0.00039346516132354736,3.105194330215454,86348,1.5796732902526855,684,4.992743272001572,-0.1809648871421814,0.0005559796118177474,0.08032417297363281,16,0.0005745462840422988,87.34491990979438,0.49308942415516543,-0.18057142198085785,3.674933433532715,80.00000000000001,110.63333333333334,116.40000000000003
0.00010019540786743164,3.156637668609619,91421,1.5808043479919434,768,4.239013545607496,-0.18095317482948303,0.0004794516135007143,0.0824286937713623,17,0.0004995021736249328,90.02751337666047,0.5958889733106602,-0.1808529794216156,3.7814080715179443,89.99999999999997,111.91718750000001,117.30000000000004
-0.0035671740770339966,3.079528570175171,96440,1.5804470777511597,768,5.498781603327586,-0.17618101835250854,0.0004411811241880059,0.08131051063537598,18,0.0004721744917333126,90.2483611201845,0.45035054789741874,-0.17974819242954254,3.744128465652466,89.99999999999997,111.68906250000003,117.40000000000003
0.0001309514045715332,3.1576690673828125,101506,1.579553484916687,780,3.938414663182596,-0.17780223488807678,0.00044948988943360746,0.08223843574523926,19,0.0004341959720477462,91.25010438834393,0.4419803699686182,-0.17767128348350525,3.769336462020874,89.99999999999999,112.05230769230772,117.60000000000002
0.0011562705039978027,3.12125825881958,106564,1.5784794092178345,816,2.7465502111346507,-0.17705929279327393,0.0004150767927058041,0.08232498168945312,20,0.00043887016363441944,90.42595941924917,0.4311449228233735,-0.17590302228927612,3.8714065551757812,103.7,112.56176470588238,118.00000000000006
0.001458093523979187,3.129080295562744,111617,1.5774301290512085,828,2.550200044869249,-0.1801047921180725,0.0004680901765823364,0.08170795440673828,21,0.0004005056107416749,90.9340698468616,0.45279589592418584,-0.17864669859409332,3.8230364322662354,104.90000000000002,112.67681159420292,116.7
-0.0014197826385498047,3.0841076374053955,116653,1.577734112739563,864,2.6304250231605497,-0.17560911178588867,0.00040625271503813565,0.08114194869995117,22,0.00045717504690401256,92.4783743698783,0.5261711193760206,-0.17702889442443848,3.770310401916504,105.4,113.00555555555557,118.20000000000002
0.0009428411722183228,3.1116437911987305,121697,1.578225016593933,900,3.773101052921273,-0.17805631458759308,0.00045942256110720336,0.0830385684967041,23,0.0003870271611958742,93.9184263820288,0.4386420686122118,-0.17711347341537476,3.7632369995117188,90.0,113.14133333333334,117.30000000000004
-1.2814998626708984e-06,3.170701026916504,126704,1.577128291130066,972,2.281168809743371,-0.17622128129005432,0.00037856627022847533,0.0836787223815918,24,0.00042249105172231793,94.43204064284036,0.44071285511369407,-0.176222562789917,3.949434518814087,105.70000000000002,113.81851851851853,117.80000000000004
-0.003579184412956238,3.138331413269043,131821,1.5757256746292114,888,3.3590009145430035,-0.1731918603181839,0.00035575139918364584,0.08303666114807129,25,0.0004171770124230534,94.83111973985376,0.544738260552433,-0.17677104473114014,3.6922998428344727,100.09999999999998,113.08513513513518,117.80000000000004
-0.0013454556465148926,3.0621626377105713,136837,1.5755149126052856,936,2.8888515903120022,-0.17519865930080414,0.0003549676912371069,0.08056330680847168,26,0.0003300912503618747,95.99058019056591,0.5101063142962728,-0.17654411494731903,3.6801369190216064,102.8,113.56923076923077,117.20000000000005
0.003697723150253296,3.0062081813812256,141844,1.5740830898284912,996,2.4014608221701446,-0.17352432012557983,0.0003739350941032171,0.08037137985229492,27,0.0003481107414700091,95.39120966269955,0.5353450192537813,-0.16982659697532654,3.726494550704956,104.59999999999998,113.96746987951809,118.30000000000004
-0.0026532113552093506,3.1466426849365234,146872,1.5733696222305298,984,2.1477088216584246,-0.17350032925605774,0.0003420969587750733,0.08428621292114258,28,0.00037045986391603947,95.5497727240726,0.41666987034474595,-0.1761535406112671,3.8842170238494873,107.10000000000002,113.86829268292686,118.4
-0.0009519904851913452,3.126993417739868,151925,1.5740782022476196,1080,2.0700811101184335,-0.1724780648946762,0.000306121539324522,0.08380985260009766,29,0.00031328003387898207,96.65056067439174,0.5526532725732156,-0.17343005537986755,3.8896372318267822,107.9,114.38555555555558,118.50000000000006
0.003018990159034729,3.0799248218536377,156933,1.5744251012802124,1092,2.6775193763758813,-0.1709737628698349,0.00032417362672276795,0.08256268501281738,30,0.00030456006061285734,97.54644167354762,0.46430752054698826,-0.16795477271080017,3.8280649185180664,101.6,114.49670329670333,118.20000000000005
0.001077994704246521,3.1232123374938965,161974,1.5741848945617676,1104,3.378732795362414,-0.17187924683094025,0.0002986923500429839,0.08345198631286621,31,0.0003190725401509553,97.87980249331925,0.4947940170378859,-0.17080125212669373,3.838545083999634,90.0,114.41195652173914,118.20000000000005
-0.0009870827198028564,3.217437505722046,167002,1.572996973991394,1152,2.2610031881151107,-0.1721208691596985,0.00033896209788508713,0.08492302894592285,32,0.0002841033856384456,98.0554829591119,0.4468722830367709,-0.17310795187950134,4.009175539016724,107.50000000000003,114.76250000000003,118.00000000000003
-0.0007524639368057251,3.294989585876465,172035,1.5723586082458496,1140,1.9516243678357308,-0.17165803909301758,0.00027991668321192265,0.08847737312316895,33,0.0003345699515193701,98.07789404306303,0.4779674015656001,-0.1724105030298233,4.03429388999939,107.6,114.70210526315792,117.90000000000003
