MinReturn,NumTrajs,PolicyExecTime,StdReturn,KL,AverageReturn,dLoss,MaxReturn,Iteration,LossBefore,Entropy,GradNorm,LossAfter,KLBefore,EnvExecTime,AverageDiscountedReturn,ProcessExecTime,TotalEnvSteps
-46.999999999999986,464,4.214682579040527,24.12839097187782,0.0008328495314344764,12.362068965517249,-0.0013621002435684204,60.3,196,-0.1639358401298523,1.4562644958496094,0.4373647814772607,-0.16257373988628387,0.0007254339288920164,3.9458742141723633,13.582387342944989,0.12072205543518066,1494920
-23.499999999999986,424,4.188309192657471,20.980998031335073,0.0009364437428303063,15.086792452830196,-0.0010564476251602173,58.6,197,-0.16576609015464783,1.4597045183181763,0.4769317001676174,-0.1647096425294876,0.0008721992489881814,3.6955010890960693,17.659768452913,0.11925840377807617,1502544
-42.999999999999986,448,4.103638410568237,20.64788711580288,0.0007058086921460927,17.86071428571429,-0.00038535892963409424,55.1,198,-0.16313385963439941,1.4576510190963745,0.4197086832060292,-0.16274850070476532,0.0009008354973047972,3.7653446197509766,17.75292136541351,0.11625933647155762,1510067
-25.99999999999999,480,4.136817216873169,17.729189600455197,0.0007855127914808691,20.768333333333338,0.0012166649103164673,57.199999999999996,199,-0.16165828704833984,1.458870768547058,0.4303308069072819,-0.1628749519586563,0.000682934420183301,3.715139865875244,19.99071962218866,0.11947274208068848,1517581
-81.89999999999998,440,4.108415842056274,24.691220107828265,0.0008527132449671626,12.476363636363647,-1.6644597053527832e-05,61.699999999999996,200,-0.16320115327835083,1.456757664680481,0.4670705041504365,-0.1631845086812973,0.0008487552404403687,3.7915849685668945,14.130990779270924,0.1182408332824707,1525089
-39.9,496,4.116277694702148,20.873447090606014,0.0007695492822676897,17.75967741935485,0.00035318732261657715,53.09999999999999,201,-0.16222690045833588,1.4485702514648438,0.4204308473494548,-0.16258008778095245,0.0007845012005418539,3.7655398845672607,16.69451395064354,0.11782217025756836,1532683
-35.499999999999986,456,4.154301404953003,20.51610227228619,0.0008158947457559407,16.415789473684217,0.002758920192718506,49.899999999999984,202,-0.159892737865448,1.4487324953079224,0.44033406709425044,-0.1626516580581665,0.000808196549769491,3.7631702423095703,17.27373459864778,0.11847305297851562,1540351
-30.099999999999987,480,4.305742025375366,18.690786425996688,0.0008052094490267336,17.21833333333334,-0.002312302589416504,53.3,203,-0.16438522934913635,1.4490524530410767,0.4457033844702353,-0.16207292675971985,0.0007707896293140948,3.8894152641296387,16.715126902254838,0.12329530715942383,1547860
-32.49999999999999,488,4.199933767318726,21.706578981567823,0.0007712342194281518,16.89836065573771,-0.002188175916671753,57.4,204,-0.1640615165233612,1.4480546712875366,0.37843153069129826,-0.16187334060668945,0.0007933647138997912,3.8469700813293457,16.140920800999776,0.12165474891662598,1555392
-21.999999999999975,512,4.252869367599487,19.31769897405857,0.0007590114837512374,19.87968750000001,-0.0038869082927703857,56.4,205,-0.1662188321352005,1.4465583562850952,0.5145182472744353,-0.16233192384243011,0.0007469835691154003,3.822584867477417,19.422857460478724,0.12375879287719727,1563009
-60.49999999999998,528,4.312647342681885,21.05926222004287,0.0006630006246268749,17.66666666666667,-0.0010027438402175903,55.800000000000004,206,-0.16166652739048004,1.4385288953781128,0.46173942119315375,-0.16066378355026245,0.0007578894146718085,4.003525257110596,15.808673476575017,0.12438845634460449,1570684
-36.899999999999984,456,4.318236589431763,21.791386191740685,0.0007774257101118565,13.707017543859656,0.002493754029273987,59.19999999999999,207,-0.16055484116077423,1.440343976020813,0.3733167693317769,-0.16304859519004822,0.0007026107632555068,3.885931968688965,14.307254494476561,0.12494826316833496,1578236
-51.99999999999997,496,4.167463064193726,24.42729368757544,0.0007295996765606105,17.791935483870972,-0.0003857612609863281,57.7,208,-0.16147178411483765,1.436991572380066,0.45464943231094856,-0.16108602285385132,0.0007214643992483616,3.827507972717285,18.184906907671504,0.12025284767150879,1585770
-20.499999999999986,488,4.240447759628296,17.93034193910454,0.000966162362601608,21.029508196721313,-0.004673749208450317,54.79999999999999,209,-0.16534408926963806,1.4304109811782837,0.4234572367489367,-0.16067034006118774,0.0007462690700776875,3.769334316253662,20.913258155832768,0.12175512313842773,1593372
-43.99999999999998,536,4.09442925453186,22.770446467861227,0.0006574835861101747,17.346268656716422,-0.0013291537761688232,66.8,210,-0.1602514684200287,1.4247108697891235,0.33637305081094676,-0.15892231464385986,0.000950672896578908,3.726982593536377,17.56345881599646,0.11992049217224121,1600880
-33.999999999999986,536,4.10879373550415,18.472334500610042,0.0007906647515483201,23.617910447761197,-0.0025003254413604736,61.1,211,-0.1636548787355423,1.4233622550964355,0.48497833527426504,-0.16115455329418182,0.0006483830511569977,3.6969077587127686,21.929542947784856,0.11911416053771973,1608396
-71.89999999999999,504,4.15502405166626,23.593301166100854,0.0006934308912605047,14.779365079365087,0.0049514323472976685,59.49999999999999,212,-0.15455369651317596,1.4217860698699951,0.4394076812574054,-0.15950512886047363,0.0008325604139827192,3.8094582557678223,14.479118148798808,0.12049007415771484,1615955
-24.89999999999998,472,4.198010206222534,16.589312571136826,0.000753571919631213,17.433898305084753,0.0016772598028182983,47.5,213,-0.15989930927753448,1.4288216829299927,0.5212115669715768,-0.16157656908035278,0.0007338027353398502,3.7873358726501465,17.342691363995264,0.12079238891601562,1623509
-16.0,520,4.140826225280762,18.000775394212862,0.0007354993722401559,23.190769230769234,-0.00027057528495788574,55.9,214,-0.16031233966350555,1.4251493215560913,0.43927255150094424,-0.16004176437854767,0.0007039404008537531,3.6952927112579346,21.77186790690753,0.11971402168273926,1631050
-26.49999999999997,520,4.209450960159302,19.434911307098695,0.0007524461834691465,17.27384615384616,-0.0002924501895904541,64.09999999999998,215,-0.15951192378997803,1.4197349548339844,0.34802829267586044,-0.15921947360038757,0.0007441416964866221,3.8297817707061768,16.981444557532985,0.12106561660766602,1638657
-32.899999999999984,512,4.2391321659088135,19.495223523580716,0.0007548995781689882,19.753125000000004,-0.0014231055974960327,65.89999999999999,216,-0.16178475320339203,1.426827073097229,0.46489441326931286,-0.160361647605896,0.000730566622223705,3.825176954269409,19.41103621125983,0.12301325798034668,1646330
-45.49999999999999,488,4.241631746292114,21.38618770271577,0.0007005398510955274,15.555737704918037,0.0026490986347198486,55.19999999999998,217,-0.15695102512836456,1.424124002456665,0.3595731294520185,-0.1596001237630844,0.0007788171642459929,3.837541341781616,15.668444626206915,0.12166833877563477,1653851
-36.99999999999999,496,4.313275575637817,19.319335448312188,0.0007578591466881335,20.11935483870968,0.001342087984085083,53.59999999999999,218,-0.15948861837387085,1.4245522022247314,0.37476042483265526,-0.16083070635795593,0.0006933677359484136,3.895559549331665,19.80032188397593,0.1253366470336914,1661492
-36.49999999999997,472,4.185365915298462,20.358501510187438,0.0007944884710013866,13.154237288135597,0.0012946724891662598,53.59999999999999,219,-0.16055333614349365,1.4248037338256836,0.40648971315767574,-0.1618480086326599,0.0007692635990679264,3.7614243030548096,15.444058210443218,0.12317395210266113,1669096
-33.799999999999976,552,4.162037134170532,19.749090040959214,0.0008044266141951084,23.549275362318845,0.00112953782081604,54.699999999999996,220,-0.16029484570026398,1.4169780015945435,0.5161376108071001,-0.16142438352108002,0.0006799902184866369,3.77398943901062,22.78698841158849,0.1202840805053711,1676627
-45.99999999999998,520,4.272524356842041,20.17931367989793,0.00074400519952178,18.27384615384616,-0.00010222196578979492,61.0,221,-0.16071441769599915,1.4161280393600464,0.5559779927584059,-0.16061219573020935,0.000847191084176302,3.8520796298980713,18.735722567359886,0.12211132049560547,1684234
-49.599999999999994,568,4.119099378585815,21.922719489957213,0.0006875141989439726,21.083098591549298,-0.003569692373275757,62.599999999999994,222,-0.1620168387889862,1.406572699546814,0.5364451232477864,-0.15844714641571045,0.0006844824529252946,3.7028861045837402,19.780135690942597,0.11915850639343262,1691745
-38.49999999999996,488,4.3149847984313965,21.798829078810677,0.000728717481251806,14.408196721311482,-0.0007530748844146729,62.599999999999994,223,-0.16282548010349274,1.4113789796829224,0.43780424450807326,-0.16207240521907806,0.0007687986362725496,3.9254608154296875,14.63859495762582,0.12440752983093262,1699301
-15.99999999999999,480,4.167939901351929,19.650767301954275,0.0007667956524528563,20.43666666666667,0.0021956712007522583,64.5,224,-0.15965819358825684,1.4164897203445435,0.3849810674545806,-0.1618538647890091,0.0007287954213097692,3.716956615447998,20.24316766363197,0.12081623077392578,1706814
-39.99999999999997,584,4.185851812362671,19.957687743230565,0.00064812321215868,24.687671232876724,-0.0002754628658294678,62.4,225,-0.1591530442237854,1.4039287567138672,0.42446077074605276,-0.15887758135795593,0.0006515771383419633,3.7746784687042236,22.543717744390392,0.12146210670471191,1714327
-37.99999999999999,568,4.197380065917969,24.026731707420566,0.0006861001020297408,18.519718309859158,0.0006726235151290894,60.49999999999998,226,-0.15914708375930786,1.4046622514724731,0.3970648508721374,-0.15981970727443695,0.0006881728768348694,3.821777105331421,17.42655764793254,0.12321782112121582,1721843
-22.19999999999998,552,4.183201789855957,17.299933891937453,0.0006328315939754248,24.352173913043483,0.007114484906196594,54.599999999999994,227,-0.15197624266147614,1.4094948768615723,0.3485230022493967,-0.15909072756767273,0.000705051701515913,3.780092716217041,22.618281686859085,0.12177467346191406,1729450
-29.499999999999986,464,4.189620494842529,19.52280230269971,0.000800648529548198,13.213793103448284,-0.0013311505317687988,47.199999999999996,228,-0.16412389278411865,1.4172282218933105,0.5953548632704759,-0.16279274225234985,0.0007407655939459801,3.7938485145568848,13.96934801512363,0.12016749382019043,1737006
-40.19999999999999,512,4.121487855911255,19.77893450113023,0.0007429405814036727,17.800000000000004,-0.002729952335357666,57.4,229,-0.1635379046201706,1.4135628938674927,0.433634334314684,-0.16080795228481293,0.0007361381431110203,3.6848785877227783,17.297672037039764,0.11941123008728027,1744589
-57.49999999999997,528,4.2350170612335205,21.495392335189177,0.0007933683227747679,15.61515151515152,-0.0029797106981277466,53.900000000000006,230,-0.16279976069927216,1.4062144756317139,0.3857808617514088,-0.1598200500011444,0.0007439156179316342,3.87918758392334,14.537980622235837,0.12229299545288086,1752213
-48.899999999999984,544,4.128671884536743,19.72813378257691,0.0006572199636138976,20.398529411764713,-0.0006702393293380737,51.79999999999999,231,-0.16165246069431305,1.4056893587112427,0.40213707508525065,-0.16098222136497498,0.0007788189104758203,3.7391791343688965,18.05329786243721,0.11934256553649902,1759737
-51.999999999999986,600,4.2465715408325195,20.853866148350843,0.0006992719136178493,23.900000000000002,0.003150656819343567,67.10000000000001,232,-0.15855596959590912,1.4003618955612183,0.46795795461156514,-0.16170662641525269,0.0006105839856900275,3.8961479663848877,22.626876762980036,0.1248476505279541,1767367
-39.099999999999994,560,4.226006507873535,22.084806347997965,0.0005764404195360839,19.430000000000003,-0.004766911268234253,65.3,233,-0.1635691374540329,1.3981989622116089,0.45062420477611265,-0.15880222618579865,0.0007289500208571553,3.892235040664673,18.5890417875991,0.12307357788085938,1774936
-18.099999999999994,560,4.177382946014404,18.106937671421264,0.0006649565184488893,23.077142857142864,0.0004927664995193481,59.29999999999999,234,-0.16080188751220703,1.400572419166565,0.40337938277310764,-0.16129465401172638,0.0005758590414188802,3.806746482849121,20.831331334666878,0.12180042266845703,1782462
-25.500000000000004,568,4.18729567527771,20.200027693684717,0.0006414614035747945,20.897183098591555,0.0019327402114868164,53.69999999999999,235,-0.15875276923179626,1.3998538255691528,0.5163089569599918,-0.16068550944328308,0.0006551943370141089,3.794145345687866,18.658207618442585,0.12109518051147461,1790035
-33.59999999999998,640,4.217529773712158,21.075477122416462,0.0006282253307290375,19.733750000000004,0.0012349486351013184,56.8,236,-0.1585388332605362,1.3915387392044067,0.46846328788700614,-0.1597737818956375,0.0005847951397299767,3.855886220932007,17.951965990048215,0.12281489372253418,1797658
-28.4,600,4.156991243362427,20.024941514687786,0.0006326215225271881,22.272000000000006,-0.00256212055683136,61.6,237,-0.1624647080898285,1.3974270820617676,0.455473067691318,-0.15990258753299713,0.0006517207366414368,3.768430709838867,20.372349717525857,0.1212320327758789,1805214
-27.599999999999994,536,4.2458062171936035,22.298623448718303,0.0006741267279721797,19.96268656716418,0.002563193440437317,71.69999999999999,238,-0.15793682634830475,1.4037065505981445,0.508431256723672,-0.16050001978874207,0.0007098497590050101,3.83846116065979,18.51703811034412,0.12362384796142578,1812749
-71.60000000000001,600,4.127618312835693,23.08474382212922,0.0005690227262675762,23.843999999999998,2.446770668029785e-05,61.299999999999955,239,-0.16026395559310913,1.3947250843048096,0.49975158101933437,-0.16028842329978943,0.0006210480933077633,3.753727436065674,21.76435060385555,0.12090635299682617,1820306
-31.59999999999998,560,4.061652183532715,18.79539571278029,0.0006072690594010055,16.610000000000007,0.0027216970920562744,53.09999999999998,240,-0.15662503242492676,1.390991449356079,0.4187318227521436,-0.15934672951698303,0.0006017969571985304,3.6834542751312256,14.72267571760833,0.11840271949768066,1827814
-35.499999999999986,560,4.179864406585693,19.086019886347195,0.0007818809244781733,26.211428571428566,-0.00040619075298309326,64.19999999999999,241,-0.16229112446308136,1.3934032917022705,0.4244977675010002,-0.16188493371009827,0.00060198426945135,3.7597618103027344,25.238370669306345,0.12248969078063965,1835376
-35.499999999999986,584,4.208745002746582,21.03989847477551,0.0007451631827279925,21.421917808219185,-0.0010377615690231323,56.09999999999998,242,-0.15958428382873535,1.3806812763214111,0.4711318695196625,-0.15854652225971222,0.0007708545308560133,3.8995330333709717,19.641666082208623,0.12347269058227539,1842933
-64.59999999999998,592,4.1601831912994385,22.792347986437086,0.0006044066976755857,20.690540540540546,-0.0029239505529403687,70.8,243,-0.16149519383907318,1.379548192024231,0.496362365048998,-0.1585712432861328,0.0007473285659216344,3.730076789855957,18.438994694967146,0.12180590629577637,1850482
-67.1,600,4.22184157371521,25.773467287115245,0.0007076498586684465,19.672000000000004,0.0017274469137191772,61.699999999999996,244,-0.15705859661102295,1.3857338428497314,0.4579930210276147,-0.15878604352474213,0.0006239899666979909,3.8441033363342285,18.559845675283633,0.1243290901184082,1858148
-35.900000000000006,600,4.169809818267822,21.50101913863619,0.0006922127795405686,23.124000000000006,0.0005785077810287476,61.99999999999997,245,-0.1590120643377304,1.3824200630187988,0.5470963794204262,-0.15959057211875916,0.0007047950639389455,3.7563860416412354,21.344087429710143,0.12169075012207031,1865690
-21.999999999999993,584,4.2129433155059814,18.979040300452887,0.0006788799655623734,25.401369863013702,-0.0005018562078475952,61.0,246,-0.1598275750875473,1.3845484256744385,0.44804430442254534,-0.1593257188796997,0.0007033912697806954,3.853173017501831,22.439216555074395,0.12227272987365723,1873287
-35.29999999999999,552,4.215376615524292,20.700495820152902,0.0007463074871338904,21.4072463768116,-0.003421977162361145,54.199999999999996,247,-0.16499921679496765,1.3859803676605225,0.43033448870286933,-0.1615772396326065,0.0006983180646784604,3.7614035606384277,19.265295384418884,0.1222836971282959,1880871
-27.99999999999998,560,4.177417755126953,18.827562784602872,0.0008208072977140546,22.38714285714286,-0.0012017637491226196,64.69999999999999,248,-0.16344678401947021,1.3778045177459717,0.43347644281756603,-0.1622450202703476,0.0007395372376777232,3.7517268657684326,20.062268320542103,0.12261795997619629,1888455
-27.699999999999985,664,4.159470796585083,16.44529590169289,0.0006325476570054889,29.956626506024097,-0.002260461449623108,67.3,249,-0.16122202575206757,1.35840904712677,0.4034562868880913,-0.15896156430244446,0.000768231984693557,3.739666700363159,26.336287457358917,0.12193036079406738,1895991
-39.60000000000002,640,4.1446568965911865,17.631012272413624,0.0006197617040015757,26.137500000000006,-0.0007877945899963379,60.199999999999996,250,-0.16224271059036255,1.360249400138855,0.40623808593991756,-0.1614549160003662,0.000661959289573133,3.768181562423706,22.82305953620202,0.12267565727233887,1903496
-47.199999999999996,640,4.189920425415039,21.58848329405055,0.0006574347498826683,26.30375,0.0021956264972686768,67.3,251,-0.1572500765323639,1.3548731803894043,0.3632875606717981,-0.15944570302963257,0.0006147546228021383,3.881134271621704,23.408222866272716,0.12276935577392578,1911008
-17.999999999999982,600,4.2120041847229,19.242560420992714,0.0006128893001005054,25.50133333333334,0.0034876465797424316,62.79999999999999,252,-0.15432122349739075,1.3584997653961182,0.41823809141140694,-0.15780887007713318,0.0006743214908055961,3.774592638015747,23.32073704729899,0.12319540977478027,1918522
-17.099999999999994,624,4.194741249084473,15.444407952884482,0.0007056737667880952,25.002564102564104,-0.003004297614097595,49.99999999999999,253,-0.16137517988681793,1.347279667854309,0.4297006790150853,-0.15837088227272034,0.0006082018371671438,3.778639554977417,22.564199137303966,0.12219977378845215,1926025
-25.700000000000003,648,4.139635801315308,17.26542093159417,0.0006110724061727524,24.240740740740744,0.001221388578414917,52.39999999999999,254,-0.1575939655303955,1.340043306350708,0.41055522950661777,-0.15881535410881042,0.000691329943947494,3.7826309204101562,20.916320053875534,0.12145352363586426,1933525
-30.799999999999997,608,4.256227016448975,19.09730890492093,0.0006435458199121058,24.717105263157897,-0.0008217841386795044,54.499999999999986,255,-0.15877768397331238,1.3455837965011597,0.37589032886698437,-0.15795589983463287,0.0006268796278163791,3.823073148727417,22.709349777212676,0.12364554405212402,1941055
-64.89999999999999,672,4.1721601486206055,21.12578863801849,0.0005499947001226246,25.971428571428564,-0.0019441992044448853,62.4,256,-0.15954434871673584,1.3369454145431519,0.42766112045493493,-0.15760014951229095,0.0006062572938390076,3.843066692352295,23.657477970956826,0.12323570251464844,1948654
-26.09999999999999,632,4.165270090103149,19.10575422683411,0.0006136310985311866,22.43417721518988,0.0018075108528137207,57.09999999999997,257,-0.1578415036201477,1.3368853330612183,0.45815938333242046,-0.15964901447296143,0.0005738455220125616,3.7539796829223633,20.059170090173655,0.12076401710510254,1956181
-33.09999999999997,616,4.06036901473999,17.599685288282412,0.0005170051590539515,24.487012987012992,0.0006364881992340088,55.99999999999999,258,-0.15741737186908722,1.3439900875091553,0.37041144660677844,-0.15805386006832123,0.0006244615069590509,3.6684484481811523,21.156920111047988,0.11902260780334473,1963746
-64.29999999999998,696,4.222803115844727,21.873859179809873,0.0006145500228740275,25.148275862068967,0.0010201185941696167,60.89999999999999,259,-0.1587623953819275,1.3318302631378174,0.3877026704785896,-0.1597825139760971,0.0004793398838955909,3.856290340423584,22.85270136957541,0.12418889999389648,1971327
-37.09999999999999,616,4.191372632980347,18.53271325568128,0.0005928425816819072,26.477922077922088,-7.24494457244873e-05,68.69999999999999,260,-0.15995678305625916,1.3411897420883179,0.4361178285622274,-0.15988433361053467,0.0006717042997479439,3.9072725772857666,22.89091198587483,0.1220390796661377,1978914
-51.499999999999986,744,4.171159029006958,18.673286448230314,0.0005245895008556545,27.009677419354833,0.002522498369216919,63.99999999999999,261,-0.153960719704628,1.3202779293060303,0.4515993846043402,-0.1564832180738449,0.0004997357027605176,3.8655405044555664,23.873858955121122,0.1228322982788086,1986415
-21.99999999999998,680,4.2408082485198975,17.730710128500196,0.0005135756218805909,24.463529411764707,-0.003310486674308777,62.49999999999998,262,-0.1619836539030075,1.3294377326965332,0.4021412434485467,-0.15867316722869873,0.0005682649207301438,3.886862277984619,22.088292765401953,0.12553024291992188,1994011
-29.699999999999953,720,4.16410231590271,20.569903370977652,0.0006250828737393022,25.73444444444445,0.0028611421585083008,60.99999999999999,263,-0.1555170714855194,1.3146816492080688,0.419101557930841,-0.1583782136440277,0.0004944610991515219,3.83612322807312,22.288413575968164,0.12285423278808594,2001570
-33.999999999999986,664,4.133381605148315,18.6643915589534,0.0006189275882206857,25.697590361445783,0.0014566928148269653,60.400000000000006,264,-0.15896661579608917,1.3200418949127197,0.33533464076999614,-0.16042330861091614,0.0006413476075977087,3.742521286010742,22.70356530934104,0.12096214294433594,2009086
-33.79999999999999,656,4.218191862106323,18.939948032382855,0.0006057046120986342,25.430487804878044,-0.001544848084449768,62.899999999999984,265,-0.16039256751537323,1.3210396766662598,0.44300601936906536,-0.15884771943092346,0.0006324411951936781,3.889519691467285,22.22470262312041,0.12474584579467773,2016633
-29.79999999999999,736,4.21310567855835,17.431918981730984,0.0005616212147288024,27.516304347826093,0.0011564940214157104,61.49999999999999,266,-0.15695692598819733,1.3063584566116333,0.46388937008078834,-0.15811342000961304,0.0005558155826292932,3.8190760612487793,23.739338096519397,0.12483835220336914,2024213
-16.400000000000006,696,4.1636035442352295,16.6225523192764,0.0006207589176483452,28.591954022988507,-0.0016591250896453857,59.89999999999999,267,-0.16159774363040924,1.3101787567138672,0.44852126732558345,-0.15993861854076385,0.0005744619411416352,3.866135835647583,23.94264875008466,0.12224435806274414,2031768
-40.49999999999999,688,4.190676689147949,19.667242079991553,0.0006857190164737403,27.46511627906977,-0.0009056925773620605,65.09999999999998,268,-0.16216786205768585,1.315381646156311,0.4221146517440251,-0.1612621694803238,0.0006275571649894118,3.7994675636291504,23.367491060570046,0.12389135360717773,2039343
-39.99999999999997,704,4.162656545639038,20.387297504454178,0.0005957898101769388,27.994318181818187,-0.002762839198112488,63.399999999999984,269,-0.16192272305488586,1.3116954565048218,0.5066793996279219,-0.15915988385677338,0.0006764687714166939,3.79494571685791,24.88683452565258,0.1238698959350586,2046848
-22.400000000000006,688,4.238772869110107,17.19480851790882,0.0006465758197009563,28.817441860465113,0.0029191672801971436,62.49999999999998,270,-0.15606048703193665,1.3244813680648804,0.4021395205706176,-0.1589796543121338,0.0006045108311809599,3.8408191204071045,24.702168097554303,0.12450075149536133,2054400
-51.999999999999986,664,4.4024200439453125,20.457772716222962,0.0009164452785626054,22.768674698795184,-0.0008169859647750854,58.799999999999976,271,-0.16144634783267975,1.333978295326233,0.4684732759106395,-0.16062936186790466,0.0006731559988111258,4.06223726272583,18.907094484900874,0.12699508666992188,2061982
-20.999999999999986,712,4.204442501068115,16.35942469700933,0.0005025180289521813,27.056179775280903,0.0029454976320266724,56.8,272,-0.15569104254245758,1.3305283784866333,0.4250533690509067,-0.15863654017448425,0.0008945090812630951,3.8903143405914307,22.469482719301816,0.12518072128295898,2069522
-13.199999999999973,712,4.203710317611694,15.738252583098214,0.000532387406565249,26.310112359550565,-0.0005891174077987671,65.39999999999999,273,-0.15770377218723297,1.3340861797332764,0.36617757684968644,-0.1571146547794342,0.0005032942281104624,3.8138511180877686,22.94462836748217,0.12406468391418457,2077106
-42.90000000000001,736,4.327560901641846,18.936812026221467,0.0004816032596863806,24.567391304347833,0.0032065361738204956,69.0,274,-0.1552281379699707,1.3265902996063232,0.40399098183567383,-0.1584346741437912,0.0005262453341856599,4.030596733093262,22.014229622070452,0.12693214416503906,2084804
-39.599999999999994,816,4.204256772994995,19.392619098755564,0.000622057355940342,28.115686274509805,0.006472170352935791,67.0,275,-0.15089334547519684,1.3162505626678467,0.358674540186174,-0.15736551582813263,0.00043569953413680196,3.9142045974731445,24.508141072556167,0.12520790100097656,2092351
-75.79999999999995,800,4.16893458366394,22.439056374990454,0.0006475534755736589,26.99299999999999,0.0027299970388412476,65.69999999999999,276,-0.15683017671108246,1.3121587038040161,0.4471372485191954,-0.1595601737499237,0.0006284156697802246,3.836616039276123,23.470750723455073,0.12369680404663086,2099908
-35.90000000000001,784,4.32077431678772,19.476160739508874,0.0005000555538572371,25.965306122448983,-0.0011965781450271606,60.30000000000001,277,-0.15842871367931366,1.3148545026779175,0.4590909776721661,-0.1572321355342865,0.00067466392647475,4.016521692276001,21.460416690364934,0.1285874843597412,2107492
-44.900000000000006,736,4.169800281524658,19.644719993664694,0.0006364064756780863,24.43260869565217,-0.001947745680809021,65.4,278,-0.16076895594596863,1.3124221563339233,0.41679627805212394,-0.1588212102651596,0.0005222779582254589,3.8473691940307617,20.76812596825707,0.12299203872680664,2115039
-31.799999999999997,768,4.244807004928589,17.38609757504221,0.0005439954111352563,26.76666666666667,0.001051291823387146,61.29999999999998,279,-0.15359577536582947,1.3057405948638916,0.4171725889634208,-0.1546470671892166,0.0006308250012807548,3.9037909507751465,22.661412970414506,0.12642693519592285,2122598
-27.99999999999999,776,4.2300989627838135,18.574214416048516,0.0004850767145399004,29.58556701030928,-0.0005706995725631714,65.99999999999999,280,-0.15797635912895203,1.3114233016967773,0.46134370234252137,-0.15740565955638885,0.0005358288181014359,3.946065902709961,25.81793568366863,0.12641048431396484,2130120
-37.39999999999999,696,4.211089134216309,18.455443947054324,0.0005381365190260112,29.619540229885054,-0.0018489062786102295,68.89999999999999,281,-0.15915443003177643,1.3163429498672485,0.4210964296057066,-0.1573055237531662,0.0005378448404371738,3.882925510406494,24.954198913834638,0.12392234802246094,2137666
-17.09999999999998,744,4.213078498840332,16.907764514185548,0.0005563711747527122,27.622580645161293,0.0012290775775909424,60.89999999999999,282,-0.15580762922763824,1.3045490980148315,0.549253370258454,-0.1570367068052292,0.0005228894879110157,3.923487663269043,23.72543893411912,0.12544488906860352,2145232
-7.199999999999994,792,4.236748695373535,17.628797710666472,0.0005422094836831093,29.539393939393936,0.00046584010124206543,63.59999999999999,283,-0.15592695772647858,1.304358959197998,0.4233021220643673,-0.15639279782772064,0.0005333461449481547,3.9588704109191895,24.45657696235374,0.12658381462097168,2152798
-25.499999999999993,864,4.1897876262664795,17.968465652011496,0.000522659276612103,31.187037037037044,0.0010485798120498657,68.89999999999999,284,-0.1541883945465088,1.2982923984527588,0.41787805578012766,-0.15523697435855865,0.0005136628751643002,3.8952083587646484,26.980603956225703,0.12496638298034668,2160351
-26.39999999999999,800,4.262967586517334,16.729778360755404,0.000545904622413218,27.354000000000006,-0.000837370753288269,64.6,285,-0.15572230517864227,1.2956597805023193,0.39814649703091837,-0.154884934425354,0.0005557403201237321,3.9862661361694336,23.366569410060197,0.12646484375,2168017
-79.99999999999996,864,4.196314096450806,20.18831480580329,0.00047779144369997084,29.49907407407408,0.0005311816930770874,62.6,286,-0.15514309704303741,1.285705327987671,0.4949289153054851,-0.1556742787361145,0.0005200426676310599,3.953075408935547,25.34944699594544,0.12507390975952148,2175528
-40.89999999999999,808,4.168330907821655,21.452353581115496,0.0004950675647705793,27.770297029702977,0.002054870128631592,73.1,287,-0.15240217745304108,1.284324049949646,0.4462943181465189,-0.15445704758167267,0.0005001038080081344,3.9363491535186768,23.95554674304695,0.12628889083862305,2183055
-48.69999999999999,808,4.182110786437988,19.17353444453512,0.0004916773759759963,29.128712871287128,-0.0013525784015655518,65.6,288,-0.15790006518363953,1.284537434577942,0.43960938838590274,-0.15654748678207397,0.0004941625520586967,3.8576254844665527,25.32901880482511,0.1264324188232422,2190575
-44.49999999999997,816,4.2368996143341064,17.72709120502602,0.0007170127355493605,30.436274509803923,0.0027859508991241455,61.9,289,-0.15256908535957336,1.2779196500778198,0.4968424541579062,-0.1553550362586975,0.00047867256216704845,3.8962080478668213,26.422162235211424,0.12608790397644043,2198130
-33.499999999999986,856,4.258789539337158,18.904029196265594,0.0004704926977865398,31.469158878504672,0.0011112838983535767,65.4,290,-0.15547390282154083,1.2774863243103027,0.36861679558669525,-0.1565851867198944,0.0007145649869926274,3.961178779602051,27.043723595124614,0.12793636322021484,2205688
-17.599999999999987,784,4.276643753051758,18.094204755416726,0.00048495890223421156,30.846938775510203,-0.001991063356399536,63.39999999999999,291,-0.15998315811157227,1.2877860069274902,0.5034698994757761,-0.15799209475517273,0.0005032598273828626,3.930063009262085,26.586469079102155,0.12778663635253906,2213253
-42.50000000000001,784,4.225417852401733,16.7874224054918,0.000446518009994179,32.08571428571429,0.0021539628505706787,59.09999999999999,292,-0.15311336517333984,1.2880191802978516,0.49018603920347986,-0.15526732802391052,0.0004875698941759765,3.899038553237915,27.441368575674137,0.1260364055633545,2220819
-34.69999999999999,872,4.208678245544434,17.708675190575452,0.0004668374895118177,32.15137614678899,-0.0036671608686447144,64.99999999999999,293,-0.16029976308345795,1.278936743736267,0.4224775129603616,-0.15663260221481323,0.0004101764061488211,3.966038227081299,27.397902072953602,0.12654590606689453,2228369
