KLBefore,Entropy,MaxReturn,LossBefore,KL,AverageReturn,NumTrajs,dLoss,Iteration,MinReturn,PolicyExecTime,EnvExecTime,ProcessExecTime,GradNorm,AverageDiscountedReturn,TotalEnvSteps,StdReturn,LossAfter
0.0,1.5865384340286255,-52.499999999999986,-0.17665468156337738,0.0014103674329817295,-145.97368421052633,304,-0.00017906725406646729,0,-235.0,4.5672502517700195,5.567773103713989,0.12053489685058594,0.2910292233343007,-72.3277604280152,7600,47.75374707926912,-0.1764756143093109
0.001370370970107615,1.5853495597839355,-26.29999999999999,-0.17480234801769257,0.0012934401165693998,-143.99473684210525,304,-6.853044033050537e-05,1,-251.5,4.252849102020264,5.368335485458374,0.11375069618225098,0.2750028708005585,-68.72662673171648,15193,48.19888591947034,-0.17473381757736206
0.0013043283252045512,1.5847052335739136,-63.49999999999997,-0.17536211013793945,0.0016411197138950229,-141.1184210526316,304,0.00187644362449646,2,-231.0,4.202857732772827,5.275569438934326,0.11269044876098633,0.28342608358354515,-69.6887359981162,22793,40.724917080224195,-0.1772385537624359
0.00161832757294178,1.5831469297409058,-52.499999999999986,-0.17067080736160278,0.0014244748745113611,-134.07894736842104,304,0.005078151822090149,3,-221.99999999999997,4.276341199874878,5.3331897258758545,0.11670327186584473,0.2986026059087631,-65.31406676167751,30393,44.2676557574533,-0.17574895918369293
0.0015022142324596643,1.580880045890808,-67.5,-0.17599451541900635,0.0014635539846494794,-137.39473684210526,304,-0.0009448379278182983,4,-267.5,4.238149404525757,5.460149049758911,0.11292457580566406,0.28763724471274177,-67.80208531204151,37993,46.97201825145432,-0.17504967749118805
0.0014417491620406508,1.5756933689117432,-41.999999999999986,-0.18362614512443542,0.001678540837019682,-126.67105263157895,304,-0.005231082439422607,5,-225.0,4.298384189605713,5.48036003112793,0.1141672134399414,0.2916133666333081,-60.63741196627862,45593,38.449090796825,-0.17839506268501282
0.0016831803368404508,1.5736116170883179,-40.99999999999999,-0.1785115748643875,0.0014704602072015405,-120.69736842105263,304,-0.0028612762689590454,6,-213.0,4.16953444480896,5.465151071548462,0.11187076568603516,0.26358650527925326,-59.01306418825572,53193,42.5109180207806,-0.17565029859542847
0.0015613390132784843,1.5703507661819458,-42.999999999999986,-0.1778731793165207,0.0013588754227384925,-115.53947368421052,304,-0.0028908848762512207,7,-226.5,4.247440814971924,5.516966104507446,0.1135401725769043,0.2408402759001329,-54.69566163242574,60793,42.09222043056916,-0.17498229444026947
0.0014120165724307299,1.5650511980056763,-65.0,-0.1780991405248642,0.0016094507882371545,-115.55263157894734,304,-0.00020068883895874023,8,-152.5,4.2657482624053955,5.668727397918701,0.11238551139831543,0.3305936759852738,-56.84719075060957,68393,24.853197791093464,-0.17789845168590546
0.0015959752490743995,1.5584547519683838,-35.99999999999998,-0.17271371185779572,0.001344121410511434,-106.19736842105263,304,0.0007919967174530029,9,-175.5,4.215883731842041,5.680690050125122,0.11452269554138184,0.3032522620242321,-49.983591174850865,75993,37.27132725272948,-0.17350570857524872
0.0014138411497697234,1.5517337322235107,-47.0,-0.1795765906572342,0.0015462858136743307,-99.24999999999997,304,-0.0032758861780166626,10,-165.49999999999997,4.202669382095337,5.67793345451355,0.11320710182189941,0.3174661002628082,-47.5268282607357,83593,27.264723207451553,-0.17630070447921753
0.0016394067788496614,1.5468000173568726,-21.00000000000001,-0.17187121510505676,0.001368761295452714,-78.0,304,0.0025014132261276245,11,-126.49999999999997,4.210951089859009,5.639542818069458,0.11331915855407715,0.30927321176480127,-37.949560463422834,91193,24.56543356661529,-0.1743726283311844
0.0013878301251679659,1.540014624595642,-42.499999999999986,-0.17528852820396423,0.0014747473178431392,-86.01315789473684,304,-0.0012300610542297363,12,-157.99999999999997,4.187440633773804,5.752886772155762,0.11364316940307617,0.34201856366860667,-42.82160822207331,98793,28.787901068373106,-0.1740584671497345
0.0014749092515558004,1.5335667133331299,-29.500000000000007,-0.1728130578994751,0.0014936381485313177,-75.72368421052632,304,0.001921132206916809,13,-155.49999999999997,4.268266201019287,5.792357444763184,0.11466240882873535,0.4165090734209164,-37.0523890750567,106393,27.22462540663977,-0.1747341901063919
0.001528276945464313,1.5240459442138672,-26.999999999999996,-0.17686885595321655,0.0013792862882837653,-71.3157894736842,304,-0.0032413750886917114,14,-124.99999999999997,4.16753363609314,5.764146089553833,0.11223220825195312,0.30625074353644777,-35.33357335872845,113993,23.673608738266346,-0.17362748086452484
0.0014178304700180888,1.5154552459716797,-32.50000000000001,-0.1765350103378296,0.0015153726562857628,-72.10526315789474,304,-0.0023751109838485718,15,-118.0,4.124935865402222,5.782292127609253,0.11148691177368164,0.3259002099696861,-37.98060616562174,121593,19.20428882154385,-0.17415989935398102
0.0015182875795289874,1.506757140159607,-17.499999999999996,-0.1711231917142868,0.0013813102850690484,-62.68421052631579,304,0.00027833878993988037,16,-111.49999999999997,4.0858190059661865,5.7497642040252686,0.11149334907531738,0.32488040724812633,-30.883668354675155,129193,21.73477115150537,-0.17140153050422668
0.001368264202028513,1.5047656297683716,-16.0,-0.1724238246679306,0.0015529969241470098,-53.026315789473685,304,-0.0008750557899475098,17,-95.0,4.117832660675049,5.777390718460083,0.11228227615356445,0.34583788676847316,-26.508614997890202,136793,18.879098498360648,-0.1715487688779831
