dLoss,NumTrajs,MaxReturn,Iteration,MinReturn,GradNorm,Entropy,EnvExecTime,AverageDiscountedReturn,ProcessExecTime,TotalEnvSteps,AverageReturn,StdReturn,LossBefore,LossAfter,KL,KLBefore,PolicyExecTime
0.004120096564292908,304,62.80000000000002,0,5.329070518200751e-15,0.4970362908812337,1.556342363357544,6.083188056945801,21.9636971691437,0.19929790496826172,7572,28.231578947368426,12.520511702658116,-0.16826091706752777,-0.17238101363182068,0.0010847350349649787,0.0,9.096312999725342
0.0012790560722351074,312,65.3,1,-9.999999999999996,0.3504125022160635,1.5565619468688965,6.234539747238159,21.262115966512354,0.1900327205657959,15261,28.489743589743593,17.776357027383956,-0.17572170495986938,-0.1770007610321045,0.0012811193009838462,0.001077254069969058,9.323824167251587
0.000652611255645752,312,69.7,2,10.0,0.42518548301965786,1.5613343715667725,6.055209159851074,24.76815623403894,0.1876516342163086,22810,31.925641025641035,17.87679656309588,-0.17627499997615814,-0.1769276112318039,0.0014520754339173436,0.0012461117003113031,9.264363288879395
-0.006257861852645874,320,74.70000000000002,3,20.0,0.39695996228741753,1.563515067100525,5.7764832973480225,30.083423661701953,0.18735551834106445,30338,41.68000000000001,14.546497860309882,-0.18104004859924316,-0.1747821867465973,0.0013061793288215995,0.0013953320449218154,9.215004682540894
-0.000920414924621582,312,68.0,4,10.000000000000002,0.4524720201757102,1.565231204032898,5.769690752029419,30.486881023459347,0.19128918647766113,37933,40.782051282051285,13.799830392768058,-0.17773602902889252,-0.17681561410427094,0.0012157076271250844,0.0013498010812327266,9.331690311431885
0.0029197484254837036,352,77.5,5,20.000000000000014,0.36612952035770446,1.5695439577102661,5.645042419433594,36.964018783841176,0.1896531581878662,45574,49.45227272727273,14.90609223585449,-0.17290116846561432,-0.17582091689109802,0.0010760331060737371,0.0010654714424163103,9.314794540405273
0.0006078630685806274,320,67.49999999999999,6,19.999999999999993,0.37163048234248275,1.5663706064224243,5.471360206604004,34.804810619892834,0.1919703483581543,53164,47.275,11.68121890044014,-0.1756500005722046,-0.17625786364078522,0.001238888711668551,0.001152516808360815,9.112819194793701
-0.0014091730117797852,336,75.10000000000001,7,20.00000000000001,0.3593486436711636,1.5677181482315063,5.534879922866821,37.47873253961805,0.19276952743530273,60858,50.728571428571435,11.851788808411314,-0.17992889881134033,-0.17851972579956055,0.001332071260549128,0.0011830105213448405,9.258918046951294
0.002699241042137146,336,74.4,8,39.99999999999998,0.4488320033274297,1.5664901733398438,5.579144239425659,37.72661180808374,0.19132614135742188,68546,53.36190476190477,10.016699208748793,-0.1763668954372406,-0.17906613647937775,0.0012987010413780808,0.0013197691878303885,9.447769165039062
0.0004569888114929199,344,73.69999999999999,9,30.000000000000004,0.5083263129300446,1.5662955045700073,5.510962963104248,38.33074497289319,0.18963313102722168,76154,53.93488372093024,11.741634998088625,-0.17778196930885315,-0.17823895812034607,0.001336931250989437,0.0012300394009798765,9.259435653686523
0.002111285924911499,368,72.49999999999999,10,39.99999999999999,0.5477307202891847,1.56671941280365,5.476164817810059,40.28752836176191,0.1870131492614746,83703,59.45869565217392,9.060750906758715,-0.17473246157169342,-0.17684374749660492,0.0010981318773701787,0.0012505602790042758,9.043653964996338
-0.003937661647796631,424,77.10000000000002,11,49.99999999999998,0.42717611161197405,1.569685459136963,5.412753343582153,46.61139192779182,0.1887197494506836,91329,63.347169811320754,8.448436358030547,-0.17971110343933105,-0.17577344179153442,0.0011076920200139284,0.0009731798199936748,9.174003601074219
1.3336539268493652e-05,416,77.50000000000001,12,39.99999999999999,0.490731636892954,1.5686044692993164,5.309360980987549,45.78444950446528,0.18130087852478027,98869,63.76923076923077,7.6028470998480975,-0.17608113586902618,-0.17609447240829468,0.0009544491767883301,0.0010736440308392048,8.814435482025146
-0.0037270337343215942,536,77.70000000000002,13,50.00000000000001,0.43512410771947796,1.5725347995758057,5.459019184112549,50.21450812595705,0.18224835395812988,106470,68.35671641791045,5.431094111497186,-0.17935051023960114,-0.17562347650527954,0.000720611191354692,0.0007550035952590406,8.889735698699951
0.0021554678678512573,528,77.6,14,40.000000000000014,0.47338162067869427,1.5691369771957397,5.50461745262146,49.128207910901324,0.18855690956115723,114062,68.04242424242423,5.588002858019176,-0.17509262263774872,-0.17724809050559998,0.0009012791560962796,0.0007355429697781801,8.807386636734009
-0.00039708614349365234,536,78.1,15,49.999999999999986,0.5227542721952892,1.5694509744644165,5.267387866973877,50.84730063898383,0.18383550643920898,121564,68.35522388059701,5.574924765762076,-0.17526598274707794,-0.1748688966035843,0.0007573042530566454,0.0008590720826759934,8.603817701339722
-0.0006847232580184937,592,77.10000000000004,16,50.00000000000001,0.463321828769779,1.5702146291732788,5.329731702804565,52.7547453091223,0.18133020401000977,129160,69.46486486486486,4.565038481008659,-0.17575703561306,-0.1750723123550415,0.0006472443346865475,0.0007011783309280872,8.805113077163696
-0.0038413256406784058,584,77.60000000000001,17,62.099999999999994,0.46185049709992015,1.567960500717163,5.517003059387207,51.65422906395041,0.1841442584991455,136688,69.68767123287672,4.2746127023305736,-0.1780092418193817,-0.1741679161787033,0.0006861155852675438,0.0006587188690900803,8.852266073226929
0.00274774432182312,640,77.90000000000002,18,49.99999999999997,0.39650565302889884,1.5691602230072021,5.38396143913269,53.73103335737485,0.17666840553283691,144231,70.32125,4.553424363871665,-0.17129400372505188,-0.174041748046875,0.0006406704196706414,0.0006179530755616724,8.687061548233032
0.003449186682701111,592,77.20000000000002,19,49.99999999999999,0.5161714191267798,1.5649425983428955,5.321899175643921,53.06065445077381,0.17806673049926758,151735,68.91351351351351,6.864722279855694,-0.1709655523300171,-0.1744147390127182,0.0006737623480148613,0.000684340950101614,8.670238971710205
0.0029030293226242065,672,78.50000000000001,20,49.99999999999998,0.558694597341098,1.565698504447937,5.4753196239471436,54.25259254092197,0.18220281600952148,159276,70.90357142857144,4.02996060563788,-0.17205579578876495,-0.17495882511138916,0.0006879388820379972,0.0005935823428444564,8.69156789779663
-0.0031180530786514282,704,78.10000000000002,21,49.99999999999999,0.5522749885265935,1.5661821365356445,5.392904043197632,55.959345968088904,0.17733168601989746,166791,71.11931818181819,4.971072180730542,-0.1765798032283783,-0.17346175014972687,0.0006019689608365297,0.000644371029920876,8.708112716674805
-0.0037696808576583862,736,78.6,22,49.99999999999999,0.5188645260229126,1.567165732383728,5.42617130279541,56.6546233422028,0.1828768253326416,174381,71.42391304347827,4.827308403988835,-0.17677077651023865,-0.17300109565258026,0.0006165871163830161,0.0005827422719448805,8.737184524536133
0.000980183482170105,840,77.50000000000001,23,49.999999999999986,0.46301029067608973,1.5679808855056763,5.511321067810059,57.8060771333302,0.1733403205871582,181905,72.73904761904762,3.436789621506442,-0.17180317640304565,-0.17278335988521576,0.0005488337483257055,0.0005470680771395564,8.61968183517456
0.00031672418117523193,896,78.50000000000001,24,50.000000000000014,0.49436252586092194,1.5677841901779175,5.497791290283203,59.312214538391665,0.17254304885864258,189439,73.1839285714286,3.465996908008803,-0.17283041775226593,-0.17314714193344116,0.0005340203060768545,0.0005168511997908354,8.654555082321167
0.002866983413696289,832,78.2,25,49.99999999999999,0.61676346587105,1.5648759603500366,5.382357120513916,58.92486272017051,0.17888140678405762,196983,72.26538461538463,5.684438427556977,-0.1700672060251236,-0.17293418943881989,0.0005817728815600276,0.0005964069277979434,8.563540697097778
0.0014087557792663574,920,78.20000000000002,26,63.5,0.5209390334648282,1.5664622783660889,5.472997426986694,59.59747539422484,0.17654109001159668,204569,73.40347826086956,2.4719269172671883,-0.1723739057779312,-0.17378266155719757,0.0004505043034441769,0.0005237614968791604,8.568333864212036
0.0031860917806625366,984,77.90000000000003,27,50.0,0.5800121795264868,1.566690444946289,5.498873710632324,60.57300573725775,0.1739201545715332,212132,73.68861788617889,3.9366570617046075,-0.16688574850559235,-0.17007184028625488,0.00047643762081861496,0.0004257440159562975,8.567375183105469
